,rank,prev,standing,bib,rider,age,team,uci,point,time,stage,year
99,99,72,+40:38,81,TXOPERENA Beñat,26,Euskadi - Murias,,,3:31:54,tour-of-the-alps/2018/stage-4,2018
100,100,86,+47:08,45,SOBRERO Matteo,20,Italy,,,3:31:54,tour-of-the-alps/2018/stage-4,2018
101,101,64,+37:10,26,ZACCANTI Filippo,22,Nippo - Vini Fantini - Europa Ovini,,,3:31:54,tour-of-the-alps/2018/stage-4,2018
102,102,91,+48:57,195,NIV Guy,24,Israel Cycling Academy,,,3:31:54,tour-of-the-alps/2018/stage-4,2018
103,103,90,+48:33,43,MONACO Alessandro,20,Italy,,,3:31:54,tour-of-the-alps/2018/stage-4,2018
104,104,97,+52:57,15,VENTURINI Clément,24,AG2R La Mondiale,,,3:31:54,tour-of-the-alps/2018/stage-4,2018
105,105,29,+14:24,12,GENIEZ Alexandre,30,AG2R La Mondiale,,,3:31:54,tour-of-the-alps/2018/stage-4,2018
106,106,63,+36:33,144,MORABITO Steve,35,Groupama - FDJ,,,3:31:54,tour-of-the-alps/2018/stage-4,2018
107,107,77,+42:36,13,CHEREL Mikaël,32,AG2R La Mondiale,,,3:31:54,tour-of-the-alps/2018/stage-4,2018
108,108,114,+59:31,174,TACIAK Mateusz,33,CCC Sprandi Polkowice ,,,3:31:54,tour-of-the-alps/2018/stage-4,2018
109,109,101,+53:42,175,PLUCIŃSKI Leszek,27,CCC Sprandi Polkowice ,,,3:31:54,tour-of-the-alps/2018/stage-4,2018
110,110,32,+15:48,126,SOSA Iván Ramiro,20,Androni Giocattoli - Sidermec,,,3:31:54,tour-of-the-alps/2018/stage-4,2018
111,111,61,+35:19,16,BIDARD François,26,AG2R La Mondiale,,,3:31:54,tour-of-the-alps/2018/stage-4,2018
112,112,93,+51:21,27,ITO Masakazu,29,Nippo - Vini Fantini - Europa Ovini,,,3:31:54,tour-of-the-alps/2018/stage-4,2018
113,113,68,+38:29,17,JAUREGUI Quentin,23,AG2R La Mondiale,,,3:31:54,tour-of-the-alps/2018/stage-4,2018
114,114,100,+53:09,173,SISR František,25,CCC Sprandi Polkowice ,,,3:31:54,tour-of-the-alps/2018/stage-4,2018
115,115,108,+57:11,83,GONZÁLEZ PRIETO Aitor,27,Euskadi - Murias,,,3:31:54,tour-of-the-alps/2018/stage-4,2018
116,116,94,+51:31,115,MORTON Lachlan,26,Team Dimension Data,,,3:32:03,tour-of-the-alps/2018/stage-4,2018
117,117,116,+1:00:32,91,ADAMIETZ Johannes,19,Tirol Cycling Team,,,3:39:58,tour-of-the-alps/2018/stage-4,2018
118,118,119,+1:10:03,97,WILDAUER Markus,19,Tirol Cycling Team,,,3:42:48,tour-of-the-alps/2018/stage-4,2018
119,119,121,+1:18:43,95,FRIEDRICH Marco,20,Tirol Cycling Team,,,3:42:48,tour-of-the-alps/2018/stage-4,2018
120,120,118,+1:08:38,157,WANG Meiyin,29,Bahrain Merida Pro Cycling Team,,,3:42:48,tour-of-the-alps/2018/stage-4,2018
121,121,115,+1:00:32,191,GEBREMEDHIN Awet,26,Israel Cycling Academy,,,3:42:48,tour-of-the-alps/2018/stage-4,2018
