,rank,prev,standing,bib,rider,age,team,uci,point,time,stage,year
101,101,81,+49:14,194,SANTORO Antonio,29,Italy,,,3:45:12,tour-of-the-alps/2019/stage-4,2019
102,102,103,+1:01:47,82,AMADOR Juan José,21,Manzana Postobon,,,3:45:12,tour-of-the-alps/2019/stage-4,2019
103,103,105,+1:02:01,165,GARAVAGLIA Giacomo,22,Team Colpack,,,3:45:12,tour-of-the-alps/2019/stage-4,2019
104,104,111,+1:08:14,122,UDONDO Gotzon,25,Euskadi Basque Country - Murias,,,3:45:12,tour-of-the-alps/2019/stage-4,2019
105,105,110,+1:07:45,184,ONESTI Emanuele,23,Giotti Victoria - Palomar,,,3:45:12,tour-of-the-alps/2019/stage-4,2019
106,106,87,+53:41,152,DALLA VALLE Nicolas,21,Tirol KTM Cycling Team,,,3:45:12,tour-of-the-alps/2019/stage-4,2019
107,107,91,+56:14,193,CACCIOTTI Andrea,22,Italy,,,3:45:12,tour-of-the-alps/2019/stage-4,2019
108,108,108,+1:04:32,185,STERBINI Simone,25,Giotti Victoria - Palomar,,,3:45:12,tour-of-the-alps/2019/stage-4,2019
109,109,104,+1:01:52,154,GAMPER Patrick,22,Tirol KTM Cycling Team,,,3:45:12,tour-of-the-alps/2019/stage-4,2019
110,110,50,+26:53,172,BRKIC Benjamin,22,Team Felbermayr - Simplon Wels ,,,3:45:12,tour-of-the-alps/2019/stage-4,2019
111,111,93,+56:50,155,RIVI Samuele,20,Tirol KTM Cycling Team,,,3:45:12,tour-of-the-alps/2019/stage-4,2019
112,112,101,+1:01:11,192,TAROZZI Manuele,20,Italy,,,3:45:12,tour-of-the-alps/2019/stage-4,2019
