,rank,prev,standing,bib,rider,age,team,uci,point,time,stage,year
1,1,27,+2:44,17,MONTAGUTI Matteo,33,AG2R La Mondiale,20,30,4:56:38,tour-of-the-alps/2017/stage-4,2017
2,2,2,+0:13,61,PINOT Thibaut,26,FDJ,10,18,4:56:38,tour-of-the-alps/2017/stage-4,2017
3,3,32,+4:28,32,DENNIS Rohan,26,BMC Racing Team,5,12,4:56:38,tour-of-the-alps/2017/stage-4,2017
4,4,19,+1:59,26,SÁNCHEZ Luis León,33,Astana Pro Team,,7,4:56:38,tour-of-the-alps/2017/stage-4,2017
5,5,16,+1:48,46,MENDES José,31,BORA - hansgrohe,,4,4:56:38,tour-of-the-alps/2017/stage-4,2017
6,6,8,+0:42,31,CARUSO Damiano,29,BMC Racing Team,,3,4:56:38,tour-of-the-alps/2017/stage-4,2017
7,7,35,+6:25,83,WARBASSE Larry,26,Aqua Blue Sport,,2,4:56:38,tour-of-the-alps/2017/stage-4,2017
8,8,56,+22:20,125,FILOSI Iuri,25,Nippo - Vini Fantini ,,1,4:56:38,tour-of-the-alps/2017/stage-4,2017
9,9,24,+2:14,132,BUSATO Matteo,29,Wilier Triestina - Selle Italia,,,4:56:38,tour-of-the-alps/2017/stage-4,2017
10,10,28,+3:48,57,VILLELLA Davide,25,Cannondale-Drapac Pro Cycling Team,,,4:56:38,tour-of-the-alps/2017/stage-4,2017
11,11,17,+1:51,35,BOOKWALTER Brent,33,BMC Racing Team,,,4:56:38,tour-of-the-alps/2017/stage-4,2017
12,12,1,+0:00,5,THOMAS Geraint,30,Team Sky,,,4:56:38,tour-of-the-alps/2017/stage-4,2017
13,13,63,+29:37,107,PRADES Eduard,29,Caja Rural - Seguros RGA,,,4:56:38,tour-of-the-alps/2017/stage-4,2017
14,14,31,+4:09,111,FIRSANOV Sergey,34,Gazprom-RusVelo,,,4:56:38,tour-of-the-alps/2017/stage-4,2017
15,15,9,+0:46,55,ROLLAND Pierre,30,Cannondale-Drapac Pro Cycling Team,,,4:56:38,tour-of-the-alps/2017/stage-4,2017
16,16,10,+0:48,43,BUCHMANN Emanuel,24,BORA - hansgrohe,,,4:56:38,tour-of-the-alps/2017/stage-4,2017
17,17,60,+27:42,23,CHERNETSKI Sergei,27,Astana Pro Team,,,4:56:38,tour-of-the-alps/2017/stage-4,2017
18,18,3,+0:16,11,POZZOVIVO Domenico,34,AG2R La Mondiale,,,4:56:38,tour-of-the-alps/2017/stage-4,2017
19,19,30,+3:54,135,GODOY Yonder,24,Wilier Triestina - Selle Italia,,,4:56:38,tour-of-the-alps/2017/stage-4,2017
20,20,5,+0:31,54,FORMOLO Davide,24,Cannondale-Drapac Pro Cycling Team,,,4:56:38,tour-of-the-alps/2017/stage-4,2017
21,21,12,+0:56,72,BERNAL Egan,20,Androni - Sidermec - Bottecchia,,,4:56:38,tour-of-the-alps/2017/stage-4,2017
22,22,21,+2:03,128,SANTAROMITA Ivan,32,Nippo - Vini Fantini ,,,4:56:38,tour-of-the-alps/2017/stage-4,2017
23,23,36,+6:25,102,FERRARI Fabricio,31,Caja Rural - Seguros RGA,,,4:56:38,tour-of-the-alps/2017/stage-4,2017
24,24,64,+29:37,42,BÁRTA Jan,32,BORA - hansgrohe,,,4:56:38,tour-of-the-alps/2017/stage-4,2017
25,25,4,+0:21,21,SCARPONI Michele,37,Astana Pro Team,,,4:56:38,tour-of-the-alps/2017/stage-4,2017
26,26,34,+5:52,13,CHEVRIER Clément,24,AG2R La Mondiale,,,4:56:38,tour-of-the-alps/2017/stage-4,2017
27,27,50,+17:16,152,BONGIORNO Francesco Manuel,26,Sangemini - MG.Kvis  ,,,4:56:38,tour-of-the-alps/2017/stage-4,2017
28,28,25,+2:33,138,RODRÍGUEZ Cristián,22,Wilier Triestina - Selle Italia,,,4:56:38,tour-of-the-alps/2017/stage-4,2017
29,29,22,+2:03,76,MASNADA Fausto,23,Androni - Sidermec - Bottecchia,,,4:56:38,tour-of-the-alps/2017/stage-4,2017
