,rank,prev,standing,bib,rider,age,team,uci,point,time,stage,year
43,43,40,+3:50,0,KANGERT Tanel,25,Astana Pro Team,,,4:03:13,tour-of-the-alps/2012/stage-2,2012
44,44,41,+3:50,0,BRAJKOVIČ Janez,28,Astana Pro Team,,,4:03:13,tour-of-the-alps/2012/stage-2,2012
45,45,42,+3:51,0,KASHECHKIN Andrey,32,Astana Pro Team,,,4:03:13,tour-of-the-alps/2012/stage-2,2012
46,46,43,+3:56,0,RODRÍGUEZ Jackson,27,Androni Giocattoli - Venezuela,,,4:03:13,tour-of-the-alps/2012/stage-2,2012
47,47,50,+4:30,0,VANDBORG Brian Bach,30,Spidertech Powered by C10,,,4:03:20,tour-of-the-alps/2012/stage-2,2012
48,48,45,+4:03,0,MIHOLJEVIĆ Vladimir,38,Acqua & Sapone,,,4:03:20,tour-of-the-alps/2012/stage-2,2012
49,49,46,+4:10,0,HOLLENSTEIN Reto,26,Team Netapp,,,4:03:20,tour-of-the-alps/2012/stage-2,2012
50,50,47,+4:24,0,FANELLI Stiven,24,Utensilnord - Named,,,4:03:20,tour-of-the-alps/2012/stage-2,2012
51,51,49,+4:26,0,DI LUCA Danilo,36,Acqua & Sapone,,,4:03:43,tour-of-the-alps/2012/stage-2,2012
52,52,51,+5:05,0,ASCANI Luca,28,Farnese Vini-Neri-Sottoli,,,4:03:49,tour-of-the-alps/2012/stage-2,2012
53,53,55,+5:42,0,KÜNZLI Raimond,27,Spidertech Powered by C10,,,4:04:32,tour-of-the-alps/2012/stage-2,2012
54,54,57,+5:51,0,WURF Cameron,28,Champion System Pro Cycling Team,,,4:04:32,tour-of-the-alps/2012/stage-2,2012
55,55,52,+5:14,0,FELLINE Fabio,22,Androni Giocattoli - Venezuela,,,4:04:32,tour-of-the-alps/2012/stage-2,2012
56,56,53,+5:35,0,SCHORN Daniel,23,Team Netapp,,,4:04:45,tour-of-the-alps/2012/stage-2,2012
57,57,58,+6:06,0,BOIFAVA Simone,26,Team Idea,,,4:04:45,tour-of-the-alps/2012/stage-2,2012
58,58,74,+9:09,0,POSSONI Morris,27,Lampre - ISD,,,4:04:45,tour-of-the-alps/2012/stage-2,2012
59,59,59,+6:14,0,GONZALEZ Javier Alberto,32,Colombia - Coldeportes,,,4:04:45,tour-of-the-alps/2012/stage-2,2012
60,60,71,+8:30,0,JIAO Pengda,26,Champion System Pro Cycling Team,,,4:04:45,tour-of-the-alps/2012/stage-2,2012
61,61,56,+5:50,0,BRAMBILLA Gianluca,24,Colnago CSF Bardiani,,,4:05:10,tour-of-the-alps/2012/stage-2,2012
62,62,62,+7:06,0,SANTAROMITA Ivan,27,BMC Racing Team,,,4:06:33,tour-of-the-alps/2012/stage-2,2012
63,63,75,+9:19,0,LONGO BORGHINI Paolo,31,Liquigas - Cannondale,,,4:06:33,tour-of-the-alps/2012/stage-2,2012
64,64,67,+7:54,0,RATTI Aristide,29,Team Idea,,,4:06:33,tour-of-the-alps/2012/stage-2,2012
65,65,65,+7:47,0,CHARTEAU Anthony,32,Team Europcar,,,4:06:33,tour-of-the-alps/2012/stage-2,2012
66,66,64,+7:23,0,MALORI Adriano,24,Lampre - ISD,,,4:06:33,tour-of-the-alps/2012/stage-2,2012
67,67,60,+7:00,0,BALLAN Alessandro,32,BMC Racing Team,,,4:06:33,tour-of-the-alps/2012/stage-2,2012
68,68,63,+7:15,0,DE MARCHI Alessandro,25,Androni Giocattoli - Venezuela,,,4:06:33,tour-of-the-alps/2012/stage-2,2012
69,69,68,+8:02,0,RODRIGUEZ Michael,22,Colombia - Coldeportes,,,4:06:33,tour-of-the-alps/2012/stage-2,2012
70,70,61,+7:00,0,EIJSSEN Yannick,22,BMC Racing Team,,,4:06:33,tour-of-the-alps/2012/stage-2,2012
71,71,66,+7:49,0,CLARKE Jonathan,27,UnitedHealthcare Presented by Maxxis,,,4:06:33,tour-of-the-alps/2012/stage-2,2012
72,72,69,+8:06,0,BAILETTI Paolo,31,Utensilnord - Named,,,4:07:02,tour-of-the-alps/2012/stage-2,2012
73,73,70,+8:16,0,MALACARNE Davide,24,Team Europcar,,,4:07:02,tour-of-the-alps/2012/stage-2,2012
74,74,73,+9:00,0,MUCELLI Davide,25,Utensilnord - Named,,,4:07:28,tour-of-the-alps/2012/stage-2,2012
75,75,72,+8:53,0,OTHMAN Muhamad Adiq Husaine,20,Champion System Pro Cycling Team,,,4:07:34,tour-of-the-alps/2012/stage-2,2012
76,76,77,+10:31,0,OSPINA Dalivier,26,Colombia - Coldeportes,,,4:09:02,tour-of-the-alps/2012/stage-2,2012
77,77,76,+10:06,0,TABORRE Fabio,26,Acqua & Sapone,,,4:09:23,tour-of-the-alps/2012/stage-2,2012
78,78,78,+11:36,0,KÖNIG Leopold,24,Team Netapp,,,4:10:46,tour-of-the-alps/2012/stage-2,2012
79,79,81,+13:18,0,DIETZIKER Andreas,29,Team Netapp,,,4:10:46,tour-of-the-alps/2012/stage-2,2012
80,80,79,+12:44,0,LAVERDE Luis Felipe,32,Colombia - Coldeportes,,,4:11:15,tour-of-the-alps/2012/stage-2,2012
81,81,86,+13:57,0,PERGET Mathieu,27,AG2R La Mondiale,,,4:11:38,tour-of-the-alps/2012/stage-2,2012
82,82,87,+14:05,0,BENEDETTI Cesare,24,Team Netapp,,,4:11:45,tour-of-the-alps/2012/stage-2,2012
83,83,80,+13:06,0,DODI Luca,24,Team Idea,,,4:11:45,tour-of-the-alps/2012/stage-2,2012
84,84,84,+13:41,0,BÁRTA Jan,27,Team Netapp,,,4:12:51,tour-of-the-alps/2012/stage-2,2012
85,85,82,+13:31,0,LOMBARDI Omar,22,Colnago CSF Bardiani,,,4:12:51,tour-of-the-alps/2012/stage-2,2012
86,86,83,+13:31,0,LOCATELLI Stefano,23,Colnago CSF Bardiani,,,4:12:51,tour-of-the-alps/2012/stage-2,2012
87,87,91,+14:25,0,MAZZANTI Luca,38,Farnese Vini-Neri-Sottoli,,,4:13:09,tour-of-the-alps/2012/stage-2,2012
88,88,96,+15:41,0,BRÄNDLE Matthias,22,Team Netapp,,,4:13:09,tour-of-the-alps/2012/stage-2,2012
89,89,94,+14:37,0,WYSS Danilo,26,BMC Racing Team,,,4:13:09,tour-of-the-alps/2012/stage-2,2012
90,90,98,+17:47,0,KARIMOV Ruslan,25,Team Idea,,,4:13:09,tour-of-the-alps/2012/stage-2,2012
91,91,92,+14:25,0,MCCARTNEY Jason,38,UnitedHealthcare Presented by Maxxis,,,4:13:09,tour-of-the-alps/2012/stage-2,2012
92,92,93,+14:30,0,BARLA Luca,24,Team Idea,,,4:13:09,tour-of-the-alps/2012/stage-2,2012
93,93,88,+14:13,0,ROCCHETTI Federico,26,Utensilnord - Named,,,4:13:09,tour-of-the-alps/2012/stage-2,2012
94,94,89,+14:13,0,PISCOPIELLO Fabio,27,Utensilnord - Named,,,4:13:09,tour-of-the-alps/2012/stage-2,2012
95,95,95,+15:28,0,BÉRARD Julien,24,AG2R La Mondiale,,,4:13:09,tour-of-the-alps/2012/stage-2,2012
96,96,85,+13:52,0,CODOL Massimo,39,Acqua & Sapone,,,4:13:09,tour-of-the-alps/2012/stage-2,2012
97,97,97,+15:42,0,DONATI Alessandro,32,Acqua & Sapone,,,4:13:09,tour-of-the-alps/2012/stage-2,2012
98,98,90,+14:23,0,REZA Kévin,23,Team Europcar,,,4:13:09,tour-of-the-alps/2012/stage-2,2012
99,99,101,+18:22,0,FAIRLY Caleb,25,Spidertech Powered by C10,,,4:17:12,tour-of-the-alps/2012/stage-2,2012
100,100,104,+18:28,0,WHITE Bradley,30,UnitedHealthcare Presented by Maxxis,,,4:17:12,tour-of-the-alps/2012/stage-2,2012
101,101,102,+18:22,0,ANDERSON Ryan,24,Spidertech Powered by C10,,,4:17:12,tour-of-the-alps/2012/stage-2,2012
102,102,109,+18:54,0,LAGANA Sergio,29,Utensilnord - Named,,,4:17:12,tour-of-the-alps/2012/stage-2,2012
103,103,105,+18:28,0,FRATTINI Davide,33,UnitedHealthcare Presented by Maxxis,,,4:17:12,tour-of-the-alps/2012/stage-2,2012
104,104,103,+18:24,0,BONO Matteo,28,Lampre - ISD,,,4:17:12,tour-of-the-alps/2012/stage-2,2012
105,105,111,+19:58,0,RENEV Sergey,27,Astana Pro Team,,,4:17:12,tour-of-the-alps/2012/stage-2,2012
106,106,106,+18:31,0,GAZVODA Gregor,30,AG2R La Mondiale,,,4:17:12,tour-of-the-alps/2012/stage-2,2012
107,107,99,+17:58,0,VANOTTI Alessandro,31,Liquigas - Cannondale,,,4:17:12,tour-of-the-alps/2012/stage-2,2012
108,108,107,+18:31,0,FRIEDEMANN Matthias,27,Champion System Pro Cycling Team,,,4:17:12,tour-of-the-alps/2012/stage-2,2012
109,109,100,+18:18,0,BERDOS Oleg,24,Utensilnord - Named,,,4:17:12,tour-of-the-alps/2012/stage-2,2012
110,110,108,+18:37,0,EUSER Lucas,28,,,,4:17:12,tour-of-the-alps/2012/stage-2,2012
111,111,112,+21:40,0,LLOYD Matthew,28,Lampre - ISD,,,4:17:12,tour-of-the-alps/2012/stage-2,2012
112,112,110,+19:08,0,DE LUNA Flavio Alejandro,22,Spidertech Powered by C10,,,4:17:53,tour-of-the-alps/2012/stage-2,2012
113,113,115,+22:53,0,XU Gang,28,Champion System Pro Cycling Team,,,4:20:27,tour-of-the-alps/2012/stage-2,2012
114,114,113,+21:46,0,LEWIS Craig,27,Champion System Pro Cycling Team,,,4:20:27,tour-of-the-alps/2012/stage-2,2012
115,115,114,+22:29,0,PHINNEY Taylor,21,BMC Racing Team,,,4:22:02,tour-of-the-alps/2012/stage-2,2012
116,116,125,+24:46,0,ROE Timothy,22,BMC Racing Team,,,4:22:02,tour-of-the-alps/2012/stage-2,2012
117,117,117,+23:18,0,ANDRIATO Rafael,24,Farnese Vini-Neri-Sottoli,,,4:22:02,tour-of-the-alps/2012/stage-2,2012
118,118,118,+23:18,0,BERTOLINI Thomas,23,Farnese Vini-Neri-Sottoli,,,4:22:02,tour-of-the-alps/2012/stage-2,2012
119,119,127,+25:36,0,MASCIARELLI Andrea,29,Acqua & Sapone,,,4:22:02,tour-of-the-alps/2012/stage-2,2012
120,120,126,+25:21,0,LOCATELLI Paolo,22,Colnago CSF Bardiani,,,4:22:02,tour-of-the-alps/2012/stage-2,2012
121,121,116,+22:55,0,COLEDAN Marco,23,Colnago CSF Bardiani,,,4:22:02,tour-of-the-alps/2012/stage-2,2012
122,122,119,+23:21,0,CLARKE Will,27,Champion System Pro Cycling Team,,,4:22:02,tour-of-the-alps/2012/stage-2,2012
123,123,122,+23:41,0,FORERO Juan Pablo,28,Colombia - Coldeportes,,,4:22:02,tour-of-the-alps/2012/stage-2,2012
124,124,121,+23:33,0,QUINTERO Carlos,26,Colombia - Coldeportes,,,4:22:02,tour-of-the-alps/2012/stage-2,2012
125,125,123,+23:46,0,JONES Chris,32,UnitedHealthcare Presented by Maxxis,,,4:22:02,tour-of-the-alps/2012/stage-2,2012
126,126,120,+23:25,0,SUTHERLAND Rory,30,UnitedHealthcare Presented by Maxxis,,,4:22:02,tour-of-the-alps/2012/stage-2,2012
127,127,124,+24:09,0,KERN Christophe,31,Team Europcar,,,4:22:02,tour-of-the-alps/2012/stage-2,2012
