,rank,prev,standing,bib,rider,age,team,uci,point,time,stage,year
1,1,15,+2:26,0,KREUZIGER Roman,24,Pro Team Astana,20,30,4:09:03,tour-of-the-alps/2011/stage-4,2011
2,2,23,+4:28,0,SELLA Emanuele,30,Androni Giocattoli - Serramenti PVC Diquigiovanni,14,18,4:09:03,tour-of-the-alps/2011/stage-4,2011
3,3,39,+11:47,0,POPOVYCH Yaroslav,31,RadioShack,8,12,4:09:11,tour-of-the-alps/2011/stage-4,2011
4,4,7,+1:12,0,VOECKLER Thomas,31,Team Europcar,7,7,4:09:27,tour-of-the-alps/2011/stage-4,2011
5,5,2,+0:07,0,MACHADO Tiago,25,RadioShack,6,4,4:09:27,tour-of-the-alps/2011/stage-4,2011
6,6,1,+0:00,0,SCARPONI Michele,31,Lampre - ISD,5,3,4:09:27,tour-of-the-alps/2011/stage-4,2011
7,7,3,+0:33,0,ASCANI Luca,27,D'Angelo Antenucci-Nippo Corporation,4,2,4:09:27,tour-of-the-alps/2011/stage-4,2011
8,8,8,+1:18,0,RUJANO José Humberto,29,Androni Giocattoli - Serramenti PVC Diquigiovanni,2,1,4:09:27,tour-of-the-alps/2011/stage-4,2011
9,9,10,+1:42,0,DUARTE Fabio,24,Geox-TMC Transformers,,,4:09:27,tour-of-the-alps/2011/stage-4,2011
10,10,4,+0:35,0,POZZOVIVO Domenico,28,Colnago - CSF Inox,,,4:09:27,tour-of-the-alps/2011/stage-4,2011
11,11,6,+0:42,0,KIŠERLOVSKI Robert,24,Pro Team Astana,,,4:09:27,tour-of-the-alps/2011/stage-4,2011
12,12,41,+12:39,0,CANO Alex,28,Cafe de Colombia - Colombia Es Pasion,,,4:09:27,tour-of-the-alps/2011/stage-4,2011
13,13,5,+0:38,0,MORABITO Steve,28,BMC Racing Team,,,4:09:31,tour-of-the-alps/2011/stage-4,2011
14,14,12,+2:00,0,MASCIARELLI Francesco,24,Pro Team Astana,,,4:09:36,tour-of-the-alps/2011/stage-4,2011
15,15,20,+3:23,0,NIEMIEC Przemysław,31,Lampre - ISD,,,4:09:36,tour-of-the-alps/2011/stage-4,2011
16,16,13,+2:18,0,RODRÍGUEZ Jackson,26,Androni Giocattoli - Serramenti PVC Diquigiovanni,,,4:10:04,tour-of-the-alps/2011/stage-4,2011
17,17,18,+2:56,0,PERGET Mathieu,26,AG2R La Mondiale,,,4:10:04,tour-of-the-alps/2011/stage-4,2011
18,18,19,+3:22,0,BALIANI Fortunato,36,D'Angelo Antenucci-Nippo Corporation,,,4:10:04,tour-of-the-alps/2011/stage-4,2011
19,19,31,+5:34,0,LOSADA Alberto,29,Team Katusha ,,,4:10:04,tour-of-the-alps/2011/stage-4,2011
20,20,11,+1:51,0,SZMYD Sylwester,33,Liquigas - Cannondale,,,4:10:04,tour-of-the-alps/2011/stage-4,2011
21,21,16,+2:44,0,WEGELIUS Charles,32,UnitedHealthcare Presented by Maxxis,,,4:10:04,tour-of-the-alps/2011/stage-4,2011
22,22,9,+1:35,0,MIHOLJEVIĆ Vladimir,37,Acqua & Sapone,,,4:10:04,tour-of-the-alps/2011/stage-4,2011
23,23,17,+2:47,0,TIRALONGO Paolo,33,Pro Team Astana,,,4:10:04,tour-of-the-alps/2011/stage-4,2011
24,24,14,+2:22,0,MUTO Pasquale,30,Miche-Guerciotti ,,,4:10:15,tour-of-the-alps/2011/stage-4,2011
25,25,32,+5:37,0,SERPA José Rodolfo,32,Androni Giocattoli - Serramenti PVC Diquigiovanni,,,4:10:16,tour-of-the-alps/2011/stage-4,2011
26,26,21,+4:06,0,PIRAZZI Stefano,24,Colnago - CSF Inox,,,4:10:31,tour-of-the-alps/2011/stage-4,2011
27,27,30,+5:31,0,PAEZ Hector Leonardo,28,Cafe de Colombia - Colombia Es Pasion,,,4:10:31,tour-of-the-alps/2011/stage-4,2011
28,28,33,+6:07,0,BUTLER Chris,23,BMC Racing Team,,,4:10:31,tour-of-the-alps/2011/stage-4,2011
29,29,46,+17:43,0,PEREZ Jahir,24,,,,4:10:33,tour-of-the-alps/2011/stage-4,2011
30,30,49,+18:57,0,SALERNO Cristiano,26,Liquigas - Cannondale,,,4:10:44,tour-of-the-alps/2011/stage-4,2011
31,31,26,+4:45,0,PLIUȘCHIN Alexandr,24,Team Katusha ,,,4:11:03,tour-of-the-alps/2011/stage-4,2011
32,32,28,+5:11,0,OCHOA Carlos José,30,Androni Giocattoli - Serramenti PVC Diquigiovanni,,,4:11:03,tour-of-the-alps/2011/stage-4,2011
33,33,42,+13:32,0,SAVINI Filippo,25,Colnago - CSF Inox,,,4:11:03,tour-of-the-alps/2011/stage-4,2011
34,34,45,+17:33,0,ROLLAND Pierre,24,Team Europcar,,,4:11:03,tour-of-the-alps/2011/stage-4,2011
35,35,27,+5:06,0,BAILETTI Paolo,30,De Rosa - Ceramica Flaminia,,,4:11:12,tour-of-the-alps/2011/stage-4,2011
36,36,40,+12:24,0,PANTANO Jarlinson,22,,,,4:11:12,tour-of-the-alps/2011/stage-4,2011
37,37,34,+9:16,0,PETROV Evgeni,32,Pro Team Astana,,,4:11:13,tour-of-the-alps/2011/stage-4,2011
38,38,59,+23:02,0,RUTKIEWICZ Marek,29,CCC - Polsat - Polkowice,,,4:11:13,tour-of-the-alps/2011/stage-4,2011
39,39,53,+19:48,0,DESSEL Cyril,36,AG2R La Mondiale,,,4:11:13,tour-of-the-alps/2011/stage-4,2011
40,40,25,+4:37,0,CARUSO Giampaolo,30,Team Katusha ,,,4:11:46,tour-of-the-alps/2011/stage-4,2011
41,41,24,+4:29,0,NIBALI Vincenzo,26,Liquigas - Cannondale,,,4:12:15,tour-of-the-alps/2011/stage-4,2011
42,42,22,+4:07,0,ZABALLA Constantino,32,Miche-Guerciotti ,,,4:12:15,tour-of-the-alps/2011/stage-4,2011
43,43,35,+9:31,0,DUPONT Hubert,30,AG2R La Mondiale,,,4:12:15,tour-of-the-alps/2011/stage-4,2011
44,44,38,+11:28,0,CODOL Massimo,38,Acqua & Sapone,,,4:12:53,tour-of-the-alps/2011/stage-4,2011
45,45,36,+11:00,0,GARZELLI Stefano,37,Acqua & Sapone,,,4:12:53,tour-of-the-alps/2011/stage-4,2011
46,46,29,+5:22,0,TABORRE Fabio,25,Acqua & Sapone,,,4:13:05,tour-of-the-alps/2011/stage-4,2011
47,47,56,+21:42,0,JUFRÉ Josep,35,Pro Team Astana,,,4:13:27,tour-of-the-alps/2011/stage-4,2011
48,48,37,+11:20,0,MARZANO Marco,30,Lampre - ISD,,,4:13:27,tour-of-the-alps/2011/stage-4,2011
49,49,48,+18:05,0,RUBIANO Miguel Angel,26,D'Angelo Antenucci-Nippo Corporation,,,4:13:28,tour-of-the-alps/2011/stage-4,2011
50,50,55,+20:33,0,CHAVES Esteban,21,Cafe de Colombia - Colombia Es Pasion,,,4:13:28,tour-of-the-alps/2011/stage-4,2011
51,51,61,+24:11,0,PRONI Alessandro,28,Acqua & Sapone,,,4:14:02,tour-of-the-alps/2011/stage-4,2011
