,rank,prev,standing,bib,rider,age,team,uci,point,time,stage,year
30,30,24,+3:21,42,GROßSCHARTNER Felix,27,BORA - hansgrohe,,,3:20:53,tour-of-the-alps/2021/stage-2,2021
31,31,22,+3:11,4,MOSCON Gianni,27,INEOS Grenadiers,,,3:20:53,tour-of-the-alps/2021/stage-2,2021
32,32,25,+3:21,124,ROCHE Nicolas,36,Team DSM,,,3:20:53,tour-of-the-alps/2021/stage-2,2021
33,33,34,+3:21,85,POZZOVIVO Domenico,38,Team Qhubeka ASSOS,,,3:20:53,tour-of-the-alps/2021/stage-2,2021
34,34,37,+3:46,201,LIPOWITZ Florian,20,Tirol KTM Cycling Team,,,3:20:53,tour-of-the-alps/2021/stage-2,2021
35,35,31,+3:21,73,DOMBROWSKI Joe,29,UAE-Team Emirates,,,3:20:53,tour-of-the-alps/2021/stage-2,2021
36,36,23,+3:21,34,SÁNCHEZ Luis León,37,Astana - Premier Tech,,,3:20:53,tour-of-the-alps/2021/stage-2,2021
37,37,36,+3:21,114,GALLOPIN Tony,32,AG2R Citroën Team,,,3:20:53,tour-of-the-alps/2021/stage-2,2021
38,38,38,+5:28,71,ARDILA Andrés Camilo,21,UAE-Team Emirates,,,3:23:00,tour-of-the-alps/2021/stage-2,2021
39,39,78,+10:41,37,TEJADA Harold,23,Astana - Premier Tech,,,3:23:00,tour-of-the-alps/2021/stage-2,2021
40,40,39,+6:07,136,UMBA Santiago,18,Androni Giocattoli - Sidermec,,,3:23:39,tour-of-the-alps/2021/stage-2,2021
41,41,40,+6:11,133,CHIRICO Luca,28,Androni Giocattoli - Sidermec,,,3:23:43,tour-of-the-alps/2021/stage-2,2021
42,42,44,+6:11,47,ZWIEHOFF Ben,27,BORA - hansgrohe,,,3:23:43,tour-of-the-alps/2021/stage-2,2021
43,43,56,+6:36,43,PALZER Anton,28,BORA - hansgrohe,,,3:23:43,tour-of-the-alps/2021/stage-2,2021
44,44,51,+6:11,115,HÄNNINEN Jaakko,24,AG2R Citroën Team,,,3:23:43,tour-of-the-alps/2021/stage-2,2021
45,45,49,+6:11,2,HENAO Sebastián,27,INEOS Grenadiers,,,3:23:43,tour-of-the-alps/2021/stage-2,2021
46,46,79,+11:24,15,THOMPSON Reuben,20,Groupama - FDJ,,,3:23:43,tour-of-the-alps/2021/stage-2,2021
47,47,41,+6:11,166,SAVINI Daniel,23,Bardiani-CSF-Faizanè,,,3:23:43,tour-of-the-alps/2021/stage-2,2021
48,48,50,+6:11,154,ANACONA Winner,32,Team Arkéa Samsic,,,3:23:43,tour-of-the-alps/2021/stage-2,2021
49,49,45,+6:11,77,MUÑOZ Cristian Camilo,25,UAE-Team Emirates,,,3:23:43,tour-of-the-alps/2021/stage-2,2021
50,50,57,+6:36,97,NIV Guy,27,Israel Start-Up Nation,,,3:23:43,tour-of-the-alps/2021/stage-2,2021
51,51,43,+6:11,113,WARBASSE Larry,30,AG2R Citroën Team,,,3:23:43,tour-of-the-alps/2021/stage-2,2021
52,52,58,+6:36,52,COLLEONI Kevin,21,Team BikeExchange,,,3:23:43,tour-of-the-alps/2021/stage-2,2021
53,53,48,+6:11,116,PRODHOMME Nicolas,24,AG2R Citroën Team,,,3:23:43,tour-of-the-alps/2021/stage-2,2021
54,54,53,+6:11,16,VALTER Attila,22,Groupama - FDJ,,,3:23:43,tour-of-the-alps/2021/stage-2,2021
55,55,47,+6:11,32,PRONSKIY Vadim,22,Astana - Premier Tech,,,3:23:43,tour-of-the-alps/2021/stage-2,2021
56,56,88,+13:47,35,SOBRERO Matteo,23,Astana - Premier Tech,,,3:23:43,tour-of-the-alps/2021/stage-2,2021
57,57,42,+6:11,33,FELLINE Fabio,31,Astana - Premier Tech,,,3:23:43,tour-of-the-alps/2021/stage-2,2021
58,58,52,+6:11,53,KANGERT Tanel,34,Team BikeExchange,,,3:23:43,tour-of-the-alps/2021/stage-2,2021
59,59,55,+6:11,191,TRÆEN Torstein,25,Uno-X Pro Cycling Team,,,3:23:43,tour-of-the-alps/2021/stage-2,2021
60,60,46,+6:11,111,BIDARD François,29,AG2R Citroën Team,,,3:23:43,tour-of-the-alps/2021/stage-2,2021
61,61,54,+6:11,67,VAN GARDEREN Tejay,32,EF Education - Nippo,,,3:23:43,tour-of-the-alps/2021/stage-2,2021
62,62,80,+11:32,194,KULSET Sindre,22,Uno-X Pro Cycling Team,,,3:23:51,tour-of-the-alps/2021/stage-2,2021
63,63,60,+7:26,141,ZAKARIN Ilnur,31,Gazprom - RusVelo,,,3:24:58,tour-of-the-alps/2021/stage-2,2021
64,64,59,+7:26,91,CATAFORD Alexander,27,Israel Start-Up Nation,,,3:24:58,tour-of-the-alps/2021/stage-2,2021
65,65,61,+7:47,205,STEINHAUSER Georg,19,Tirol KTM Cycling Team,,,3:25:19,tour-of-the-alps/2021/stage-2,2021
66,66,62,+8:03,142,SCARONI Cristian,23,Gazprom - RusVelo,,,3:25:35,tour-of-the-alps/2021/stage-2,2021
67,67,86,+13:16,203,MCLAIN Logan,19,Tirol KTM Cycling Team,,,3:25:35,tour-of-the-alps/2021/stage-2,2021
68,68,64,+8:03,106,VALLS Rafael,33,Bahrain - Victorious,,,3:25:35,tour-of-the-alps/2021/stage-2,2021
69,69,63,+8:03,83,FRANKINY Kilian,27,Team Qhubeka ASSOS,,,3:25:35,tour-of-the-alps/2021/stage-2,2021
70,70,65,+8:03,145,KOCHETKOV Pavel,35,Gazprom - RusVelo,,,3:25:35,tour-of-the-alps/2021/stage-2,2021
71,71,71,+10:04,131,BISOLTI Alessandro,36,Androni Giocattoli - Sidermec,,,3:27:36,tour-of-the-alps/2021/stage-2,2021
72,72,95,+15:17,162,CAÑAVERAL Johnatan,24,Bardiani-CSF-Faizanè,,,3:27:36,tour-of-the-alps/2021/stage-2,2021
73,73,68,+10:04,165,GABBURO Davide,28,Bardiani-CSF-Faizanè,,,3:27:36,tour-of-the-alps/2021/stage-2,2021
74,74,66,+10:04,94,GOLDSTEIN Omer,24,Israel Start-Up Nation,,,3:27:36,tour-of-the-alps/2021/stage-2,2021
75,75,74,+10:04,164,COVILI Luca,24,Bardiani-CSF-Faizanè,,,3:27:36,tour-of-the-alps/2021/stage-2,2021
76,76,72,+10:04,167,ZANA Filippo,22,Bardiani-CSF-Faizanè,,,3:27:36,tour-of-the-alps/2021/stage-2,2021
77,77,75,+10:04,95,HERMANS Ben,34,Israel Start-Up Nation,,,3:27:36,tour-of-the-alps/2021/stage-2,2021
78,78,73,+10:04,181,AMEZQUETA Julen,27,Caja Rural - Seguros RGA,,,3:27:36,tour-of-the-alps/2021/stage-2,2021
79,79,70,+10:04,193,SLEEN Torjus,24,Uno-X Pro Cycling Team,,,3:27:36,tour-of-the-alps/2021/stage-2,2021
80,80,69,+10:04,155,DELAPLACE Anthony,31,Team Arkéa Samsic,,,3:27:36,tour-of-the-alps/2021/stage-2,2021
81,81,76,+10:04,135,RAVANELLI Simone,25,Androni Giocattoli - Sidermec,,,3:27:36,tour-of-the-alps/2021/stage-2,2021
82,82,77,+10:29,26,TIBERI Antonio,19,Trek - Segafredo,,,3:27:36,tour-of-the-alps/2021/stage-2,2021
83,83,96,+15:17,36,GREGAARD Jonas,24,Astana - Premier Tech,,,3:27:36,tour-of-the-alps/2021/stage-2,2021
84,84,67,+10:04,137,TESFATSION Natnael,21,Androni Giocattoli - Sidermec,,,3:27:36,tour-of-the-alps/2021/stage-2,2021
85,85,87,+13:35,92,DE MARCHI Alessandro,34,Israel Start-Up Nation,,,3:27:40,tour-of-the-alps/2021/stage-2,2021
86,86,81,+12:21,17,VAN DEN BERG Lars,22,Groupama - FDJ,,,3:29:53,tour-of-the-alps/2021/stage-2,2021
87,87,85,+12:21,11,PINOT Thibaut,30,Groupama - FDJ,,,3:29:53,tour-of-the-alps/2021/stage-2,2021
88,88,89,+14:09,183,MARTÍN Sergio Roman,24,Caja Rural - Seguros RGA,,,3:29:53,tour-of-the-alps/2021/stage-2,2021
89,89,97,+17:34,144,CHERKASOV Nikolay,24,Gazprom - RusVelo,,,3:29:53,tour-of-the-alps/2021/stage-2,2021
90,90,113,+19:57,202,ENGELHARDT Felix,20,Tirol KTM Cycling Team,,,3:29:53,tour-of-the-alps/2021/stage-2,2021
91,91,83,+12:21,172,ROPERO Alejandro,23,EOLO-Kometa,,,3:29:53,tour-of-the-alps/2021/stage-2,2021
92,92,120,+22:54,175,DINA Márton,25,EOLO-Kometa,,,3:29:53,tour-of-the-alps/2021/stage-2,2021
93,93,99,+17:34,82,DLAMINI Nic,25,Team Qhubeka ASSOS,,,3:29:53,tour-of-the-alps/2021/stage-2,2021
94,94,98,+17:34,12,LUDVIGSSON Tobias,30,Groupama - FDJ,,,3:29:53,tour-of-the-alps/2021/stage-2,2021
95,95,84,+12:21,14,GUGLIELMI Simon,23,Groupama - FDJ,,,3:29:53,tour-of-the-alps/2021/stage-2,2021
96,96,100,+17:34,102,ARASHIRO Yukiya,36,Bahrain - Victorious,,,3:29:53,tour-of-the-alps/2021/stage-2,2021
97,97,82,+12:21,173,BAIS Davide,23,EOLO-Kometa,,,3:29:53,tour-of-the-alps/2021/stage-2,2021
98,98,102,+19:28,64,MORTON Lachlan,29,EF Education - Nippo,,,3:29:53,tour-of-the-alps/2021/stage-2,2021
99,99,105,+19:42,177,FANCELLU Alessandro,20,EOLO-Kometa,,,3:32:01,tour-of-the-alps/2021/stage-2,2021
100,100,92,+14:29,75,MARCATO Marco,37,UAE-Team Emirates,,,3:32:01,tour-of-the-alps/2021/stage-2,2021
101,101,91,+14:29,185,BARRENETXEA Jon,21,Caja Rural - Seguros RGA,,,3:32:01,tour-of-the-alps/2021/stage-2,2021
102,102,116,+22:05,153,BOUET Maxime,34,Team Arkéa Samsic,,,3:32:01,tour-of-the-alps/2021/stage-2,2021
103,103,117,+22:05,207,ZANGERLE Emanuel,20,Tirol KTM Cycling Team,,,3:32:01,tour-of-the-alps/2021/stage-2,2021
104,104,90,+14:29,161,BATTAGLIN Enrico,31,Bardiani-CSF-Faizanè,,,3:32:01,tour-of-the-alps/2021/stage-2,2021
105,105,103,+19:42,81,BROWN Connor,22,Team Qhubeka ASSOS,,,3:32:01,tour-of-the-alps/2021/stage-2,2021
106,106,106,+19:42,93,FROOME Chris,35,Israel Start-Up Nation,,,3:32:01,tour-of-the-alps/2021/stage-2,2021
107,107,108,+19:42,196,HULGAARD Morten,22,Uno-X Pro Cycling Team,,,3:32:01,tour-of-the-alps/2021/stage-2,2021
108,108,107,+19:42,184,CUADROS Álvaro,26,Caja Rural - Seguros RGA,,,3:32:01,tour-of-the-alps/2021/stage-2,2021
109,109,93,+14:29,54,MEYER Cameron,33,Team BikeExchange,,,3:32:01,tour-of-the-alps/2021/stage-2,2021
110,110,109,+19:42,117,VENDRAME Andrea,26,AG2R Citroën Team,,,3:32:01,tour-of-the-alps/2021/stage-2,2021
111,111,94,+14:54,105,PADUN Mark,24,Bahrain - Victorious,,,3:32:01,tour-of-the-alps/2021/stage-2,2021
112,112,104,+19:42,152,QUINTANA Dayer,28,Team Arkéa Samsic,,,3:32:01,tour-of-the-alps/2021/stage-2,2021
113,113,125,+25:42,13,DUCHESNE Antoine,29,Groupama - FDJ,,,3:35:38,tour-of-the-alps/2021/stage-2,2021
114,114,127,+25:42,44,PÖSTLBERGER Lukas,29,BORA - hansgrohe,,,3:35:38,tour-of-the-alps/2021/stage-2,2021
115,115,126,+25:42,103,NOVAK Domen,25,Bahrain - Victorious,,,3:35:38,tour-of-the-alps/2021/stage-2,2021
116,116,128,+25:42,126,VANDENABEELE Henri,21,Team DSM,,,3:35:38,tour-of-the-alps/2021/stage-2,2021
117,117,121,+23:19,46,WANDAHL Frederik,19,BORA - hansgrohe,,,3:35:38,tour-of-the-alps/2021/stage-2,2021
118,118,101,+18:00,195,ANDERSEN Idar,21,Uno-X Pro Cycling Team,,,3:35:38,tour-of-the-alps/2021/stage-2,2021
119,119,110,+19:50,74,RIABUSHENKO Alexandr,25,UAE-Team Emirates,,,3:37:26,tour-of-the-alps/2021/stage-2,2021
120,120,115,+20:19,5,PUCCIO Salvatore,31,INEOS Grenadiers,,,3:37:26,tour-of-the-alps/2021/stage-2,2021
121,121,111,+19:54,122,COMBAUD Romain,30,Team DSM,,,3:37:26,tour-of-the-alps/2021/stage-2,2021
122,122,123,+25:07,147,KUZMIN Anton,24,Gazprom - RusVelo,,,3:37:26,tour-of-the-alps/2021/stage-2,2021
123,123,122,+24:50,125,STORER Michael,24,Team DSM,,,3:37:26,tour-of-the-alps/2021/stage-2,2021
124,124,129,+27:30,192,SAUGSTAD Lars,23,Uno-X Pro Cycling Team,,,3:37:26,tour-of-the-alps/2021/stage-2,2021
125,125,112,+19:54,143,NEKRASOV Denis,24,Gazprom - RusVelo,,,3:37:26,tour-of-the-alps/2021/stage-2,2021
126,126,124,+25:07,146,VACEK Mathias,18,Gazprom - RusVelo,,,3:37:26,tour-of-the-alps/2021/stage-2,2021
127,127,130,+27:30,61,BARTA Will,25,EF Education - Nippo,,,3:37:26,tour-of-the-alps/2021/stage-2,2021
128,128,114,+20:18,56,SCOTSON Callum,24,Team BikeExchange,,,3:37:50,tour-of-the-alps/2021/stage-2,2021
129,129,135,+30:00,84,HANSEN Lasse Norman,29,Team Qhubeka ASSOS,,,3:39:56,tour-of-the-alps/2021/stage-2,2021
130,130,134,+27:37,86,VACEK Karel,20,Team Qhubeka ASSOS,,,3:39:56,tour-of-the-alps/2021/stage-2,2021
131,131,131,+27:37,45,SELIG Rüdiger,32,BORA - hansgrohe,,,3:39:56,tour-of-the-alps/2021/stage-2,2021
132,132,132,+27:37,204,GOVEKAR Matevž,21,Tirol KTM Cycling Team,,,3:39:56,tour-of-the-alps/2021/stage-2,2021
133,133,119,+22:53,6,BASSO Leonardo,27,INEOS Grenadiers,,,3:39:56,tour-of-the-alps/2021/stage-2,2021
134,134,137,+30:00,127,HEINSCHKE Leon,21,Team DSM,,,3:39:56,tour-of-the-alps/2021/stage-2,2021
135,135,133,+27:37,156,HARDY Romain,32,Team Arkéa Samsic,,,3:39:56,tour-of-the-alps/2021/stage-2,2021
136,136,136,+30:00,66,VAN DEN BERG Julius,24,EF Education - Nippo,,,3:39:56,tour-of-the-alps/2021/stage-2,2021
137,137,139,+36:02,157,PAJUR Markus,20,Team Arkéa Samsic,,,3:39:56,tour-of-the-alps/2021/stage-2,2021
138,138,118,+22:24,87,JANSE VAN RENSBURG Reinardt,32,Team Qhubeka ASSOS,,,3:39:56,tour-of-the-alps/2021/stage-2,2021
139,139,138,+30:00,206,PEZZO ROSOLA Kevin,18,Tirol KTM Cycling Team,,,3:39:56,tour-of-the-alps/2021/stage-2,2021
140,140,140,+36:02,76,TROIA Oliviero,26,UAE-Team Emirates,,,3:39:56,tour-of-the-alps/2021/stage-2,2021
