,rank,prev,standing,bib,rider,age,team,uci,point,time,stage,year
25,25,,,0,RODRÍGUEZ Jackson,25,Androni Giocattoli - Serramenti PVC Diquigiovanni,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
26,26,,,0,KRIVTSOV Yuriy,31,AG2R La Mondiale,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
27,27,,,0,MAHORIČ Mitja,33,Adria Mobil,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
28,28,,,0,KIŠERLOVSKI Robert,23,Liquigas - Doimo,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
29,29,,,0,MIHOLJEVIĆ Vladimir,36,Acqua & Sapone,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
30,30,,,0,VALJAVEC Tadej,33,AG2R La Mondiale,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
31,31,,,0,POZZOVIVO Domenico,27,Colnago - CSF Inox,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
32,32,,,0,SERPA José Rodolfo,31,Androni Giocattoli - Serramenti PVC Diquigiovanni,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
33,33,,,0,JÉRÔME Vincent,25,Bbox Bouygues Telecom,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
34,34,,,0,PETROV Evgeni,31,Team Katusha ,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
35,35,,,0,BALIANI Fortunato,35,Miche ,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
36,36,,,0,NOÈ Andrea,41,Ceramica Flaminia - Bossini Docce,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
37,37,,,0,PARDILLA Sergio,26,Carmiooro - NGC,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
38,38,,,0,MOOS Alexandre,37,BMC Racing Team,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
39,39,,,0,HOLLENSTEIN Reto,24,Vorarlberg-Corratec,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
40,40,,,0,GOLČER Jure,32,De Rosa - Stac Plastic,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
41,41,,,0,ANZÀ Santo,29,Ceramica Flaminia - Bossini Docce,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
42,42,,,0,CARVAJAL Edwin Andres,27,Miche ,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
43,43,,,0,BISOLTI Alessandro,25,Colnago - CSF Inox,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
44,44,,,0,KIREYEV Roman,23,Astana,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
45,45,,,0,SILIN Egor,21,Team Katusha ,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
46,46,,,0,LE FLOCH Guillaume,25,Bbox Bouygues Telecom,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
47,47,,,0,TSCHOPP Johann,27,Bbox Bouygues Telecom,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
48,48,,,0,BENEDETTI Cesare,22,Team NetApp,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
49,49,,,0,BÁRTA Jan,25,Team NetApp,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
50,50,,,0,ARRIETA José Luis,38,AG2R La Mondiale,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
51,51,,,0,OCHOA Carlos José,29,Androni Giocattoli - Serramenti PVC Diquigiovanni,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
52,52,,,0,RUJANO José Humberto,28,ISD - Neri,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
53,53,,,0,TURPIN Ludovic,35,AG2R La Mondiale,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
54,54,,,0,HUPOND Thierry,25,Skil - Shimano,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
55,55,,,0,GENTILI Massimiliano,38,Ceramica Flaminia - Bossini Docce,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
56,56,,,0,SZMYD Sylwester,32,Liquigas - Doimo,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
57,57,,,0,WURF Cameron,26,Androni Giocattoli - Serramenti PVC Diquigiovanni,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
58,58,,,0,DESSEL Cyril,35,AG2R La Mondiale,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
59,59,,,0,MARZANO Marco,29,Lampre - Farnese Vini,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
60,60,,,0,TIMMER Albert,24,Skil - Shimano,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
61,61,,,0,AGNOLI Valerio,25,Liquigas - Doimo,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
62,62,,,0,ZAUGG Oliver,28,Liquigas - Doimo,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
63,63,,,0,PELLIZOTTI Franco,32,Liquigas - Doimo,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
64,64,,,0,TOTSCHNIG Harald,35,Tyrol - Team Radland Tirol,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
65,65,,,0,PALANDRI Marino,24,Adria Mobil,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
66,66,,,0,SIMONI Gilberto,38,Lampre - Farnese Vini,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
67,67,,,0,NIEMIEC Przemysław,30,Miche ,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
68,68,,,0,GARZELLI Stefano,36,Acqua & Sapone,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
69,69,,,0,BUTLER Chris,22,BMC Racing Team,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
70,70,,,0,TACIAK Mateusz,25,Mróz - Active Jet,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
71,71,,,0,RUTKIEWICZ Marek,28,Mróz - Active Jet,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
72,72,,,0,CODOL Massimo,37,Acqua & Sapone,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
73,73,,,0,GAIA Michele,24,Colnago - CSF Inox,,,4:02:06,tour-of-the-alps/2010/stage-3,2010
74,74,,,0,RENEV Sergey,25,Astana,,,4:02:29,tour-of-the-alps/2010/stage-3,2010
75,75,,,0,TIRALONGO Paolo,32,Astana,,,4:02:29,tour-of-the-alps/2010/stage-3,2010
76,76,,,0,MASCIARELLI Francesco,23,Acqua & Sapone,,,4:02:32,tour-of-the-alps/2010/stage-3,2010
77,77,,,0,SELLA Emanuele,29,Carmiooro - NGC,,,4:02:32,tour-of-the-alps/2010/stage-3,2010
78,78,,,0,ZAGORODNII Vladimir,28,Miche ,,,4:02:34,tour-of-the-alps/2010/stage-3,2010
79,79,,,0,CORIONI Claudio,27,De Rosa - Stac Plastic,,,4:02:43,tour-of-the-alps/2010/stage-3,2010
80,80,,,0,CHIARINI Riccardo,26,De Rosa - Stac Plastic,,,4:02:45,tour-of-the-alps/2010/stage-3,2010
81,81,,,0,RAIMBEKOV Bolat,23,Astana,,,4:02:53,tour-of-the-alps/2010/stage-3,2010
82,82,,,0,BRUTT Pavel,28,Team Katusha ,,,4:02:56,tour-of-the-alps/2010/stage-3,2010
83,83,,,0,WÖHRER David,20,Tyrol - Team Radland Tirol,,,4:02:56,tour-of-the-alps/2010/stage-3,2010
84,84,,,0,HUGUET Yann,25,Skil - Shimano,,,4:03:07,tour-of-the-alps/2010/stage-3,2010
85,85,,,0,GOTTFRIED Alexander,24,Team NetApp,,,4:03:07,tour-of-the-alps/2010/stage-3,2010
86,86,,,0,BUTS Vitaliy,23,Lampre - Farnese Vini,,,4:03:51,tour-of-the-alps/2010/stage-3,2010
87,87,,,0,CATTANEO Marco,27,De Rosa - Stac Plastic,,,4:04:13,tour-of-the-alps/2010/stage-3,2010
88,88,,,0,PONZI Simone,23,Lampre - Farnese Vini,,,4:05:45,tour-of-the-alps/2010/stage-3,2010
89,89,,,0,BALLONI Alfredo,20,Lampre - Farnese Vini,,,4:05:45,tour-of-the-alps/2010/stage-3,2010
90,90,,,0,GAUGL Florian,19,Tyrol - Team Radland Tirol,,,4:06:31,tour-of-the-alps/2010/stage-3,2010
91,91,,,0,DA DALTO Mauro,29,Lampre - Farnese Vini,,,4:11:14,tour-of-the-alps/2010/stage-3,2010
92,92,,,0,PERUFFO Enrico,24,Carmiooro - NGC,,,4:11:14,tour-of-the-alps/2010/stage-3,2010
93,93,,,0,MEENHORST Alex,23,Team NetApp,,,4:11:14,tour-of-the-alps/2010/stage-3,2010
94,94,,,0,KONRAD Patrick,18,Tyrol - Team Radland Tirol,,,4:11:14,tour-of-the-alps/2010/stage-3,2010
95,95,,,0,BORCHI Stefano,23,De Rosa - Stac Plastic,,,4:11:14,tour-of-the-alps/2010/stage-3,2010
96,96,,,0,SEUBERT Timon,22,Team NetApp,,,4:11:14,tour-of-the-alps/2010/stage-3,2010
97,97,,,0,ŽAGAR Jure,23,Adria Mobil,,,4:11:14,tour-of-the-alps/2010/stage-3,2010
98,98,,,0,LOUBET Julien,25,AG2R La Mondiale,,,4:11:14,tour-of-the-alps/2010/stage-3,2010
99,99,,,0,BALDAUF Sebastian,21,Vorarlberg-Corratec,,,4:11:14,tour-of-the-alps/2010/stage-3,2010
100,100,,,0,SCHILLINGER Andreas,26,Team NetApp,,,4:11:14,tour-of-the-alps/2010/stage-3,2010
101,101,,,0,CAMPAGNARO Simone,23,Miche ,,,4:11:14,tour-of-the-alps/2010/stage-3,2010
102,102,,,0,ESKOV Nikita,27,Team Katusha ,,,4:11:14,tour-of-the-alps/2010/stage-3,2010
103,103,,,0,BELKOV Maxim,25,ISD - Neri,,,4:11:14,tour-of-the-alps/2010/stage-3,2010
104,104,,,0,STORTONI Simone,24,Colnago - CSF Inox,,,4:11:14,tour-of-the-alps/2010/stage-3,2010
105,105,,,0,OVECHKIN Artem,23,Team Katusha ,,,4:11:14,tour-of-the-alps/2010/stage-3,2010
106,106,,,0,GIORDANI Leonardo,32,Ceramica Flaminia - Bossini Docce,,,4:11:14,tour-of-the-alps/2010/stage-3,2010
107,107,,,0,BAILETTI Paolo,29,Ceramica Flaminia - Bossini Docce,,,4:11:14,tour-of-the-alps/2010/stage-3,2010
108,108,,,0,CANNONE Donato,28,Ceramica Flaminia - Bossini Docce,,,4:11:14,tour-of-the-alps/2010/stage-3,2010
109,109,,,0,GOESINNEN Floris,26,Skil - Shimano,,,4:11:14,tour-of-the-alps/2010/stage-3,2010
110,110,,,0,BEYER Chad,23,BMC Racing Team,,,4:11:14,tour-of-the-alps/2010/stage-3,2010
111,111,,,0,MUTO Pasquale,29,Miche ,,,4:11:14,tour-of-the-alps/2010/stage-3,2010
112,112,,,0,CELLI Luca,31,Ceramica Flaminia - Bossini Docce,,,4:11:19,tour-of-the-alps/2010/stage-3,2010
113,113,,,0,MAIR Stefan,19,Tyrol - Team Radland Tirol,,,4:24:09,tour-of-the-alps/2010/stage-3,2010
114,114,,,0,PIRAZZI Stefano,23,Colnago - CSF Inox,,,4:28:15,tour-of-the-alps/2010/stage-3,2010
115,115,,,0,PATERSKI Maciej,23,Liquigas - Doimo,,,4:28:15,tour-of-the-alps/2010/stage-3,2010
116,116,,,0,MORAJKO Jacek,28,Mróz - Active Jet,,,4:28:15,tour-of-the-alps/2010/stage-3,2010
117,117,,,0,IGNATIEV Mikhail,24,Team Katusha ,,,4:28:15,tour-of-the-alps/2010/stage-3,2010
118,118,,,0,GNEZDA Matej,31,Adria Mobil,,,4:28:15,tour-of-the-alps/2010/stage-3,2010
119,119,,,0,WITECKI Mariusz,28,Mróz - Active Jet,,,4:28:15,tour-of-the-alps/2010/stage-3,2010
120,120,,,0,SELVAGGI Mirko,25,Astana,,,4:28:15,tour-of-the-alps/2010/stage-3,2010
121,121,,,0,PINIZZOTTO Leonardo,23,Miche ,,,4:28:15,tour-of-the-alps/2010/stage-3,2010
122,122,,,0,DI PAOLO Francesco,28,Acqua & Sapone,,,4:28:15,tour-of-the-alps/2010/stage-3,2010
123,123,,,0,STALDER Florian,27,BMC Racing Team,,,4:32:37,tour-of-the-alps/2010/stage-3,2010
124,124,,,0,MASCIARELLI Simone,30,Acqua & Sapone,,,4:32:37,tour-of-the-alps/2010/stage-3,2010
125,125,,,0,KRIZEK Matthias,21,Tyrol - Team Radland Tirol,,,4:32:37,tour-of-the-alps/2010/stage-3,2010
126,126,,,0,PAVARIN Marcello,23,Colnago - CSF Inox,,,4:32:37,tour-of-the-alps/2010/stage-3,2010
127,127,,,0,KOHLER Martin,24,BMC Racing Team,,,4:32:37,tour-of-the-alps/2010/stage-3,2010
128,128,,,0,KRISTOFF Alexander,22,BMC Racing Team,,,4:32:37,tour-of-the-alps/2010/stage-3,2010
129,129,,,0,BLASSNIG Thomas,22,Tyrol - Team Radland Tirol,,,4:32:37,tour-of-the-alps/2010/stage-3,2010
130,130,,,0,DAVIS Scott,31,Astana,,,4:32:37,tour-of-the-alps/2010/stage-3,2010
131,131,,,0,CHTIOUI Rafaâ,24,Acqua & Sapone,,,4:32:37,tour-of-the-alps/2010/stage-3,2010
132,132,,,0,JANIACZYK Błażej,27,Mróz - Active Jet,,,4:32:37,tour-of-the-alps/2010/stage-3,2010
133,133,,,0,RINNER Daniel,19,Tyrol - Team Radland Tirol,,,4:32:37,tour-of-the-alps/2010/stage-3,2010
134,134,,,0,ROOIJAKKERS Piet,29,Skil - Shimano,,,4:32:37,tour-of-the-alps/2010/stage-3,2010
135,135,,,0,GUFLER Alexander,27,Vorarlberg-Corratec,,,4:32:37,tour-of-the-alps/2010/stage-3,2010
136,136,,,0,LODDO Alberto,31,Androni Giocattoli - Serramenti PVC Diquigiovanni,,,4:32:37,tour-of-the-alps/2010/stage-3,2010
137,137,,,0,STRGAR Matic,27,Vorarlberg-Corratec,,,4:32:37,tour-of-the-alps/2010/stage-3,2010
