,rank,prev,standing,bib,rider,age,team,uci,point,time,stage,year
1,1,7,+0:11,32,DENNIS Rohan,26,BMC Racing Team,20,30,3:20:13,tour-of-the-alps/2017/stage-2,2017
2,2,1,+0:00,61,PINOT Thibaut,26,FDJ,10,18,3:20:13,tour-of-the-alps/2017/stage-2,2017
3,3,67,+10:10,77,BALLERINI Davide,22,Androni - Sidermec - Bottecchia,5,12,3:20:13,tour-of-the-alps/2017/stage-2,2017
4,4,30,+1:06,104,SCHULTZ Nick,22,Caja Rural - Seguros RGA,,7,3:20:13,tour-of-the-alps/2017/stage-2,2017
5,5,3,+0:04,5,THOMAS Geraint,30,Team Sky,,4,3:20:13,tour-of-the-alps/2017/stage-2,2017
6,6,68,+10:14,107,PRADES Eduard,29,Caja Rural - Seguros RGA,,3,3:20:13,tour-of-the-alps/2017/stage-2,2017
7,7,16,+0:32,26,SÁNCHEZ Luis León,33,Astana Pro Team,,2,3:20:13,tour-of-the-alps/2017/stage-2,2017
8,8,8,+0:14,75,CATTANEO Mattia,26,Androni - Sidermec - Bottecchia,,1,3:20:13,tour-of-the-alps/2017/stage-2,2017
9,9,41,+2:15,6,ELISSONDE Kenny,25,Team Sky,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
10,10,28,+0:52,132,BUSATO Matteo,29,Wilier Triestina - Selle Italia,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
11,11,17,+0:32,57,VILLELLA Davide,25,Cannondale-Drapac Pro Cycling Team,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
12,12,37,+1:37,91,ANDREETTA Simone,23,Bardiani - CSF,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
13,13,31,+1:06,17,MONTAGUTI Matteo,33,AG2R La Mondiale,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
14,14,12,+0:27,72,BERNAL Egan,20,Androni - Sidermec - Bottecchia,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
15,15,13,+0:27,55,ROLLAND Pierre,30,Cannondale-Drapac Pro Cycling Team,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
16,16,43,+2:57,125,FILOSI Iuri,25,Nippo - Vini Fantini ,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
17,17,4,+0:10,22,CATALDO Dario,32,Astana Pro Team,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
18,18,5,+0:10,11,POZZOVIVO Domenico,34,AG2R La Mondiale,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
19,19,14,+0:27,176,CELANO Danilo,27,Italy,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
20,20,57,+5:07,158,TOTÒ Paolo,26,Sangemini - MG.Kvis  ,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
21,21,18,+0:32,35,BOOKWALTER Brent,33,BMC Racing Team,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
22,22,44,+2:57,15,GASTAUER Ben,29,AG2R La Mondiale,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
23,23,69,+10:14,37,BOHLI Tom,23,BMC Racing Team,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
24,24,45,+2:57,83,WARBASSE Larry,26,Aqua Blue Sport,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
25,25,38,+1:40,167,SCHÖNBERGER Sebastian,22,Tirol Cycling Team,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
26,26,20,+0:36,128,SANTAROMITA Ivan,32,Nippo - Vini Fantini ,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
27,27,70,+10:14,42,BÁRTA Jan,32,BORA - hansgrohe,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
28,28,15,+0:27,43,BUCHMANN Emanuel,24,BORA - hansgrohe,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
29,29,2,+0:00,21,SCARPONI Michele,37,Astana Pro Team,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
30,30,46,+2:57,122,BAGIOLI Nicola,22,Nippo - Vini Fantini ,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
31,31,35,+1:30,135,GODOY Yonder,23,Wilier Triestina - Selle Italia,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
32,32,21,+0:36,14,DUPONT Hubert,36,AG2R La Mondiale,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
33,33,22,+0:36,76,MASNADA Fausto,23,Androni - Sidermec - Bottecchia,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
34,34,11,+0:23,46,MENDES José,31,BORA - hansgrohe,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
35,35,77,+11:48,87,HOWARD Leigh,27,Aqua Blue Sport,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
36,36,32,+1:06,138,RODRÍGUEZ Cristián,22,Wilier Triestina - Selle Italia,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
37,37,23,+0:36,121,CUNEGO Damiano,35,Nippo - Vini Fantini ,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
38,38,33,+1:06,131,AMEZQUETA Julen,23,Wilier Triestina - Selle Italia,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
39,39,47,+2:57,102,FERRARI Fabricio,31,Caja Rural - Seguros RGA,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
40,40,59,+6:01,44,HERKLOTZ Silvio,22,BORA - hansgrohe,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
41,41,71,+10:14,165,KUEN Maximilian,24,Tirol Cycling Team,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
42,42,42,+2:15,13,CHEVRIER Clément,24,AG2R La Mondiale,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
43,43,55,+4:48,154,GAZZARA Michele,26,Sangemini - MG.Kvis  ,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
44,44,6,+0:10,54,FORMOLO Davide,24,Cannondale-Drapac Pro Cycling Team,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
45,45,26,+0:45,111,FIRSANOV Sergey,34,Gazprom-RusVelo,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
46,46,48,+2:57,175,ZULLO Antonio,23,Italy,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
47,47,10,+0:21,31,CARUSO Damiano,29,BMC Racing Team,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
48,48,29,+0:58,118,ROVNY Ivan,29,Gazprom-RusVelo,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
49,49,19,+0:32,73,TORRES Rodolfo Andrés,30,Androni - Sidermec - Bottecchia,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
50,50,24,+0:36,12,BIDARD François,25,AG2R La Mondiale,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
51,51,60,+6:01,97,STERBINI Simone,23,Bardiani - CSF,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
52,52,73,+10:14,137,MARTÍNEZ Daniel Felipe,20,Wilier Triestina - Selle Italia,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
53,53,27,+0:45,101,PARDILLA Sergio,33,Caja Rural - Seguros RGA,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
54,54,9,+0:18,52,CARTHY Hugh,22,Cannondale-Drapac Pro Cycling Team,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
55,55,25,+0:36,1,LANDA Mikel,27,Team Sky,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
56,56,49,+2:57,34,FRANKINY Kilian,23,BMC Racing Team,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
57,57,58,+5:54,3,DEIGNAN Philip,33,Team Sky,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
58,58,63,+9:17,152,BONGIORNO Francesco Manuel,26,Sangemini - MG.Kvis  ,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
59,59,61,+6:33,103,MOLINA Antonio,26,Caja Rural - Seguros RGA,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
60,60,72,+10:14,98,ZARDINI Edoardo,27,Bardiani - CSF,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
61,61,36,+1:30,136,KOSHEVOY Ilia,26,Wilier Triestina - Selle Italia,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
62,62,34,+1:15,51,BROWN Nathan,25,Cannondale-Drapac Pro Cycling Team,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
63,63,39,+1:51,2,BOSWELL Ian,26,Team Sky,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
64,64,64,+9:17,172,AMICI Alberto,23,Italy,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
65,65,74,+10:14,18,BÉRARD Julien,29,AG2R La Mondiale,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
66,66,50,+2:57,67,ROY Jérémy,33,FDJ,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
67,67,51,+2:57,74,FRAPPORTI Marco,32,Androni - Sidermec - Bottecchia,,,3:20:13,tour-of-the-alps/2017/stage-2,2017
68,68,65,+9:36,65,MAISON Jérémy,23,FDJ,,,3:20:32,tour-of-the-alps/2017/stage-2,2017
69,69,52,+3:21,36,ROSSKOPF Joey,27,BMC Racing Team,,,3:20:37,tour-of-the-alps/2017/stage-2,2017
70,70,75,+10:44,178,RAGGIO Luca,22,Italy,,,3:20:43,tour-of-the-alps/2017/stage-2,2017
71,71,40,+2:02,64,LUDVIGSSON Tobias,26,FDJ,,,3:20:45,tour-of-the-alps/2017/stage-2,2017
72,72,53,+3:34,66,MORABITO Steve,34,FDJ,,,3:20:50,tour-of-the-alps/2017/stage-2,2017
