,rank,prev,standing,bib,rider,age,team,uci,point,time,stage,year
1,1,3,+0:42,0,POZZOVIVO Domenico,27,Colnago - CSF Inox,,20,4:44:54,tour-of-the-alps/2010/stage-4,2010
2,2,2,+0:00,0,RICCÒ Riccardo,26,Ceramica Flaminia - Bossini Docce,,12,4:44:57,tour-of-the-alps/2010/stage-4,2010
3,3,6,+1:28,0,PARDILLA Sergio,26,Carmiooro - NGC,,7,4:45:14,tour-of-the-alps/2010/stage-4,2010
4,4,1,+0:00,0,VINOKOUROV Alexandre,36,Astana,,5,4:45:17,tour-of-the-alps/2010/stage-4,2010
5,5,11,+2:09,0,NIEMIEC Przemysław,30,Miche ,,4,4:45:31,tour-of-the-alps/2010/stage-4,2010
6,6,4,+0:44,0,SCARPONI Michele,30,Androni Giocattoli - Serramenti PVC Diquigiovanni,,3,4:45:32,tour-of-the-alps/2010/stage-4,2010
7,7,5,+0:56,0,BASSO Ivan,32,Liquigas - Doimo,,2,4:45:36,tour-of-the-alps/2010/stage-4,2010
8,8,10,+1:59,0,CARUSO Damiano,22,De Rosa - Stac Plastic,,1,4:45:43,tour-of-the-alps/2010/stage-4,2010
9,9,8,+1:41,0,MIHOLJEVIĆ Vladimir,36,Acqua & Sapone,,,4:45:48,tour-of-the-alps/2010/stage-4,2010
10,10,15,+2:59,0,TSCHOPP Johann,27,Bbox Bouygues Telecom,,,4:45:52,tour-of-the-alps/2010/stage-4,2010
11,11,30,+5:51,0,RUJANO José Humberto,28,ISD - Neri,,,4:45:55,tour-of-the-alps/2010/stage-4,2010
12,12,16,+3:30,0,NOÈ Andrea,41,Ceramica Flaminia - Bossini Docce,,,4:46:06,tour-of-the-alps/2010/stage-4,2010
13,13,9,+1:51,0,PETROV Evgeni,31,Team Katusha ,,,4:46:13,tour-of-the-alps/2010/stage-4,2010
14,14,7,+1:37,0,SERPA José Rodolfo,31,Androni Giocattoli - Serramenti PVC Diquigiovanni,,,4:46:16,tour-of-the-alps/2010/stage-4,2010
15,15,12,+2:11,0,VALJAVEC Tadej,33,AG2R La Mondiale,,,4:46:22,tour-of-the-alps/2010/stage-4,2010
16,16,14,+2:44,0,GENIEZ Alexandre,22,Skil - Shimano,,,4:46:26,tour-of-the-alps/2010/stage-4,2010
17,17,42,+13:02,0,CLARKE Simon,23,ISD - Neri,,,4:46:27,tour-of-the-alps/2010/stage-4,2010
18,18,28,+5:21,0,OCHOA Carlos José,29,Androni Giocattoli - Serramenti PVC Diquigiovanni,,,4:46:31,tour-of-the-alps/2010/stage-4,2010
19,19,13,+2:24,0,KIŠERLOVSKI Robert,23,Liquigas - Doimo,,,4:46:34,tour-of-the-alps/2010/stage-4,2010
20,20,67,+25:27,0,OVECHKIN Artem,23,Team Katusha ,,,4:46:51,tour-of-the-alps/2010/stage-4,2010
21,21,41,+12:25,0,MUTO Pasquale,29,Miche ,,,4:46:57,tour-of-the-alps/2010/stage-4,2010
22,22,18,+3:49,0,MARZANO Marco,29,Lampre - Farnese Vini,,,4:47:01,tour-of-the-alps/2010/stage-4,2010
23,23,21,+4:05,0,HOLLENSTEIN Reto,24,Vorarlberg-Corratec,,,4:47:08,tour-of-the-alps/2010/stage-4,2010
24,24,80,+29:48,0,PIRAZZI Stefano,23,Colnago - CSF Inox,,,4:47:13,tour-of-the-alps/2010/stage-4,2010
25,25,37,+8:21,0,DESSEL Cyril,35,AG2R La Mondiale,,,4:47:14,tour-of-the-alps/2010/stage-4,2010
26,26,25,+4:33,0,RODRÍGUEZ Jackson,25,Androni Giocattoli - Serramenti PVC Diquigiovanni,,,4:47:15,tour-of-the-alps/2010/stage-4,2010
27,27,20,+3:59,0,BISOLTI Alessandro,25,Colnago - CSF Inox,,,4:47:16,tour-of-the-alps/2010/stage-4,2010
28,28,31,+6:50,0,GENTILI Massimiliano,38,Ceramica Flaminia - Bossini Docce,,,4:47:26,tour-of-the-alps/2010/stage-4,2010
29,29,43,+14:08,0,TOTSCHNIG Harald,35,Tyrol - Team Radland Tirol,,,4:47:28,tour-of-the-alps/2010/stage-4,2010
30,30,24,+4:17,0,BALIANI Fortunato,35,Miche ,,,4:47:31,tour-of-the-alps/2010/stage-4,2010
31,31,22,+4:06,0,BONNAFOND Guillaume,22,AG2R La Mondiale,,,4:47:32,tour-of-the-alps/2010/stage-4,2010
32,32,61,+20:43,0,MOOS Alexandre,37,BMC Racing Team,,,4:47:45,tour-of-the-alps/2010/stage-4,2010
33,33,17,+3:49,0,GOLČER Jure,32,De Rosa - Stac Plastic,,,4:47:47,tour-of-the-alps/2010/stage-4,2010
34,34,36,+8:16,0,MAHORIČ Mitja,33,Adria Mobil,,,4:47:56,tour-of-the-alps/2010/stage-4,2010
35,35,19,+3:52,0,NOSE Tomaž,28,Adria Mobil,,,4:47:57,tour-of-the-alps/2010/stage-4,2010
36,36,29,+5:26,0,SIMONI Gilberto,38,Lampre - Farnese Vini,,,4:48:02,tour-of-the-alps/2010/stage-4,2010
37,37,35,+7:40,0,ORTEGA Didac,28,Acqua & Sapone,,,4:48:03,tour-of-the-alps/2010/stage-4,2010
38,38,23,+4:07,0,HUZARSKI Bartosz,29,ISD - Neri,,,4:48:05,tour-of-the-alps/2010/stage-4,2010
39,39,27,+5:21,0,SILIN Egor,21,Team Katusha ,,,4:48:07,tour-of-the-alps/2010/stage-4,2010
40,40,39,+11:02,0,GOTTFRIED Alexander,24,Team NetApp,,,4:48:13,tour-of-the-alps/2010/stage-4,2010
41,41,54,+17:59,0,STORTONI Simone,24,Colnago - CSF Inox,,,4:48:28,tour-of-the-alps/2010/stage-4,2010
42,42,53,+17:48,0,TIMMER Albert,24,Skil - Shimano,,,4:48:35,tour-of-the-alps/2010/stage-4,2010
43,43,46,+15:42,0,TURPIN Ludovic,35,AG2R La Mondiale,,,4:48:38,tour-of-the-alps/2010/stage-4,2010
44,44,47,+15:56,0,BUTLER Chris,22,BMC Racing Team,,,4:48:44,tour-of-the-alps/2010/stage-4,2010
45,45,81,+30:19,0,BALLONI Alfredo,20,Lampre - Farnese Vini,,,4:48:46,tour-of-the-alps/2010/stage-4,2010
46,46,26,+5:09,0,SZMYD Sylwester,32,Liquigas - Doimo,,,4:48:52,tour-of-the-alps/2010/stage-4,2010
47,47,32,+6:56,0,PELLIZOTTI Franco,32,Liquigas - Doimo,,,4:48:52,tour-of-the-alps/2010/stage-4,2010
48,48,94,+37:07,0,RUTKIEWICZ Marek,28,Mróz - Active Jet,,,4:48:58,tour-of-the-alps/2010/stage-4,2010
49,49,62,+20:48,0,GESCHKE Simon,24,Skil - Shimano,,,4:49:10,tour-of-the-alps/2010/stage-4,2010
50,50,56,+20:02,0,WÖHRER David,20,Tyrol - Team Radland Tirol,,,4:49:23,tour-of-the-alps/2010/stage-4,2010
51,51,73,+27:45,0,ESKOV Nikita,27,Team Katusha ,,,4:49:29,tour-of-the-alps/2010/stage-4,2010
52,52,34,+7:19,0,BICHOT Freddy,30,Bbox Bouygues Telecom,,,4:49:32,tour-of-the-alps/2010/stage-4,2010
53,53,50,+17:04,0,LE FLOCH Guillaume,25,Bbox Bouygues Telecom,,,4:49:33,tour-of-the-alps/2010/stage-4,2010
54,54,52,+17:40,0,SELLA Emanuele,29,Carmiooro - NGC,,,4:50:03,tour-of-the-alps/2010/stage-4,2010
55,55,75,+28:44,0,BAILETTI Paolo,29,Ceramica Flaminia - Bossini Docce,,,4:50:08,tour-of-the-alps/2010/stage-4,2010
56,56,106,+57:53,0,CHTIOUI Rafaâ,24,Acqua & Sapone,,,4:50:08,tour-of-the-alps/2010/stage-4,2010
57,57,51,+17:27,0,BÁRTA Jan,25,Team NetApp,,,4:50:08,tour-of-the-alps/2010/stage-4,2010
58,58,38,+10:44,0,TIRALONGO Paolo,32,Astana,,,4:50:14,tour-of-the-alps/2010/stage-4,2010
59,59,98,+42:08,0,STALDER Florian,27,BMC Racing Team,,,4:50:25,tour-of-the-alps/2010/stage-4,2010
60,60,95,+37:41,0,WITECKI Mariusz,28,Mróz - Active Jet,,,4:50:35,tour-of-the-alps/2010/stage-4,2010
61,61,57,+20:02,0,BENEDETTI Cesare,22,Team NetApp,,,4:50:48,tour-of-the-alps/2010/stage-4,2010
62,62,33,+7:06,0,GAIA Michele,24,Colnago - CSF Inox,,,4:50:50,tour-of-the-alps/2010/stage-4,2010
63,63,55,+18:23,0,CHIARINI Riccardo,26,De Rosa - Stac Plastic,,,4:51:02,tour-of-the-alps/2010/stage-4,2010
64,64,40,+11:15,0,KIREYEV Roman,23,Astana,,,4:51:05,tour-of-the-alps/2010/stage-4,2010
65,65,60,+20:38,0,KRIVTSOV Yuriy,31,AG2R La Mondiale,,,4:51:06,tour-of-the-alps/2010/stage-4,2010
66,66,74,+28:31,0,HUPOND Thierry,25,Skil - Shimano,,,4:51:08,tour-of-the-alps/2010/stage-4,2010
67,67,68,+25:36,0,PALANDRI Marino,24,Adria Mobil,,,4:51:54,tour-of-the-alps/2010/stage-4,2010
68,68,48,+16:03,0,CARVAJAL Edwin Andres,27,Miche ,,,4:51:55,tour-of-the-alps/2010/stage-4,2010
69,69,45,+14:42,0,AGNOLI Valerio,25,Liquigas - Doimo,,,4:52:30,tour-of-the-alps/2010/stage-4,2010
70,70,113,+1:08:16,0,PATERSKI Maciej,23,Liquigas - Doimo,,,4:53:26,tour-of-the-alps/2010/stage-4,2010
71,71,44,+14:11,0,WURF Cameron,26,Androni Giocattoli - Serramenti PVC Diquigiovanni,,,4:53:54,tour-of-the-alps/2010/stage-4,2010
72,72,78,+29:19,0,ARASHIRO Yukiya,25,Bbox Bouygues Telecom,,,4:53:58,tour-of-the-alps/2010/stage-4,2010
73,73,59,+20:32,0,ZAUGG Oliver,28,Liquigas - Doimo,,,4:54:08,tour-of-the-alps/2010/stage-4,2010
74,74,76,+28:57,0,CAMUSSA Piergiorgio,28,Vorarlberg-Corratec,,,4:54:31,tour-of-the-alps/2010/stage-4,2010
75,75,101,+45:42,0,BALDAUF Sebastian,21,Vorarlberg-Corratec,,,4:54:42,tour-of-the-alps/2010/stage-4,2010
76,76,65,+24:20,0,CODOL Massimo,37,Acqua & Sapone,,,4:54:43,tour-of-the-alps/2010/stage-4,2010
77,77,49,+16:18,0,CATTANEO Marco,27,De Rosa - Stac Plastic,,,4:54:43,tour-of-the-alps/2010/stage-4,2010
78,78,86,+33:34,0,DA DALTO Mauro,29,Lampre - Farnese Vini,,,4:54:43,tour-of-the-alps/2010/stage-4,2010
79,79,83,+31:54,0,PETACCHI Alessandro,36,Lampre - Farnese Vini,,,4:54:43,tour-of-the-alps/2010/stage-4,2010
80,80,69,+26:32,0,BUTS Vitaliy,23,Lampre - Farnese Vini,,,4:54:43,tour-of-the-alps/2010/stage-4,2010
81,81,97,+41:17,0,MEENHORST Alex,23,Team NetApp,,,4:54:43,tour-of-the-alps/2010/stage-4,2010
82,82,66,+25:25,0,PONZI Simone,23,Lampre - Farnese Vini,,,4:54:43,tour-of-the-alps/2010/stage-4,2010
83,83,109,+58:43,0,GNEZDA Matej,31,Adria Mobil,,,4:54:43,tour-of-the-alps/2010/stage-4,2010
84,84,82,+31:35,0,RENEV Sergey,25,Astana,,,4:54:43,tour-of-the-alps/2010/stage-4,2010
85,85,111,+1:02:39,0,PAVARIN Marcello,23,Colnago - CSF Inox,,,4:54:43,tour-of-the-alps/2010/stage-4,2010
86,86,105,+57:35,0,DI PAOLO Francesco,28,Acqua & Sapone,,,4:54:43,tour-of-the-alps/2010/stage-4,2010
87,87,63,+21:49,0,RATTO Daniele,20,Carmiooro - NGC,,,4:54:43,tour-of-the-alps/2010/stage-4,2010
88,88,112,+1:02:54,0,KRIZEK Matthias,21,Tyrol - Team Radland Tirol,,,4:54:43,tour-of-the-alps/2010/stage-4,2010
89,89,70,+27:18,0,MURN Uroš,35,Adria Mobil,,,4:54:48,tour-of-the-alps/2010/stage-4,2010
90,90,92,+36:57,0,GAUGL Florian,19,Tyrol - Team Radland Tirol,,,4:54:51,tour-of-the-alps/2010/stage-4,2010
91,91,64,+22:18,0,ANZÀ Santo,29,Ceramica Flaminia - Bossini Docce,,,4:55:00,tour-of-the-alps/2010/stage-4,2010
92,92,99,+42:39,0,KONRAD Patrick,18,Tyrol - Team Radland Tirol,,,4:55:36,tour-of-the-alps/2010/stage-4,2010
93,93,119,+1:14:23,0,KRISTOFF Alexander,22,BMC Racing Team,,,4:55:45,tour-of-the-alps/2010/stage-4,2010
94,94,84,+32:38,0,BEYER Chad,23,BMC Racing Team,,,4:55:47,tour-of-the-alps/2010/stage-4,2010
