,rank,prev,standing,bib,rider,age,team,uci,point,time,stage,year
62,62,74,+25:12,0,BÁRTA Jan,27,Team Netapp,,,4:16:50,tour-of-the-alps/2012/stage-3,2012
63,63,87,+29:18,0,KARIMOV Ruslan,25,Team Idea,,,4:16:50,tour-of-the-alps/2012/stage-3,2012
64,64,58,+21:26,0,LONGO BORGHINI Paolo,31,Liquigas - Cannondale,,,4:17:26,tour-of-the-alps/2012/stage-3,2012
65,65,64,+22:38,0,OSPINA Dalivier,26,Colombia - Coldeportes,,,4:17:26,tour-of-the-alps/2012/stage-3,2012
66,66,82,+27:09,0,BENEDETTI Cesare,24,Team Netapp,,,4:18:23,tour-of-the-alps/2012/stage-3,2012
67,67,86,+29:05,0,REZA Kévin,23,Team Europcar,,,4:20:01,tour-of-the-alps/2012/stage-3,2012
68,68,54,+18:38,0,RODRÍGUEZ Jackson,27,Androni Giocattoli - Venezuela,,,4:20:01,tour-of-the-alps/2012/stage-3,2012
69,69,57,+20:59,0,KÜNZLI Raimond,27,Spidertech Powered by C10,,,4:20:36,tour-of-the-alps/2012/stage-3,2012
70,70,53,+18:32,0,PAGANI Angelo,23,Colnago CSF Bardiani,,,4:20:46,tour-of-the-alps/2012/stage-3,2012
71,71,110,+41:35,0,ROE Timothy,22,BMC Racing Team,,,4:22:08,tour-of-the-alps/2012/stage-3,2012
72,72,56,+19:28,0,BONNAFOND Guillaume,24,AG2R La Mondiale,,,4:22:08,tour-of-the-alps/2012/stage-3,2012
73,73,98,+35:29,0,FRATTINI Davide,33,UnitedHealthcare Presented by Maxxis,,,4:22:20,tour-of-the-alps/2012/stage-3,2012
74,74,63,+22:15,0,FELLINE Fabio,22,Androni Giocattoli - Venezuela,,,4:22:20,tour-of-the-alps/2012/stage-3,2012
75,75,97,+35:00,0,VANOTTI Alessandro,31,Liquigas - Cannondale,,,4:22:21,tour-of-the-alps/2012/stage-3,2012
76,76,101,+37:29,0,RENEV Sergey,27,Astana Pro Team,,,4:22:50,tour-of-the-alps/2012/stage-3,2012
77,77,99,+35:53,0,ANDERSON Ryan,24,Spidertech Powered by C10,,,4:22:50,tour-of-the-alps/2012/stage-3,2012
78,78,108,+39:17,0,LEWIS Craig,27,Champion System Pro Cycling Team,,,4:22:50,tour-of-the-alps/2012/stage-3,2012
79,79,100,+37:11,0,WHITE Bradley,30,UnitedHealthcare Presented by Maxxis,,,4:24:02,tour-of-the-alps/2012/stage-3,2012
80,80,104,+37:51,0,DE LUNA Flavio Alejandro,22,Spidertech Powered by C10,,,4:24:02,tour-of-the-alps/2012/stage-3,2012
81,81,72,+25:07,0,GONZALEZ Javier Alberto,32,Colombia - Coldeportes,,,4:24:12,tour-of-the-alps/2012/stage-3,2012
82,82,90,+33:10,0,PERGET Mathieu,27,AG2R La Mondiale,,,4:24:32,tour-of-the-alps/2012/stage-3,2012
83,83,103,+37:44,0,GAZVODA Gregor,30,AG2R La Mondiale,,,4:24:32,tour-of-the-alps/2012/stage-3,2012
84,84,102,+37:35,0,BERDOS Oleg,24,Utensilnord - Named,,,4:24:36,tour-of-the-alps/2012/stage-3,2012
85,85,92,+33:47,0,BARLA Luca,24,Team Idea,,,4:24:36,tour-of-the-alps/2012/stage-3,2012
86,86,83,+27:33,0,MALACARNE Davide,24,Team Europcar,,,4:24:36,tour-of-the-alps/2012/stage-3,2012
87,87,84,+28:26,0,POSSONI Morris,27,Lampre - ISD,,,4:24:36,tour-of-the-alps/2012/stage-3,2012
88,88,77,+26:40,0,MALORI Adriano,24,Lampre - ISD,,,4:24:36,tour-of-the-alps/2012/stage-3,2012
89,89,88,+29:23,0,TABORRE Fabio,26,Acqua & Sapone,,,4:24:36,tour-of-the-alps/2012/stage-3,2012
90,90,96,+34:59,0,DONATI Alessandro,32,Acqua & Sapone,,,4:24:36,tour-of-the-alps/2012/stage-3,2012
91,91,73,+25:08,0,WURF Cameron,28,Champion System Pro Cycling Team,,,4:24:36,tour-of-the-alps/2012/stage-3,2012
92,92,105,+38:14,0,BONO Matteo,28,Lampre - ISD,,,4:25:09,tour-of-the-alps/2012/stage-3,2012
93,93,95,+34:17,0,MAZZANTI Luca,38,Farnese Vini-Neri-Sottoli,,,4:25:11,tour-of-the-alps/2012/stage-3,2012
94,94,59,+21:48,0,VILA Francisco Javier,36,Utensilnord - Named,,,4:25:11,tour-of-the-alps/2012/stage-3,2012
95,95,111,+42:21,0,PHINNEY Taylor,21,BMC Racing Team,,,4:25:11,tour-of-the-alps/2012/stage-3,2012
96,96,78,+26:52,0,BALLAN Alessandro,32,BMC Racing Team,,,4:25:11,tour-of-the-alps/2012/stage-3,2012
97,97,75,+25:27,0,SCHORN Daniel,23,Team Netapp,,,4:25:11,tour-of-the-alps/2012/stage-3,2012
98,98,93,+34:05,0,ROCCHETTI Federico,26,Utensilnord - Named,,,4:25:11,tour-of-the-alps/2012/stage-3,2012
99,99,91,+33:23,0,LOMBARDI Omar,22,Colnago CSF Bardiani,,,4:25:11,tour-of-the-alps/2012/stage-3,2012
100,100,62,+22:10,0,MONTAGUTI Matteo,28,AG2R La Mondiale,,,4:25:11,tour-of-the-alps/2012/stage-3,2012
101,101,85,+28:52,0,MUCELLI Davide,25,Utensilnord - Named,,,4:25:11,tour-of-the-alps/2012/stage-3,2012
102,102,94,+34:05,0,PISCOPIELLO Fabio,27,Utensilnord - Named,,,4:25:11,tour-of-the-alps/2012/stage-3,2012
103,103,89,+32:36,0,LAVERDE Luis Felipe,32,Colombia - Coldeportes,,,4:25:11,tour-of-the-alps/2012/stage-3,2012
104,104,68,+24:16,0,FANELLI Stiven,24,Utensilnord - Named,,,4:25:11,tour-of-the-alps/2012/stage-3,2012
105,105,79,+26:52,0,EIJSSEN Yannick,22,BMC Racing Team,,,4:25:11,tour-of-the-alps/2012/stage-3,2012
106,106,81,+27:07,0,DE MARCHI Alessandro,25,Androni Giocattoli - Venezuela,,,4:25:11,tour-of-the-alps/2012/stage-3,2012
107,107,109,+41:32,0,LLOYD Matthew,28,Lampre - ISD,,,4:25:11,tour-of-the-alps/2012/stage-3,2012
108,108,106,+38:46,0,LAGANA Sergio,29,Utensilnord - Named,,,4:25:11,tour-of-the-alps/2012/stage-3,2012
109,109,69,+24:18,0,FRAPPORTI Marco,27,Team Idea,,,4:25:11,tour-of-the-alps/2012/stage-3,2012
110,110,107,+39:15,0,FRIEDEMANN Matthias,27,Champion System Pro Cycling Team,,,4:26:03,tour-of-the-alps/2012/stage-3,2012
111,111,112,+44:05,0,CLARKE Will,27,Champion System Pro Cycling Team,,,4:26:03,tour-of-the-alps/2012/stage-3,2012
112,112,80,+27:07,0,BOIFAVA Simone,26,Team Idea,,,4:26:20,tour-of-the-alps/2012/stage-3,2012
113,113,113,+44:40,0,QUINTERO Carlos,26,Colombia - Coldeportes,,,4:26:26,tour-of-the-alps/2012/stage-3,2012
