,rank,prev,standing,bib,rider,age,team,uci,point,time,stage,year
79,79,79,+10:14,37,BOHLI Tom,23,BMC Racing Team,,,3:42:19,tour-of-the-alps/2017/stage-1,2017
80,80,80,+10:14,94,VELASCO Simone,21,Bardiani - CSF,,,3:42:19,tour-of-the-alps/2017/stage-1,2017
81,81,81,+10:14,107,PRADES Eduard,29,Caja Rural - Seguros RGA,,,3:42:19,tour-of-the-alps/2017/stage-1,2017
82,82,82,+10:14,171,NOCENTINI Rinaldo,39,Italy,,,3:42:19,tour-of-the-alps/2017/stage-1,2017
83,83,83,+10:14,27,TIRALONGO Paolo,39,Astana Pro Team,,,3:42:19,tour-of-the-alps/2017/stage-1,2017
84,84,84,+10:14,141,HOLLER Nikodemus,25, Bike Aid,,,3:42:19,tour-of-the-alps/2017/stage-1,2017
85,85,85,+10:14,153,GAFFURINI Nicola,27,Sangemini - MG.Kvis  ,,,3:42:19,tour-of-the-alps/2017/stage-1,2017
86,86,86,+10:14,18,BÉRARD Julien,29,AG2R La Mondiale,,,3:42:19,tour-of-the-alps/2017/stage-1,2017
87,87,87,+10:14,42,BÁRTA Jan,32,BORA - hansgrohe,,,3:42:19,tour-of-the-alps/2017/stage-1,2017
88,88,88,+10:14,137,MARTÍNEZ Daniel Felipe,20,Wilier Triestina - Selle Italia,,,3:42:19,tour-of-the-alps/2017/stage-1,2017
89,89,89,+10:14,28,ZEITS Andrey,30,Astana Pro Team,,,3:42:19,tour-of-the-alps/2017/stage-1,2017
90,90,90,+10:14,165,KUEN Maximilian,24,Tirol Cycling Team,,,3:42:19,tour-of-the-alps/2017/stage-1,2017
91,91,91,+10:14,96,TONELLI Alessandro,24,Bardiani - CSF,,,3:42:19,tour-of-the-alps/2017/stage-1,2017
92,92,92,+10:14,24,BIZHIGITOV Zhandos,25,Astana Pro Team,,,3:42:19,tour-of-the-alps/2017/stage-1,2017
93,93,93,+10:14,126,DE NEGRI Pier Paolo,30,Nippo - Vini Fantini ,,,3:42:19,tour-of-the-alps/2017/stage-1,2017
94,94,94,+10:14,173,NATALI Matteo,22,Italy,,,3:42:19,tour-of-the-alps/2017/stage-1,2017
95,95,95,+10:14,162,FORTIN Filippo,28,Tirol Cycling Team,,,3:42:19,tour-of-the-alps/2017/stage-1,2017
96,96,96,+10:14,178,RAGGIO Luca,22,Italy,,,3:42:19,tour-of-the-alps/2017/stage-1,2017
97,97,97,+10:14,177,BASSO Leonardo,23,Italy,,,3:42:19,tour-of-the-alps/2017/stage-1,2017
98,98,98,+10:14,127,ITO Masakazu,28,Nippo - Vini Fantini ,,,3:42:19,tour-of-the-alps/2017/stage-1,2017
99,99,99,+10:14,77,BALLERINI Davide,22,Androni - Sidermec - Bottecchia,,,3:42:19,tour-of-the-alps/2017/stage-1,2017
100,100,100,+11:48,87,HOWARD Leigh,27,Aqua Blue Sport,,,3:43:53,tour-of-the-alps/2017/stage-1,2017
101,101,101,+11:48,168,GAMPER Patrick,20,Tirol Cycling Team,,,3:43:53,tour-of-the-alps/2017/stage-1,2017
102,102,102,+11:57,62,BONNET William,34,FDJ,,,3:44:02,tour-of-the-alps/2017/stage-1,2017
103,103,103,+11:57,93,PIRAZZI Stefano,30,Bardiani - CSF,,,3:44:02,tour-of-the-alps/2017/stage-1,2017
104,104,104,+11:57,25,MOSER Moreno,26,Astana Pro Team,,,3:44:02,tour-of-the-alps/2017/stage-1,2017
105,105,105,+11:57,134,ZHUPA Eugert,27,Wilier Triestina - Selle Italia,,,3:44:02,tour-of-the-alps/2017/stage-1,2017
106,106,106,+11:57,143,KANGANGI Suleiman,28, Bike Aid,,,3:44:02,tour-of-the-alps/2017/stage-1,2017
107,107,107,+12:01,161,SCHWARZ Lucas,24,Tirol Cycling Team,,,3:44:06,tour-of-the-alps/2017/stage-1,2017
108,108,108,+12:04,106,ARROYO David,37,Caja Rural - Seguros RGA,,,3:44:09,tour-of-the-alps/2017/stage-1,2017
109,109,109,+12:04,105,SÁEZ Héctor,23,Caja Rural - Seguros RGA,,,3:44:09,tour-of-the-alps/2017/stage-1,2017
110,110,110,+12:10,63,LE BON Johan,26,FDJ,,,3:44:15,tour-of-the-alps/2017/stage-1,2017
111,111,111,+13:42,144,KIPKEMBOI Salim,18, Bike Aid,,,3:45:47,tour-of-the-alps/2017/stage-1,2017
112,112,112,+14:49,117,BRUTT Pavel,35,Gazprom-RusVelo,,,3:46:54,tour-of-the-alps/2017/stage-1,2017
113,113,113,+14:49,164,SALVADOR Enrico,22,Tirol Cycling Team,,,3:46:54,tour-of-the-alps/2017/stage-1,2017
114,114,114,+14:49,113,KOZONTCHUK Dmitry,33,Gazprom-RusVelo,,,3:46:54,tour-of-the-alps/2017/stage-1,2017
115,115,115,+19:22,148,HABTOM Awet,19, Bike Aid,,,3:51:27,tour-of-the-alps/2017/stage-1,2017
116,116,116,+19:22,115,ARSLANOV Ildar,23,Gazprom-RusVelo,,,3:51:27,tour-of-the-alps/2017/stage-1,2017
117,117,117,+20:04,95,WACKERMANN Luca,25,Bardiani - CSF,,,3:52:09,tour-of-the-alps/2017/stage-1,2017
118,118,118,+21:16,147,VAN ENGELEN Adne,24, Bike Aid,,,3:53:21,tour-of-the-alps/2017/stage-1,2017
119,119,119,+21:16,41,ACKERMANN Pascal,23,BORA - hansgrohe,,,3:53:21,tour-of-the-alps/2017/stage-1,2017
120,120,120,+21:16,85,KONING Peter,26,Aqua Blue Sport,,,3:53:21,tour-of-the-alps/2017/stage-1,2017
121,121,121,+21:16,145,BICHLMANN Daniel,28, Bike Aid,,,3:53:21,tour-of-the-alps/2017/stage-1,2017
122,122,122,+21:16,156,SALVIETTI Niccolò,23,Sangemini - MG.Kvis  ,,,3:53:21,tour-of-the-alps/2017/stage-1,2017
123,123,123,+21:16,38,SCOTSON Miles,23,BMC Racing Team,,,3:53:21,tour-of-the-alps/2017/stage-1,2017
124,124,124,+21:16,88,IRVINE Martyn,31,Aqua Blue Sport,,,3:53:21,tour-of-the-alps/2017/stage-1,2017
125,125,125,+21:16,123,BERLATO Giacomo,25,Nippo - Vini Fantini ,,,3:53:21,tour-of-the-alps/2017/stage-1,2017
126,126,126,+21:16,157,PRANDINI Paolo,20,Sangemini - MG.Kvis  ,,,3:53:21,tour-of-the-alps/2017/stage-1,2017
127,127,127,+21:16,151,BERNARDINI Simone,25,Sangemini - MG.Kvis  ,,,3:53:21,tour-of-the-alps/2017/stage-1,2017
128,128,128,+21:16,114,BOEV Igor,27,Gazprom-RusVelo,,,3:53:21,tour-of-the-alps/2017/stage-1,2017
129,129,129,+21:16,84,FENN Andrew,26,Aqua Blue Sport,,,3:53:21,tour-of-the-alps/2017/stage-1,2017
130,130,130,+21:16,166,NDAYISENGA Valens,23,Tirol Cycling Team,,,3:53:21,tour-of-the-alps/2017/stage-1,2017
131,131,131,+21:16,86,WATSON Calvin,24,Aqua Blue Sport,,,3:53:21,tour-of-the-alps/2017/stage-1,2017
132,132,132,+21:16,47,PELUCCHI Matteo,28,BORA - hansgrohe,,,3:53:21,tour-of-the-alps/2017/stage-1,2017
133,133,133,+21:16,45,SELIG Rüdiger,28,BORA - hansgrohe,,,3:53:21,tour-of-the-alps/2017/stage-1,2017
134,134,134,+21:16,56,CLARKE Will,32,Cannondale-Drapac Pro Cycling Team,,,3:53:21,tour-of-the-alps/2017/stage-1,2017
135,135,135,+21:16,116,NIKOLAEV Sergey,29,Gazprom-RusVelo,,,3:53:21,tour-of-the-alps/2017/stage-1,2017
136,136,136,+21:16,146,SCHÄFER Timo,34, Bike Aid,,,3:53:21,tour-of-the-alps/2017/stage-1,2017
137,137,137,+21:25,16,GENIEZ Alexandre,29,AG2R La Mondiale,,,3:53:30,tour-of-the-alps/2017/stage-1,2017
138,138,138,+21:25,142,RUGG Timothy,31, Bike Aid,,,3:53:30,tour-of-the-alps/2017/stage-1,2017
