,rank,prev,standing,bib,rider,age,team,uci,point,time,stage,year
104,104,104,+5:23,81,BROWN Connor,22,Team Qhubeka ASSOS,,,3:34:37,tour-of-the-alps/2021/stage-1,2021
105,105,105,+5:23,12,LUDVIGSSON Tobias,30,Groupama - FDJ,,,3:34:37,tour-of-the-alps/2021/stage-1,2021
106,106,106,+5:23,156,HARDY Romain,32,Team Arkéa Samsic,,,3:34:37,tour-of-the-alps/2021/stage-1,2021
107,107,107,+5:23,203,MCLAIN Logan,19,Tirol KTM Cycling Team,,,3:34:37,tour-of-the-alps/2021/stage-1,2021
108,108,108,+5:23,147,KUZMIN Anton,24,Gazprom - RusVelo,,,3:34:37,tour-of-the-alps/2021/stage-1,2021
109,109,109,+5:23,146,VACEK Mathias,18,Gazprom - RusVelo,,,3:34:37,tour-of-the-alps/2021/stage-1,2021
110,110,110,+5:23,144,CHERKASOV Nikolay,24,Gazprom - RusVelo,,,3:34:37,tour-of-the-alps/2021/stage-1,2021
111,111,111,+5:23,82,DLAMINI Nic,25,Team Qhubeka ASSOS,,,3:34:37,tour-of-the-alps/2021/stage-1,2021
112,112,112,+5:23,86,VACEK Karel,20,Team Qhubeka ASSOS,,,3:34:37,tour-of-the-alps/2021/stage-1,2021
113,113,113,+5:23,184,CUADROS Álvaro,26,Caja Rural - Seguros RGA,,,3:34:37,tour-of-the-alps/2021/stage-1,2021
114,114,114,+5:23,36,GREGAARD Jonas,24,Astana - Premier Tech,,,3:34:37,tour-of-the-alps/2021/stage-1,2021
115,115,115,+5:23,93,FROOME Chris,35,Israel Start-Up Nation,,,3:34:37,tour-of-the-alps/2021/stage-1,2021
116,116,116,+5:23,177,FANCELLU Alessandro,20,EOLO-Kometa,,,3:34:37,tour-of-the-alps/2021/stage-1,2021
117,117,117,+5:23,138,MUÑOZ Daniel,24,Androni Giocattoli - Sidermec,,,3:34:37,tour-of-the-alps/2021/stage-1,2021
118,118,118,+5:23,37,TEJADA Harold,23,Astana - Premier Tech,,,3:34:37,tour-of-the-alps/2021/stage-1,2021
119,119,119,+5:23,162,CAÑAVERAL Johnatan,24,Bardiani-CSF-Faizanè,,,3:34:37,tour-of-the-alps/2021/stage-1,2021
120,120,120,+5:23,196,HULGAARD Morten,22,Uno-X Pro Cycling Team,,,3:34:37,tour-of-the-alps/2021/stage-1,2021
121,121,121,+5:23,194,KULSET Sindre,22,Uno-X Pro Cycling Team,,,3:34:37,tour-of-the-alps/2021/stage-1,2021
122,122,122,+5:23,117,VENDRAME Andrea,26,AG2R Citroën Team,,,3:34:37,tour-of-the-alps/2021/stage-1,2021
123,123,123,+5:23,102,ARASHIRO Yukiya,36,Bahrain - Victorious,,,3:34:37,tour-of-the-alps/2021/stage-1,2021
124,124,124,+7:17,64,MORTON Lachlan,29,EF Education - Nippo,,,3:36:31,tour-of-the-alps/2021/stage-1,2021
125,125,125,+7:46,84,HANSEN Lasse Norman,29,Team Qhubeka ASSOS,,,3:37:00,tour-of-the-alps/2021/stage-1,2021
126,126,126,+7:46,13,DUCHESNE Antoine,29,Groupama - FDJ,,,3:37:00,tour-of-the-alps/2021/stage-1,2021
127,127,127,+7:46,207,ZANGERLE Emanuel,20,Tirol KTM Cycling Team,,,3:37:00,tour-of-the-alps/2021/stage-1,2021
128,128,128,+7:46,153,BOUET Maxime,34,Team Arkéa Samsic,,,3:37:00,tour-of-the-alps/2021/stage-1,2021
129,129,129,+7:46,66,VAN DEN BERG Julius,24,EF Education - Nippo,,,3:37:00,tour-of-the-alps/2021/stage-1,2021
130,130,130,+7:46,61,BARTA Will,25,EF Education - Nippo,,,3:37:00,tour-of-the-alps/2021/stage-1,2021
131,131,131,+7:46,202,ENGELHARDT Felix,20,Tirol KTM Cycling Team,,,3:37:00,tour-of-the-alps/2021/stage-1,2021
132,132,132,+7:46,192,SAUGSTAD Lars,23,Uno-X Pro Cycling Team,,,3:37:00,tour-of-the-alps/2021/stage-1,2021
133,133,133,+7:46,103,NOVAK Domen,25,Bahrain - Victorious,,,3:37:00,tour-of-the-alps/2021/stage-1,2021
134,134,134,+7:46,35,SOBRERO Matteo,23,Astana - Premier Tech,,,3:37:00,tour-of-the-alps/2021/stage-1,2021
135,135,135,+7:46,44,PÖSTLBERGER Lukas,29,BORA - hansgrohe,,,3:37:00,tour-of-the-alps/2021/stage-1,2021
136,136,136,+7:46,206,PEZZO ROSOLA Kevin,18,Tirol KTM Cycling Team,,,3:37:00,tour-of-the-alps/2021/stage-1,2021
137,137,137,+7:46,127,HEINSCHKE Leon,21,Team DSM,,,3:37:00,tour-of-the-alps/2021/stage-1,2021
138,138,138,+7:46,126,VANDENABEELE Henri,21,Team DSM,,,3:37:00,tour-of-the-alps/2021/stage-1,2021
139,139,139,+10:43,175,DINA Márton,25,EOLO-Kometa,,,3:39:57,tour-of-the-alps/2021/stage-1,2021
140,140,140,+13:48,157,PAJUR Markus,20,Team Arkéa Samsic,,,3:43:02,tour-of-the-alps/2021/stage-1,2021
141,141,141,+13:48,186,CALLE Juan Fernando,21,Caja Rural - Seguros RGA,,,3:43:02,tour-of-the-alps/2021/stage-1,2021
142,142,142,+13:48,107,FENG Chun Kai,32,Bahrain - Victorious,,,3:43:02,tour-of-the-alps/2021/stage-1,2021
143,143,143,+13:48,76,TROIA Oliviero,26,UAE-Team Emirates,,,3:43:02,tour-of-the-alps/2021/stage-1,2021
