,rank,prev,standing,bib,rider,age,team,uci,point,time,stage,year
1,1,18,+6:35,17,TIRALONGO Paolo,37,Astana Pro Team,20,30,3:58:07,tour-of-the-alps/2015/stage-4,2015
2,2,37,+13:42,141,ARROYO David,35,Caja Rural - Seguros RGA,14,18,3:58:07,tour-of-the-alps/2015/stage-4,2015
3,3,29,+10:35,92,DUARTE Fabio,28,Team Colombia,8,12,3:58:07,tour-of-the-alps/2015/stage-4,2015
4,4,21,+7:49,63,BISOLTI Alessandro,30,Nippo - Vini Fantini ,7,7,3:58:44,tour-of-the-alps/2015/stage-4,2015
5,5,45,+18:53,2,PERAUD Jean-Christophe,37,AG2R La Mondiale,6,4,3:58:44,tour-of-the-alps/2015/stage-4,2015
6,6,17,+6:27,48,ZILIOLI Gianfranco,25,Androni Giocattoli - Sidermec,5,3,3:58:44,tour-of-the-alps/2015/stage-4,2015
7,7,68,+41:37,46,PETILLI Simone,21,,4,2,3:58:46,tour-of-the-alps/2015/stage-4,2015
8,8,28,+10:10,148,TXURRUKA Amets,32,Caja Rural - Seguros RGA,2,1,3:58:56,tour-of-the-alps/2015/stage-4,2015
9,9,11,+1:48,52,PIRAZZI Stefano,28,Bardiani - CSF Pro Team,,,3:58:56,tour-of-the-alps/2015/stage-4,2015
10,10,6,+1:15,135,MENDES José,30,Bora - Argon 18,,,3:58:56,tour-of-the-alps/2015/stage-4,2015
11,11,67,+41:16,86,PONZI Simone,28,Southeast,,,3:58:56,tour-of-the-alps/2015/stage-4,2015
12,12,32,+11:29,47,GABBURO Davide,22,,,,3:58:56,tour-of-the-alps/2015/stage-4,2015
13,13,74,+49:06,83,FINETTO Mauro,29,Southeast,,,3:58:56,tour-of-the-alps/2015/stage-4,2015
14,14,38,+13:55,142,FRAILE Omar,24,Caja Rural - Seguros RGA,,,3:58:56,tour-of-the-alps/2015/stage-4,2015
15,15,70,+43:52,45,TABORRE Fabio,29,Androni Giocattoli - Sidermec,,,3:58:56,tour-of-the-alps/2015/stage-4,2015
16,16,5,+1:13,61,CUNEGO Damiano,33,Nippo - Vini Fantini ,,,3:58:56,tour-of-the-alps/2015/stage-4,2015
17,17,24,+8:29,18,ZEITS Andrey,28,Astana Pro Team,,,3:58:56,tour-of-the-alps/2015/stage-4,2015
18,18,75,+53:11,43,MOSCON Gianni,21,,,,3:58:56,tour-of-the-alps/2015/stage-4,2015
19,19,35,+12:22,55,CHIRICO Luca,22,Bardiani - CSF Pro Team,,,3:58:56,tour-of-the-alps/2015/stage-4,2015
20,20,46,+20:17,23,MOSER Moreno,24,Team Cannondale - Garmin ,,,3:58:56,tour-of-the-alps/2015/stage-4,2015
21,21,61,+33:11,6,HOULE Hugo,24,AG2R La Mondiale,,,3:58:56,tour-of-the-alps/2015/stage-4,2015
22,22,3,+0:58,34,KÖNIG Leopold,27,Team Sky,,,3:58:56,tour-of-the-alps/2015/stage-4,2015
23,23,2,+0:22,14,LANDA Mikel,25,Astana Pro Team,,,3:58:56,tour-of-the-alps/2015/stage-4,2015
24,24,19,+7:11,116,KUDUS Merhawi,21,MTN - Qhubeka,,,3:58:56,tour-of-the-alps/2015/stage-4,2015
25,25,40,+14:02,28,VILLELLA Davide,23,Team Cannondale - Garmin ,,,3:58:56,tour-of-the-alps/2015/stage-4,2015
26,26,56,+27:45,137,SALERNO Cristiano,30,Bora - Argon 18,,,3:58:56,tour-of-the-alps/2015/stage-4,2015
27,27,4,+1:11,12,CATALDO Dario,30,Astana Pro Team,,,3:58:56,tour-of-the-alps/2015/stage-4,2015
