,rank,prev,standing,bib,rider,age,team,uci,point,time,stage,year
50,50,40,+16:01,108,FERNÁNDEZ Rubén,23,Caja Rural - Seguros RGA,,,5:03:15,tour-of-the-alps/2014/stage-4,2014
51,51,65,+39:03,122,NIYONSHUTI Adrien,27,MTN - Qhubeka,,,5:03:15,tour-of-the-alps/2014/stage-4,2014
52,52,42,+17:40,136,MONSALVE Yonathan,24,Neri Sottoli,,,5:03:29,tour-of-the-alps/2014/stage-4,2014
53,53,46,+20:37,82,PIRAZZI Stefano,27,Bardiani - CSF Pro Team,,,5:04:33,tour-of-the-alps/2014/stage-4,2014
54,54,50,+22:06,135,FAILLI Francesco,30,Neri Sottoli,,,5:04:55,tour-of-the-alps/2014/stage-4,2014
55,55,51,+22:12,27,SZMYD Sylwester,36,Movistar Team,,,5:05:42,tour-of-the-alps/2014/stage-4,2014
56,56,58,+30:03,43,CARUSO Damiano,26,Cannondale ,,,5:05:42,tour-of-the-alps/2014/stage-4,2014
57,57,66,+39:25,13,BÉRARD Julien,26,AG2R La Mondiale,,,5:05:42,tour-of-the-alps/2014/stage-4,2014
58,58,57,+29:04,96,QUINTERO Carlos,28,Team Colombia,,,5:05:42,tour-of-the-alps/2014/stage-4,2014
59,59,49,+21:38,74,SELLA Emanuele,33,Androni Giocattoli - Venezuela,,,5:05:42,tour-of-the-alps/2014/stage-4,2014
60,60,54,+23:33,117,TACIAK Mateusz,29,CCC Polsat Polkowice,,,5:05:42,tour-of-the-alps/2014/stage-4,2014
61,61,71,+41:59,52,EIJSSEN Yannick,24,BMC Racing Team,,,5:05:42,tour-of-the-alps/2014/stage-4,2014
62,62,53,+22:42,88,PAGANI Angelo,25,Bardiani - CSF Pro Team,,,5:05:42,tour-of-the-alps/2014/stage-4,2014
63,63,68,+41:13,85,DE IESO Donato,25,Bardiani - CSF Pro Team,,,5:06:28,tour-of-the-alps/2014/stage-4,2014
64,64,55,+25:03,112,OWSIAN Łukasz,24,CCC Polsat Polkowice,,,5:07:51,tour-of-the-alps/2014/stage-4,2014
65,65,84,+51:45,148,ERSHOV Artur,24,RusVelo,,,5:07:51,tour-of-the-alps/2014/stage-4,2014
66,66,72,+45:43,111,MARYCZ Jarosław,27,CCC Polsat Polkowice,,,5:09:11,tour-of-the-alps/2014/stage-4,2014
67,67,52,+22:17,123,JANSE VAN RENSBURG Jacques,26,MTN - Qhubeka,,,5:09:27,tour-of-the-alps/2014/stage-4,2014
68,68,73,+45:47,4,KESSIAKOFF Fredrik,33,Astana Pro Team,,,5:10:16,tour-of-the-alps/2014/stage-4,2014
69,69,69,+41:30,72,ZILIOLI Gianfranco,24,Androni Giocattoli - Venezuela,,,5:10:27,tour-of-the-alps/2014/stage-4,2014
70,70,79,+49:44,142,KLIMOV Sergey,33,RusVelo,,,5:10:44,tour-of-the-alps/2014/stage-4,2014
71,71,56,+25:38,3,AGNOLI Valerio,29,Astana Pro Team,,,5:10:44,tour-of-the-alps/2014/stage-4,2014
72,72,74,+46:05,65,PUCCIO Salvatore,24,Team Sky,,,5:10:44,tour-of-the-alps/2014/stage-4,2014
73,73,85,+51:47,121,JIM Songezo,23,MTN - Qhubeka,,,5:11:25,tour-of-the-alps/2014/stage-4,2014
74,74,80,+49:45,33,SERPA José Rodolfo,35,Lampre - Merida,,,5:16:17,tour-of-the-alps/2014/stage-4,2014
75,75,78,+49:42,36,XU Gang,30,Lampre - Merida,,,5:16:17,tour-of-the-alps/2014/stage-4,2014
76,76,93,+56:00,93,DUQUE Leonardo Fabio,34,Team Colombia,,,5:17:04,tour-of-the-alps/2014/stage-4,2014
77,77,94,+56:00,15,KERN Julian,24,AG2R La Mondiale,,,5:17:37,tour-of-the-alps/2014/stage-4,2014
78,78,90,+55:02,91,ARANGO Juan Esteban,27,Team Colombia,,,5:17:44,tour-of-the-alps/2014/stage-4,2014
79,79,82,+51:14,152,BENEDETTI Cesare,26,Team NetApp – Endura,,,5:17:44,tour-of-the-alps/2014/stage-4,2014
80,80,63,+36:47,44,MOSER Moreno,23,Cannondale ,,,5:17:44,tour-of-the-alps/2014/stage-4,2014
81,81,61,+34:44,62,CATALDO Dario,29,Team Sky,,,5:17:44,tour-of-the-alps/2014/stage-4,2014
82,82,75,+46:57,24,MALORI Adriano,26,Movistar Team,,,5:17:44,tour-of-the-alps/2014/stage-4,2014
83,83,77,+49:34,87,LOCATELLI Stefano,25,Bardiani - CSF Pro Team,,,5:17:44,tour-of-the-alps/2014/stage-4,2014
84,84,86,+52:59,23,DOWSETT Alex,25,Movistar Team,,,5:17:44,tour-of-the-alps/2014/stage-4,2014
85,85,98,+58:58,138,CONTI Samuele,22,Neri Sottoli,,,5:17:44,tour-of-the-alps/2014/stage-4,2014
86,86,92,+55:59,114,PATERSKI Maciej,27,CCC Polsat Polkowice,,,5:17:44,tour-of-the-alps/2014/stage-4,2014
87,87,83,+51:35,118,MATYSIAK Bartłomiej,29,CCC Polsat Polkowice,,,5:17:44,tour-of-the-alps/2014/stage-4,2014
88,88,89,+53:27,102,MOLINA Antonio,23,Caja Rural - Seguros RGA,,,5:17:44,tour-of-the-alps/2014/stage-4,2014
89,89,64,+37:53,154,HUZARSKI Bartosz,33,Team NetApp – Endura,,,5:17:44,tour-of-the-alps/2014/stage-4,2014
90,90,102,+1:03:11,38,FAVILLI Elia,25,Lampre - Merida,,,5:17:44,tour-of-the-alps/2014/stage-4,2014
91,91,87,+53:01,113,HONKISZ Adrian,26,CCC Polsat Polkowice,,,5:17:44,tour-of-the-alps/2014/stage-4,2014
92,92,96,+58:22,17,GRETSCH Patrick,27,AG2R La Mondiale,,,5:17:44,tour-of-the-alps/2014/stage-4,2014
93,93,88,+53:15,8,HUFFMAN Evan,24,Astana Pro Team,,,5:17:44,tour-of-the-alps/2014/stage-4,2014
94,94,97,+58:23,143,SOLOMENNIKOV Andrei,26,RusVelo,,,5:17:44,tour-of-the-alps/2014/stage-4,2014
95,95,70,+41:50,106,PIEDRA Antonio,28,Caja Rural - Seguros RGA,,,5:17:44,tour-of-the-alps/2014/stage-4,2014
96,96,103,+1:04:25,95,QUINTERO Dúber,23,Team Colombia,,,5:17:44,tour-of-the-alps/2014/stage-4,2014
97,97,81,+51:01,126,TEKLEHAIMANOT Daniel,25,MTN - Qhubeka,,,5:17:44,tour-of-the-alps/2014/stage-4,2014
98,98,91,+55:54,147,SEROV Alexander,31,RusVelo,,,5:17:44,tour-of-the-alps/2014/stage-4,2014
99,99,104,+1:10:34,28,VISCONTI Giovanni,31,Movistar Team,,,5:17:44,tour-of-the-alps/2014/stage-4,2014
100,100,100,+1:00:41,133,MILETTA Luigi,25,Neri Sottoli,,,5:17:44,tour-of-the-alps/2014/stage-4,2014
101,101,95,+56:54,116,ČERNÝ Josef,20,CCC Polsat Polkowice,,,5:17:44,tour-of-the-alps/2014/stage-4,2014
102,102,76,+48:52,132,TABORRE Fabio,28,Neri Sottoli,,,5:17:44,tour-of-the-alps/2014/stage-4,2014
103,103,101,+1:03:02,26,SANZ Enrique,24,Movistar Team,,,5:17:44,tour-of-the-alps/2014/stage-4,2014
104,104,99,+59:39,137,CECCHINEL Giorgio,24,Neri Sottoli,,,5:17:44,tour-of-the-alps/2014/stage-4,2014
105,105,105,+1:16:23,18,KADRI Blel,27,AG2R La Mondiale,,,5:21:12,tour-of-the-alps/2014/stage-4,2014
