,rank,prev,standing,bib,rider,age,team,uci,point,time,stage,year
17,17,22,+7:18,22,DOMBROWSKI Joe,23,Team Cannondale - Garmin ,,,4:54:57,tour-of-the-alps/2015/stage-3,2015
18,18,16,+5:10,13,KANGERT Tanel,28,Astana Pro Team,,,4:55:25,tour-of-the-alps/2015/stage-3,2015
19,19,24,+8:24,95,PEDRAZA Wálter Fernando,33,Team Colombia,,,4:55:25,tour-of-the-alps/2015/stage-3,2015
20,20,21,+7:34,17,TIRALONGO Paolo,37,Astana Pro Team,,,4:55:25,tour-of-the-alps/2015/stage-3,2015
21,21,19,+7:30,132,BUCHMANN Emanuel,22,Bora - Argon 18,,,4:55:25,tour-of-the-alps/2015/stage-3,2015
22,22,20,+7:30,136,NERZ Dominik,25,Bora - Argon 18,,,4:55:25,tour-of-the-alps/2015/stage-3,2015
23,23,23,+8:01,63,BISOLTI Alessandro,30,Nippo - Vini Fantini ,,,4:55:25,tour-of-the-alps/2015/stage-3,2015
24,24,18,+7:11,116,KUDUS Merhawi,21,MTN - Qhubeka,,,4:55:52,tour-of-the-alps/2015/stage-3,2015
25,25,36,+11:58,48,SANTORO Antonio,25,,,,4:56:09,tour-of-the-alps/2015/stage-3,2015
26,26,32,+11:28,92,DUARTE Fabio,28,Team Colombia,,,4:56:20,tour-of-the-alps/2015/stage-3,2015
27,27,25,+8:29,18,ZEITS Andrey,28,Astana Pro Team,,,4:56:20,tour-of-the-alps/2015/stage-3,2015
28,28,26,+8:48,147,VILELA Ricardo,27,Caja Rural - Seguros RGA,,,4:56:24,tour-of-the-alps/2015/stage-3,2015
29,29,28,+9:18,85,MONSALVE Yonathan,25,Southeast,,,4:56:24,tour-of-the-alps/2015/stage-3,2015
30,30,15,+4:44,37,SIUTSOU Kanstantsin,32,Team Sky,,,4:56:31,tour-of-the-alps/2015/stage-3,2015
31,31,30,+10:37,41,PELLIZOTTI Franco,37,Androni Giocattoli - Sidermec,,,4:57:14,tour-of-the-alps/2015/stage-3,2015
32,32,31,+10:46,82,BUSATO Matteo,27,Southeast,,,4:57:26,tour-of-the-alps/2015/stage-3,2015
33,33,29,+10:10,148,TXURRUKA Amets,32,Caja Rural - Seguros RGA,,,4:57:26,tour-of-the-alps/2015/stage-3,2015
34,34,17,+6:39,48,ZILIOLI Gianfranco,25,Androni Giocattoli - Sidermec,,,4:57:26,tour-of-the-alps/2015/stage-3,2015
35,35,35,+11:46,51,BONGIORNO Francesco Manuel,24,Bardiani - CSF Pro Team,,,4:58:45,tour-of-the-alps/2015/stage-3,2015
36,36,33,+11:29,47,GABBURO Davide,22,,,,4:58:45,tour-of-the-alps/2015/stage-3,2015
37,37,37,+12:22,55,CHIRICO Luca,22,Bardiani - CSF Pro Team,,,4:58:56,tour-of-the-alps/2015/stage-3,2015
38,38,34,+11:36,15,MALACARNE Davide,27,Astana Pro Team,,,4:59:09,tour-of-the-alps/2015/stage-3,2015
39,39,40,+14:23,28,VILLELLA Davide,23,Team Cannondale - Garmin ,,,4:59:18,tour-of-the-alps/2015/stage-3,2015
40,40,43,+15:32,4,DUPONT Hubert,34,AG2R La Mondiale,,,5:00:22,tour-of-the-alps/2015/stage-3,2015
41,41,74,+33:11,6,HOULE Hugo,24,AG2R La Mondiale,,,5:00:56,tour-of-the-alps/2015/stage-3,2015
42,42,58,+27:24,138,VOSS Paul,29,Bora - Argon 18,,,5:01:04,tour-of-the-alps/2015/stage-3,2015
43,43,38,+13:55,142,FRAILE Omar,24,Caja Rural - Seguros RGA,,,5:01:31,tour-of-the-alps/2015/stage-3,2015
44,44,49,+21:36,146,MOLINA Antonio,24,Caja Rural - Seguros RGA,,,5:01:31,tour-of-the-alps/2015/stage-3,2015
45,45,56,+0:27,145,MADRAZO Ángel,26,Caja Rural - Seguros RGA,,,5:01:31,tour-of-the-alps/2015/stage-3,2015
46,46,41,+14:27,46,TALIANI Alessio,24,Androni Giocattoli - Sidermec,,,5:01:31,tour-of-the-alps/2015/stage-3,2015
48,48,50,+22:22,158,WÖHRER David,25,Tirol Cycling Team,,,5:01:31,tour-of-the-alps/2015/stage-3,2015
49,49,44,+16:38,131,BENEDETTI Cesare,27,Bora - Argon 18,,,5:01:35,tour-of-the-alps/2015/stage-3,2015
50,50,53,+24:46,47,ȚVETCOV Serghei,26,Androni Giocattoli - Sidermec,,,5:04:09,tour-of-the-alps/2015/stage-3,2015
51,51,55,+25:03,62,BERLATO Giacomo,23,Nippo - Vini Fantini ,,,5:04:46,tour-of-the-alps/2015/stage-3,2015
52,52,48,+21:09,81,CECCHINEL Giorgio,25,Southeast,,,5:05:15,tour-of-the-alps/2015/stage-3,2015
53,53,52,+23:43,33,HENAO Sebastián,21,Team Sky,,,5:05:23,tour-of-the-alps/2015/stage-3,2015
54,54,39,+14:21,35,LÓPEZ David,33,Team Sky,,,5:07:11,tour-of-the-alps/2015/stage-3,2015
55,55,83,+41:16,86,PONZI Simone,28,Southeast,,,5:07:48,tour-of-the-alps/2015/stage-3,2015
56,56,47,+20:17,23,MOSER Moreno,24,Team Cannondale - Garmin ,,,5:07:48,tour-of-the-alps/2015/stage-3,2015
57,57,51,+23:09,113,BERHANE Natnael,24,MTN - Qhubeka,,,5:08:31,tour-of-the-alps/2015/stage-3,2015
58,58,46,+19:05,2,PERAUD Jean-Christophe,37,AG2R La Mondiale,,,5:09:36,tour-of-the-alps/2015/stage-3,2015
59,59,80,+37:39,118,VAN ZYL Johann,24,MTN - Qhubeka,,,5:10:21,tour-of-the-alps/2015/stage-3,2015
60,60,54,+24:55,152,PÖSTLBERGER Lukas,23,Tirol Cycling Team,,,5:11:33,tour-of-the-alps/2015/stage-3,2015
61,61,60,+29:53,134,KONRAD Patrick,23,Bora - Argon 18,,,5:11:33,tour-of-the-alps/2015/stage-3,2015
62,62,59,+27:45,137,SALERNO Cristiano,30,Bora - Argon 18,,,5:11:33,tour-of-the-alps/2015/stage-3,2015
63,63,61,+31:19,36,BOSWELL Ian,24,Team Sky,,,5:11:33,tour-of-the-alps/2015/stage-3,2015
64,64,73,+32:59,3,DOMONT Axel,24,AG2R La Mondiale,,,5:12:13,tour-of-the-alps/2015/stage-3,2015
65,65,67,+32:44,102,ARSLANOV Ildar,21,RusVelo,,,5:12:13,tour-of-the-alps/2015/stage-3,2015
66,66,65,+32:06,5,GRETSCH Patrick,28,AG2R La Mondiale,,,5:12:13,tour-of-the-alps/2015/stage-3,2015
67,67,57,+27:24,157,FREIBERGER Markus,19,Tirol Cycling Team,,,5:12:13,tour-of-the-alps/2015/stage-3,2015
68,68,69,+32:49,154,SCHIPFLINGER Florian,19,Tirol Cycling Team,,,5:12:13,tour-of-the-alps/2015/stage-3,2015
69,69,71,+32:50,155,BRKIC Benjamin,18,Tirol Cycling Team,,,5:12:13,tour-of-the-alps/2015/stage-3,2015
70,70,76,+34:49,98,SARMIENTO Cayetano José,28,Team Colombia,,,5:12:13,tour-of-the-alps/2015/stage-3,2015
71,71,82,+40:03,133,HUZARSKI Bartosz,34,Bora - Argon 18,,,5:12:13,tour-of-the-alps/2015/stage-3,2015
72,72,64,+31:55,125,LARSSON Gustav Erik,34,Cult Energy Pro Cycling,,,5:12:13,tour-of-the-alps/2015/stage-3,2015
73,73,66,+32:23,115,TEKLEHAIMANOT Daniel,26,MTN - Qhubeka,,,5:12:13,tour-of-the-alps/2015/stage-3,2015
74,74,70,+32:49,153,PRAXMARER Stefan,26,Tirol Cycling Team,,,5:12:13,tour-of-the-alps/2015/stage-3,2015
75,75,81,+39:09,122,HNÍK Karel,23,Cult Energy Pro Cycling,,,5:12:13,tour-of-the-alps/2015/stage-3,2015
76,76,72,+32:53,97,RUBIANO Miguel Angel,30,Team Colombia,,,5:12:13,tour-of-the-alps/2015/stage-3,2015
77,77,87,+43:10,66,NIBALI Antonio,22,Nippo - Vini Fantini ,,,5:12:13,tour-of-the-alps/2015/stage-3,2015
78,78,63,+31:30,156,SCHULTUS Patric,21,Tirol Cycling Team,,,5:12:13,tour-of-the-alps/2015/stage-3,2015
79,79,62,+31:27,96,RAMIREZ Brayan Steven,22,Team Colombia,,,5:12:13,tour-of-the-alps/2015/stage-3,2015
80,80,68,+32:45,103,RYBAKOV Alexander,26,RusVelo,,,5:12:13,tour-of-the-alps/2015/stage-3,2015
81,81,93,+45:54,53,PIECHELE Andrea,27,Bardiani - CSF Pro Team,,,5:14:52,tour-of-the-alps/2015/stage-3,2015
82,82,100,+52:15,108,KUSTADINCHEV Roman,19,RusVelo,,,5:21:04,tour-of-the-alps/2015/stage-3,2015
83,83,110,+53:32,91,CASTIBLANCO Jorge Camilo,27,Team Colombia,,,5:22:06,tour-of-the-alps/2015/stage-3,2015
84,84,101,+52:54,88,FAVILLI Elia,26,Southeast,,,5:22:06,tour-of-the-alps/2015/stage-3,2015
85,85,79,+37:18,124,ZANGERLE Joel,26,Cult Energy Pro Cycling,,,5:22:06,tour-of-the-alps/2015/stage-3,2015
86,86,102,+53:03,67,MALAGUTI Alessandro,27,Nippo - Vini Fantini ,,,5:22:06,tour-of-the-alps/2015/stage-3,2015
87,87,85,+42:02,42,CICCONE Giulio,20,,,,5:22:06,tour-of-the-alps/2015/stage-3,2015
88,88,78,+37:02,44,NARDELLI Stefano,21,,,,5:22:06,tour-of-the-alps/2015/stage-3,2015
89,89,106,+53:14,68,STACCHIOTTI Riccardo,23,Nippo - Vini Fantini ,,,5:22:06,tour-of-the-alps/2015/stage-3,2015
90,90,104,+53:11,43,MOSCON Gianni,21,,,,5:22:06,tour-of-the-alps/2015/stage-3,2015
91,91,94,+46:05,106,OVECHKIN Artem,28,RusVelo,,,5:22:06,tour-of-the-alps/2015/stage-3,2015
92,92,107,+53:17,101,FOLIFOROV Alexander,23,RusVelo,,,5:22:06,tour-of-the-alps/2015/stage-3,2015
93,93,95,+47:58,84,FONZI Giuseppe,23,Southeast,,,5:22:06,tour-of-the-alps/2015/stage-3,2015
94,94,96,+49:06,83,FINETTO Mauro,29,Southeast,,,5:22:06,tour-of-the-alps/2015/stage-3,2015
95,95,75,+34:47,57,STERBINI Luca,22,Bardiani - CSF Pro Team,,,5:22:06,tour-of-the-alps/2015/stage-3,2015
96,96,91,+43:54,43,FRAPPORTI Marco,30,Androni Giocattoli - Sidermec,,,5:22:06,tour-of-the-alps/2015/stage-3,2015
97,97,112,+58:10,87,TEDESCHI Mirko,26,Southeast,,,5:22:06,tour-of-the-alps/2015/stage-3,2015
98,98,86,+42:31,45,RAVANELLI Simone,19,,,,5:22:06,tour-of-the-alps/2015/stage-3,2015
99,99,103,+53:03,64,FILOSI Iuri,23,Nippo - Vini Fantini ,,,5:22:06,tour-of-the-alps/2015/stage-3,2015
100,100,84,+41:47,46,PETILLI Simone,21,,,,5:22:06,tour-of-the-alps/2015/stage-3,2015
101,101,92,+43:59,112,NIYONSHUTI Adrien,28,MTN - Qhubeka,,,5:22:06,tour-of-the-alps/2015/stage-3,2015
102,102,109,+10:38,143,BENITO Miguel Ángel,21,Caja Rural - Seguros RGA,,,5:22:06,tour-of-the-alps/2015/stage-3,2015
103,103,89,+43:41,38,ZANDIO Xabier,38,Team Sky,,,5:22:06,tour-of-the-alps/2015/stage-3,2015
104,104,97,+50:18,27,SKJERPING Kristoffer,21,Team Cannondale - Garmin ,,,5:22:06,tour-of-the-alps/2015/stage-3,2015
105,105,98,+50:18,24,HANSEN Lasse Norman,23,Team Cannondale - Garmin ,,,5:22:06,tour-of-the-alps/2015/stage-3,2015
106,106,77,+35:59,25,BROWN Nathan,23,Team Cannondale - Garmin ,,,5:22:06,tour-of-the-alps/2015/stage-3,2015
107,107,108,+53:23,42,GATTO Oscar,30,Androni Giocattoli - Sidermec,,,5:22:06,tour-of-the-alps/2015/stage-3,2015
108,108,99,+51:52,56,ANDREETTA Simone,21,Bardiani - CSF Pro Team,,,5:22:06,tour-of-the-alps/2015/stage-3,2015
109,109,111,+54:34,65,ISHIBASHI Manabu,22,Nippo - Vini Fantini ,,,5:22:06,tour-of-the-alps/2015/stage-3,2015
110,110,90,+43:52,45,TABORRE Fabio,29,Androni Giocattoli - Sidermec,,,5:22:06,tour-of-the-alps/2015/stage-3,2015
111,111,88,+43:18,58,STERBINI Simone,21,Bardiani - CSF Pro Team,,,5:22:06,tour-of-the-alps/2015/stage-3,2015
112,112,105,+53:11,41,PAOLINI Luca,38,,,,5:22:06,tour-of-the-alps/2015/stage-3,2015
113,113,113,+1:11:25,7,KADRI Blel,28,AG2R La Mondiale,,,5:32:54,tour-of-the-alps/2015/stage-3,2015
