,rank,prev,standing,bib,rider,age,team,uci,point,time,stage,year
1,1,,,0,RICCÒ Riccardo,26,Ceramica Flaminia - Bossini Docce,,20,4:47:59,tour-of-the-alps/2010/stage-2,2010
2,2,,,0,VINOKOUROV Alexandre,36,Astana,,12,4:47:59,tour-of-the-alps/2010/stage-2,2010
3,3,,,0,BASSO Ivan,32,Liquigas - Doimo,,7,4:47:59,tour-of-the-alps/2010/stage-2,2010
4,4,,,0,SERPA José Rodolfo,31,Androni Giocattoli - Serramenti PVC Diquigiovanni,,5,4:47:59,tour-of-the-alps/2010/stage-2,2010
5,5,,,0,POZZOVIVO Domenico,27,Colnago - CSF Inox,,4,4:47:59,tour-of-the-alps/2010/stage-2,2010
6,6,,,0,PARDILLA Sergio,26,Carmiooro - NGC,,3,4:47:59,tour-of-the-alps/2010/stage-2,2010
7,7,,,0,SCARPONI Michele,30,Androni Giocattoli - Serramenti PVC Diquigiovanni,,2,4:47:59,tour-of-the-alps/2010/stage-2,2010
8,8,,,0,VALJAVEC Tadej,33,AG2R La Mondiale,,1,4:48:05,tour-of-the-alps/2010/stage-2,2010
9,9,,,0,FREI Thomas,25,BMC Racing Team,,,4:48:10,tour-of-the-alps/2010/stage-2,2010
10,10,,,0,KIŠERLOVSKI Robert,23,Liquigas - Doimo,,,4:48:10,tour-of-the-alps/2010/stage-2,2010
11,11,,,0,NIEMIEC Przemysław,30,Miche ,,,4:48:17,tour-of-the-alps/2010/stage-2,2010
12,12,,,0,BISOLTI Alessandro,25,Colnago - CSF Inox,,,4:48:17,tour-of-the-alps/2010/stage-2,2010
13,13,,,0,NOSE Tomaž,28,Adria Mobil,,,4:48:20,tour-of-the-alps/2010/stage-2,2010
14,14,,,0,GENIEZ Alexandre,22,Skil - Shimano,,,4:48:20,tour-of-the-alps/2010/stage-2,2010
15,15,,,0,BALIANI Fortunato,35,Miche ,,,4:48:20,tour-of-the-alps/2010/stage-2,2010
16,16,,,0,MUTO Pasquale,29,Miche ,,,4:48:20,tour-of-the-alps/2010/stage-2,2010
17,17,,,0,BONNAFOND Guillaume,22,AG2R La Mondiale,,,4:48:20,tour-of-the-alps/2010/stage-2,2010
18,18,,,0,MIHOLJEVIĆ Vladimir,36,Acqua & Sapone,,,4:48:20,tour-of-the-alps/2010/stage-2,2010
19,19,,,0,SZMYD Sylwester,32,Liquigas - Doimo,,,4:48:20,tour-of-the-alps/2010/stage-2,2010
20,20,,,0,PETROV Evgeni,31,Team Katusha ,,,4:48:20,tour-of-the-alps/2010/stage-2,2010
21,21,,,0,HUZARSKI Bartosz,29,ISD - Neri,,,4:48:20,tour-of-the-alps/2010/stage-2,2010
22,22,,,0,GOLČER Jure,32,De Rosa - Stac Plastic,,,4:48:25,tour-of-the-alps/2010/stage-2,2010
23,23,,,0,GAIA Michele,24,Colnago - CSF Inox,,,4:48:25,tour-of-the-alps/2010/stage-2,2010
24,24,,,0,CARUSO Damiano,22,De Rosa - Stac Plastic,,,4:48:25,tour-of-the-alps/2010/stage-2,2010
25,25,,,0,MARZANO Marco,29,Lampre - Farnese Vini,,,4:48:25,tour-of-the-alps/2010/stage-2,2010
26,26,,,0,BRUTT Pavel,28,Team Katusha ,,,4:48:42,tour-of-the-alps/2010/stage-2,2010
27,27,,,0,HOLLENSTEIN Reto,24,Vorarlberg-Corratec,,,4:48:48,tour-of-the-alps/2010/stage-2,2010
28,28,,,0,TSCHOPP Johann,27,Bbox Bouygues Telecom,,,4:48:48,tour-of-the-alps/2010/stage-2,2010
29,29,,,0,CELLI Luca,31,Ceramica Flaminia - Bossini Docce,,,4:48:48,tour-of-the-alps/2010/stage-2,2010
30,30,,,0,PIRAZZI Stefano,23,Colnago - CSF Inox,,,4:48:57,tour-of-the-alps/2010/stage-2,2010
31,31,,,0,RODRÍGUEZ Jackson,25,Androni Giocattoli - Serramenti PVC Diquigiovanni,,,4:49:01,tour-of-the-alps/2010/stage-2,2010
32,32,,,0,SILIN Egor,21,Team Katusha ,,,4:49:07,tour-of-the-alps/2010/stage-2,2010
33,33,,,0,SIMONI Gilberto,38,Lampre - Farnese Vini,,,4:49:27,tour-of-the-alps/2010/stage-2,2010
34,34,,,0,NOÈ Andrea,41,Ceramica Flaminia - Bossini Docce,,,4:49:27,tour-of-the-alps/2010/stage-2,2010
35,35,,,0,BICHOT Freddy,30,Bbox Bouygues Telecom,,,4:49:35,tour-of-the-alps/2010/stage-2,2010
36,36,,,0,PELLIZOTTI Franco,32,Liquigas - Doimo,,,4:49:38,tour-of-the-alps/2010/stage-2,2010
37,37,,,0,FAJT Kristjan,27,Adria Mobil,,,4:50:07,tour-of-the-alps/2010/stage-2,2010
38,38,,,0,OCHOA Carlos José,29,Androni Giocattoli - Serramenti PVC Diquigiovanni,,,4:50:21,tour-of-the-alps/2010/stage-2,2010
39,39,,,0,GENTILI Massimiliano,38,Ceramica Flaminia - Bossini Docce,,,4:51:10,tour-of-the-alps/2010/stage-2,2010
40,40,,,0,CATTANEO Marco,27,De Rosa - Stac Plastic,,,4:51:10,tour-of-the-alps/2010/stage-2,2010
41,41,,,0,ORTEGA Didac,28,Acqua & Sapone,,,4:51:16,tour-of-the-alps/2010/stage-2,2010
42,42,,,0,RUJANO José Humberto,28,ISD - Neri,,,4:52:03,tour-of-the-alps/2010/stage-2,2010
43,43,,,0,STORTONI Simone,24,Colnago - CSF Inox,,,4:52:18,tour-of-the-alps/2010/stage-2,2010
44,44,,,0,WURF Cameron,26,Androni Giocattoli - Serramenti PVC Diquigiovanni,,,4:52:38,tour-of-the-alps/2010/stage-2,2010
45,45,,,0,KIREYEV Roman,23,Astana,,,4:52:38,tour-of-the-alps/2010/stage-2,2010
46,46,,,0,TIRALONGO Paolo,32,Astana,,,4:52:38,tour-of-the-alps/2010/stage-2,2010
47,47,,,0,DESSEL Cyril,35,AG2R La Mondiale,,,4:52:38,tour-of-the-alps/2010/stage-2,2010
48,48,,,0,MAHORIČ Mitja,33,Adria Mobil,,,4:52:38,tour-of-the-alps/2010/stage-2,2010
49,49,,,0,WITECKI Mariusz,28,Mróz - Active Jet,,,4:52:46,tour-of-the-alps/2010/stage-2,2010
50,50,,,0,STALDER Florian,27,BMC Racing Team,,,4:52:46,tour-of-the-alps/2010/stage-2,2010
51,51,,,0,GOTTFRIED Alexander,24,Team NetApp,,,4:53:17,tour-of-the-alps/2010/stage-2,2010
52,52,,,0,AGNOLI Valerio,25,Liquigas - Doimo,,,4:54:02,tour-of-the-alps/2010/stage-2,2010
53,53,,,0,CANNONE Donato,28,Ceramica Flaminia - Bossini Docce,,,4:54:02,tour-of-the-alps/2010/stage-2,2010
54,54,,,0,JÉRÔME Vincent,25,Bbox Bouygues Telecom,,,4:54:15,tour-of-the-alps/2010/stage-2,2010
55,55,,,0,CARVAJAL Edwin Andres,27,Miche ,,,4:55:29,tour-of-the-alps/2010/stage-2,2010
56,56,,,0,SCHILLINGER Andreas,26,Team NetApp,,,4:56:02,tour-of-the-alps/2010/stage-2,2010
57,57,,,0,ZAUGG Oliver,28,Liquigas - Doimo,,,4:57:52,tour-of-the-alps/2010/stage-2,2010
58,58,,,0,PONZI Simone,23,Lampre - Farnese Vini,,,4:58:43,tour-of-the-alps/2010/stage-2,2010
59,59,,,0,TOTSCHNIG Harald,35,Tyrol - Team Radland Tirol,,,4:58:43,tour-of-the-alps/2010/stage-2,2010
60,60,,,0,BUTLER Chris,22,BMC Racing Team,,,4:58:43,tour-of-the-alps/2010/stage-2,2010
61,61,,,0,BEYER Chad,23,BMC Racing Team,,,4:58:43,tour-of-the-alps/2010/stage-2,2010
62,62,,,0,LOUBET Julien,25,AG2R La Mondiale,,,4:58:43,tour-of-the-alps/2010/stage-2,2010
63,63,,,0,LE FLOCH Guillaume,25,Bbox Bouygues Telecom,,,4:58:43,tour-of-the-alps/2010/stage-2,2010
64,64,,,0,BÁRTA Jan,25,Team NetApp,,,4:58:43,tour-of-the-alps/2010/stage-2,2010
65,65,,,0,TURPIN Ludovic,35,AG2R La Mondiale,,,4:58:43,tour-of-the-alps/2010/stage-2,2010
66,66,,,0,CLARKE Simon,23,ISD - Neri,,,4:58:43,tour-of-the-alps/2010/stage-2,2010
67,67,,,0,SELVAGGI Mirko,25,Astana,,,4:58:43,tour-of-the-alps/2010/stage-2,2010
68,68,,,0,SELLA Emanuele,29,Carmiooro - NGC,,,4:58:43,tour-of-the-alps/2010/stage-2,2010
