,rank,prev,standing,bib,rider,age,team,uci,point,time,stage,year
62,62,63,+14:41,43,CARUSO Damiano,26,Cannondale ,,,4:49:06,tour-of-the-alps/2014/stage-3,2014
63,63,61,+13:42,96,QUINTERO Carlos,28,Team Colombia,,,4:49:14,tour-of-the-alps/2014/stage-3,2014
64,64,75,+24:03,13,BÉRARD Julien,26,AG2R La Mondiale,,,4:53:13,tour-of-the-alps/2014/stage-3,2014
65,65,64,+19:33,24,MALORI Adriano,26,Movistar Team,,,4:55:00,tour-of-the-alps/2014/stage-3,2014
66,66,94,+28:43,15,KERN Julian,24,AG2R La Mondiale,,,4:58:01,tour-of-the-alps/2014/stage-3,2014
67,67,73,+23:48,33,SERPA José Rodolfo,35,Lampre - Merida,,,4:58:03,tour-of-the-alps/2014/stage-3,2014
68,68,87,+26:37,52,EIJSSEN Yannick,24,BMC Racing Team,,,4:58:38,tour-of-the-alps/2014/stage-3,2014
69,69,85,+26:03,102,MOLINA Antonio,23,Caja Rural - Seguros RGA,,,5:00:01,tour-of-the-alps/2014/stage-3,2014
70,70,80,+25:35,23,DOWSETT Alex,25,Movistar Team,,,5:00:01,tour-of-the-alps/2014/stage-3,2014
71,71,72,+23:45,36,XU Gang,30,Lampre - Merida,,,5:00:01,tour-of-the-alps/2014/stage-3,2014
72,72,77,+24:43,25,QUINTANA Dayer,21,Movistar Team,,,5:00:01,tour-of-the-alps/2014/stage-3,2014
73,73,96,+29:20,142,KLIMOV Sergey,33,RusVelo,,,5:00:01,tour-of-the-alps/2014/stage-3,2014
74,74,88,+26:52,111,MARYCZ Jarosław,27,CCC Polsat Polkowice,,,5:00:06,tour-of-the-alps/2014/stage-3,2014
75,75,89,+27:29,145,FIRSANOV Sergey,31,RusVelo,,,5:00:07,tour-of-the-alps/2014/stage-3,2014
76,76,90,+27:38,91,ARANGO Juan Esteban,27,Team Colombia,,,5:00:08,tour-of-the-alps/2014/stage-3,2014
77,77,76,+24:11,118,MATYSIAK Bartłomiej,29,CCC Polsat Polkowice,,,5:00:10,tour-of-the-alps/2014/stage-3,2014
78,78,83,+25:51,4,KESSIAKOFF Fredrik,33,Astana Pro Team,,,5:00:10,tour-of-the-alps/2014/stage-3,2014
79,79,100,+30:59,143,SOLOMENNIKOV Andrei,26,RusVelo,,,5:00:10,tour-of-the-alps/2014/stage-3,2014
80,80,81,+25:37,113,HONKISZ Adrian,26,CCC Polsat Polkowice,,,5:00:10,tour-of-the-alps/2014/stage-3,2014
81,81,93,+28:35,114,PATERSKI Maciej,27,CCC Polsat Polkowice,,,5:00:10,tour-of-the-alps/2014/stage-3,2014
82,82,74,+23:50,152,BENEDETTI Cesare,26,Team NetApp – Endura,,,5:00:10,tour-of-the-alps/2014/stage-3,2014
83,83,84,+25:51,8,HUFFMAN Evan,24,Astana Pro Team,,,5:00:10,tour-of-the-alps/2014/stage-3,2014
84,84,71,+23:37,126,TEKLEHAIMANOT Daniel,25,MTN - Qhubeka,,,5:00:10,tour-of-the-alps/2014/stage-3,2014
85,85,82,+25:41,65,PUCCIO Salvatore,24,Team Sky,,,5:00:10,tour-of-the-alps/2014/stage-3,2014
86,86,92,+28:30,147,SEROV Alexander,31,RusVelo,,,5:00:10,tour-of-the-alps/2014/stage-3,2014
87,87,66,+21:23,72,ZILIOLI Gianfranco,24,Androni Giocattoli - Venezuela,,,5:00:10,tour-of-the-alps/2014/stage-3,2014
88,88,65,+21:13,34,CONTI Valerio,21,Lampre - Merida,,,5:00:10,tour-of-the-alps/2014/stage-3,2014
89,89,86,+26:08,122,NIYONSHUTI Adrien,27,MTN - Qhubeka,,,5:00:10,tour-of-the-alps/2014/stage-3,2014
90,90,79,+25:22,81,BATTAGLIN Enrico,24,Bardiani - CSF Pro Team,,,5:00:10,tour-of-the-alps/2014/stage-3,2014
91,91,68,+21:59,64,BOSWELL Ian,23,Team Sky,,,5:00:10,tour-of-the-alps/2014/stage-3,2014
92,92,98,+30:42,121,JIM Songezo,23,MTN - Qhubeka,,,5:00:19,tour-of-the-alps/2014/stage-3,2014
93,93,69,+22:10,87,LOCATELLI Stefano,25,Bardiani - CSF Pro Team,,,5:00:22,tour-of-the-alps/2014/stage-3,2014
94,94,99,+30:58,17,GRETSCH Patrick,27,AG2R La Mondiale,,,5:00:22,tour-of-the-alps/2014/stage-3,2014
95,95,95,+29:16,93,DUQUE Leonardo Fabio,34,Team Colombia,,,5:00:22,tour-of-the-alps/2014/stage-3,2014
96,96,91,+28:27,57,OSS Daniel,27,BMC Racing Team,,,5:00:30,tour-of-the-alps/2014/stage-3,2014
97,97,97,+29:30,116,ČERNÝ Josef,20,CCC Polsat Polkowice,,,5:00:59,tour-of-the-alps/2014/stage-3,2014
98,98,70,+23:31,156,CAMAÑO Iker,35,Team NetApp – Endura,,,5:01:19,tour-of-the-alps/2014/stage-3,2014
99,99,67,+21:28,132,TABORRE Fabio,28,Neri Sottoli,,,5:01:22,tour-of-the-alps/2014/stage-3,2014
100,100,78,+25:05,85,DE IESO Donato,25,Bardiani - CSF Pro Team,,,5:03:17,tour-of-the-alps/2014/stage-3,2014
101,101,104,+32:57,101,DOMENE Ramon,24,Caja Rural - Seguros RGA,,,5:05:59,tour-of-the-alps/2014/stage-3,2014
102,102,101,+31:34,138,CONTI Samuele,22,Neri Sottoli,,,5:06:47,tour-of-the-alps/2014/stage-3,2014
103,103,102,+32:05,35,DODI Luca,26,Lampre - Merida,,,5:06:50,tour-of-the-alps/2014/stage-3,2014
104,104,106,+34:14,148,ERSHOV Artur,24,RusVelo,,,5:06:50,tour-of-the-alps/2014/stage-3,2014
105,105,114,+44:44,58,ZABEL Rick,20,BMC Racing Team,,,5:07:27,tour-of-the-alps/2014/stage-3,2014
106,106,116,+45:31,18,KADRI Blel,27,AG2R La Mondiale,,,5:07:27,tour-of-the-alps/2014/stage-3,2014
107,107,117,+47:26,55,LANDER Sebastian,23,BMC Racing Team,,,5:07:27,tour-of-the-alps/2014/stage-3,2014
108,108,115,+44:56,54,KOHLER Martin,28,BMC Racing Team,,,5:07:27,tour-of-the-alps/2014/stage-3,2014
109,109,110,+35:48,158,THWAITES Scott,24,Team NetApp – Endura,,,5:07:27,tour-of-the-alps/2014/stage-3,2014
110,110,111,+37:01,95,QUINTERO Dúber,23,Team Colombia,,,5:07:27,tour-of-the-alps/2014/stage-3,2014
111,111,108,+35:38,26,SANZ Enrique,24,Movistar Team,,,5:07:27,tour-of-the-alps/2014/stage-3,2014
112,112,107,+34:23,107,GRIJALBA Fernando,23,Caja Rural - Seguros RGA,,,5:07:27,tour-of-the-alps/2014/stage-3,2014
113,113,109,+35:47,38,FAVILLI Elia,25,Lampre - Merida,,,5:07:27,tour-of-the-alps/2014/stage-3,2014
114,114,105,+33:17,133,MILETTA Luigi,25,Neri Sottoli,,,5:07:27,tour-of-the-alps/2014/stage-3,2014
115,115,112,+38:04,12,HOULE Hugo,23,AG2R La Mondiale,,,5:07:27,tour-of-the-alps/2014/stage-3,2014
116,116,113,+43:10,28,VISCONTI Giovanni,31,Movistar Team,,,5:07:27,tour-of-the-alps/2014/stage-3,2014
117,117,103,+32:15,137,CECCHINEL Giorgio,24,Neri Sottoli,,,5:07:36,tour-of-the-alps/2014/stage-3,2014
