,rank,prev,standing,bib,rider,age,team,uci,point,time,stage,year
18,18,18,+3:42,2,PERAUD Jean-Christophe,37,AG2R La Mondiale,,,4:40:02,tour-of-the-alps/2015/stage-2,2015
19,19,19,+3:58,13,KANGERT Tanel,28,Astana Pro Team,,,4:40:21,tour-of-the-alps/2015/stage-2,2015
20,20,20,+5:32,116,KUDUS Merhawi,21,MTN - Qhubeka,,,4:41:35,tour-of-the-alps/2015/stage-2,2015
21,21,25,+6:37,148,TXURRUKA Amets,32,Caja Rural - Seguros RGA,,,4:42:45,tour-of-the-alps/2015/stage-2,2015
22,22,26,+6:37,142,FRAILE Omar,24,Caja Rural - Seguros RGA,,,4:42:45,tour-of-the-alps/2015/stage-2,2015
23,23,21,+6:18,132,BUCHMANN Emanuel,22,Bora - Argon 18,,,4:42:45,tour-of-the-alps/2015/stage-2,2015
24,24,22,+6:18,136,NERZ Dominik,25,Bora - Argon 18,,,4:42:45,tour-of-the-alps/2015/stage-2,2015
25,25,30,+6:49,63,BISOLTI Alessandro,30,Nippo - Vini Fantini ,,,4:42:45,tour-of-the-alps/2015/stage-2,2015
26,26,27,+6:37,147,VILELA Ricardo,27,Caja Rural - Seguros RGA,,,4:42:45,tour-of-the-alps/2015/stage-2,2015
27,27,35,+7:09,46,TALIANI Alessio,24,Androni Giocattoli - Sidermec,,,4:42:45,tour-of-the-alps/2015/stage-2,2015
28,28,23,+6:22,17,TIRALONGO Paolo,37,Astana Pro Team,,,4:42:45,tour-of-the-alps/2015/stage-2,2015
29,29,37,+7:12,95,PEDRAZA Wálter Fernando,33,Team Colombia,,,4:42:45,tour-of-the-alps/2015/stage-2,2015
30,30,29,+6:42,23,MOSER Moreno,24,Team Cannondale - Garmin ,,,4:42:45,tour-of-the-alps/2015/stage-2,2015
31,31,42,+8:06,25,BROWN Nathan,23,Team Cannondale - Garmin ,,,4:42:45,tour-of-the-alps/2015/stage-2,2015
32,32,28,+6:40,15,MALACARNE Davide,27,Astana Pro Team,,,4:42:45,tour-of-the-alps/2015/stage-2,2015
33,33,33,+6:57,47,GABBURO Davide,22,,,,4:42:45,tour-of-the-alps/2015/stage-2,2015
34,34,24,+6:22,18,ZEITS Andrey,28,Astana Pro Team,,,4:42:45,tour-of-the-alps/2015/stage-2,2015
35,35,31,+6:54,51,BONGIORNO Francesco Manuel,24,Bardiani - CSF Pro Team,,,4:42:45,tour-of-the-alps/2015/stage-2,2015
36,36,32,+6:54,57,STERBINI Luca,22,Bardiani - CSF Pro Team,,,4:42:45,tour-of-the-alps/2015/stage-2,2015
37,37,47,+9:18,28,VILLELLA Davide,23,Team Cannondale - Garmin ,,,4:43:12,tour-of-the-alps/2015/stage-2,2015
38,38,36,+6:32,22,DOMBROWSKI Joe,23,Team Cannondale - Garmin ,,,4:43:12,tour-of-the-alps/2015/stage-2,2015
39,39,40,+7:36,41,PELLIZOTTI Franco,37,Androni Giocattoli - Sidermec,,,4:43:12,tour-of-the-alps/2015/stage-2,2015
40,40,34,+7:07,85,MONSALVE Yonathan,25,Southeast,,,4:43:12,tour-of-the-alps/2015/stage-2,2015
41,41,39,+7:35,152,PÖSTLBERGER Lukas,23,Tirol Cycling Team,,,4:43:12,tour-of-the-alps/2015/stage-2,2015
42,42,41,+7:39,55,CHIRICO Luca,22,Bardiani - CSF Pro Team,,,4:43:30,tour-of-the-alps/2015/stage-2,2015
43,43,38,+7:33,82,BUSATO Matteo,27,Southeast,,,4:43:38,tour-of-the-alps/2015/stage-2,2015
45,45,43,+8:34,144,CARTHY Hugh,20,Caja Rural - Seguros RGA,,,4:44:42,tour-of-the-alps/2015/stage-2,2015
46,46,51,+9:25,124,ZANGERLE Joel,26,Cult Energy Pro Cycling,,,4:44:54,tour-of-the-alps/2015/stage-2,2015
47,47,45,+9:09,44,NARDELLI Stefano,21,,,,4:44:54,tour-of-the-alps/2015/stage-2,2015
48,48,44,+8:51,113,BERHANE Natnael,24,MTN - Qhubeka,,,4:44:54,tour-of-the-alps/2015/stage-2,2015
49,49,48,+9:21,92,DUARTE Fabio,28,Team Colombia,,,4:44:54,tour-of-the-alps/2015/stage-2,2015
50,50,50,+9:24,157,FREIBERGER Markus,19,Tirol Cycling Team,,,4:45:01,tour-of-the-alps/2015/stage-2,2015
51,51,55,+10:25,137,SALERNO Cristiano,30,Bora - Argon 18,,,4:45:43,tour-of-the-alps/2015/stage-2,2015
52,52,46,+9:16,131,BENEDETTI Cesare,27,Bora - Argon 18,,,4:45:43,tour-of-the-alps/2015/stage-2,2015
53,53,49,+9:23,4,DUPONT Hubert,34,AG2R La Mondiale,,,4:45:43,tour-of-the-alps/2015/stage-2,2015
54,54,53,+10:02,48,SANTORO Antonio,25,,,,4:45:43,tour-of-the-alps/2015/stage-2,2015
55,55,54,+10:07,81,CECCHINEL Giorgio,25,Southeast,,,4:46:12,tour-of-the-alps/2015/stage-2,2015
56,56,59,+13:27,96,RAMIREZ Brayan Steven,22,Team Colombia,,,4:49:00,tour-of-the-alps/2015/stage-2,2015
57,57,56,+12:33,33,HENAO Sebastián,21,Team Sky,,,4:49:00,tour-of-the-alps/2015/stage-2,2015
58,58,57,+12:33,134,KONRAD Patrick,23,Bora - Argon 18,,,4:49:00,tour-of-the-alps/2015/stage-2,2015
59,59,58,+12:47,32,NIEVE Mikel,30,Team Sky,,,4:49:00,tour-of-the-alps/2015/stage-2,2015
60,60,60,+13:30,156,SCHULTUS Patric,21,Tirol Cycling Team,,,4:49:07,tour-of-the-alps/2015/stage-2,2015
61,61,62,+13:55,125,LARSSON Gustav Erik,34,Cult Energy Pro Cycling,,,4:49:24,tour-of-the-alps/2015/stage-2,2015
62,62,61,+13:54,46,PETILLI Simone,21,,,,4:49:42,tour-of-the-alps/2015/stage-2,2015
63,63,65,+14:09,42,CICCONE Giulio,20,,,,4:49:57,tour-of-the-alps/2015/stage-2,2015
64,64,64,+14:06,5,GRETSCH Patrick,28,AG2R La Mondiale,,,4:50:26,tour-of-the-alps/2015/stage-2,2015
65,65,83,+16:01,43,FRAPPORTI Marco,30,Androni Giocattoli - Sidermec,,,4:50:26,tour-of-the-alps/2015/stage-2,2015
66,66,75,+14:50,47,ȚVETCOV Serghei,26,Androni Giocattoli - Sidermec,,,4:50:26,tour-of-the-alps/2015/stage-2,2015
67,67,73,+14:49,154,SCHIPFLINGER Florian,19,Tirol Cycling Team,,,4:50:26,tour-of-the-alps/2015/stage-2,2015
68,68,76,+14:50,155,BRKIC Benjamin,18,Tirol Cycling Team,,,4:50:26,tour-of-the-alps/2015/stage-2,2015
69,69,85,+16:49,98,SARMIENTO Cayetano José,28,Team Colombia,,,4:50:26,tour-of-the-alps/2015/stage-2,2015
70,70,74,+14:49,153,PRAXMARER Stefan,26,Tirol Cycling Team,,,4:50:26,tour-of-the-alps/2015/stage-2,2015
71,71,66,+14:18,146,MOLINA Antonio,24,Caja Rural - Seguros RGA,,,4:50:26,tour-of-the-alps/2015/stage-2,2015
72,72,68,+14:23,115,TEKLEHAIMANOT Daniel,26,MTN - Qhubeka,,,4:50:26,tour-of-the-alps/2015/stage-2,2015
73,73,84,+16:06,112,NIYONSHUTI Adrien,28,MTN - Qhubeka,,,4:50:26,tour-of-the-alps/2015/stage-2,2015
74,74,79,+15:04,158,WÖHRER David,25,Tirol Cycling Team,,,4:50:26,tour-of-the-alps/2015/stage-2,2015
75,75,78,+14:59,3,DOMONT Axel,24,AG2R La Mondiale,,,4:50:26,tour-of-the-alps/2015/stage-2,2015
76,76,70,+14:38,45,RAVANELLI Simone,19,,,,4:50:26,tour-of-the-alps/2015/stage-2,2015
77,77,71,+14:44,102,ARSLANOV Ildar,21,RusVelo,,,4:50:26,tour-of-the-alps/2015/stage-2,2015
78,78,77,+14:53,97,RUBIANO Miguel Angel,30,Team Colombia,,,4:50:26,tour-of-the-alps/2015/stage-2,2015
79,79,69,+14:30,62,BERLATO Giacomo,23,Nippo - Vini Fantini ,,,4:50:26,tour-of-the-alps/2015/stage-2,2015
80,80,72,+14:45,103,RYBAKOV Alexander,26,RusVelo,,,4:50:26,tour-of-the-alps/2015/stage-2,2015
81,81,81,+15:48,38,ZANDIO Xabier,38,Team Sky,,,4:50:26,tour-of-the-alps/2015/stage-2,2015
82,82,67,+14:18,141,ARROYO David,35,Caja Rural - Seguros RGA,,,4:50:26,tour-of-the-alps/2015/stage-2,2015
83,83,63,+13:59,36,BOSWELL Ian,24,Team Sky,,,4:50:26,tour-of-the-alps/2015/stage-2,2015
84,84,80,+15:25,58,STERBINI Simone,21,Bardiani - CSF Pro Team,,,4:51:15,tour-of-the-alps/2015/stage-2,2015
85,85,82,+15:59,45,TABORRE Fabio,29,Androni Giocattoli - Sidermec,,,4:51:35,tour-of-the-alps/2015/stage-2,2015
86,86,86,+18:12,106,OVECHKIN Artem,28,RusVelo,,,4:53:54,tour-of-the-alps/2015/stage-2,2015
87,87,87,+19:45,145,MADRAZO Ángel,26,Caja Rural - Seguros RGA,,,4:55:53,tour-of-the-alps/2015/stage-2,2015
88,88,88,+20:05,84,FONZI Giuseppe,23,Southeast,,,4:56:10,tour-of-the-alps/2015/stage-2,2015
89,89,90,+21:09,122,HNÍK Karel,23,Cult Energy Pro Cycling,,,4:56:38,tour-of-the-alps/2015/stage-2,2015
90,90,89,+20:33,138,VOSS Paul,29,Bora - Argon 18,,,4:57:00,tour-of-the-alps/2015/stage-2,2015
91,91,93,+21:49,121,GERDEMANN Linus,32,Cult Energy Pro Cycling,,,4:57:18,tour-of-the-alps/2015/stage-2,2015
92,92,91,+21:13,83,FINETTO Mauro,29,Southeast,,,4:57:18,tour-of-the-alps/2015/stage-2,2015
93,93,92,+21:31,118,VAN ZYL Johann,24,MTN - Qhubeka,,,4:57:34,tour-of-the-alps/2015/stage-2,2015
94,94,95,+22:25,27,SKJERPING Kristoffer,21,Team Cannondale - Garmin ,,,4:58:28,tour-of-the-alps/2015/stage-2,2015
95,95,94,+22:03,133,HUZARSKI Bartosz,34,Bora - Argon 18,,,4:58:28,tour-of-the-alps/2015/stage-2,2015
96,96,96,+22:25,24,HANSEN Lasse Norman,23,Team Cannondale - Garmin ,,,4:58:28,tour-of-the-alps/2015/stage-2,2015
97,97,98,+22:59,123,QUAADE Rasmus,25,Cult Energy Pro Cycling,,,4:58:02,tour-of-the-alps/2015/stage-2,2015
98,98,97,+22:52,44,STORTONI Simone,29,Androni Giocattoli - Sidermec,,,4:58:28,tour-of-the-alps/2015/stage-2,2015
99,99,99,+23:59,56,ANDREETTA Simone,21,Bardiani - CSF Pro Team,,,4:59:36,tour-of-the-alps/2015/stage-2,2015
100,100,117,+27:41,86,PONZI Simone,28,Southeast,,,5:01:06,tour-of-the-alps/2015/stage-2,2015
101,101,104,+25:15,53,PIECHELE Andrea,27,Bardiani - CSF Pro Team,,,5:01:06,tour-of-the-alps/2015/stage-2,2015
102,102,107,+25:21,68,STACCHIOTTI Riccardo,23,Nippo - Vini Fantini ,,,5:01:06,tour-of-the-alps/2015/stage-2,2015
103,103,112,+25:39,91,CASTIBLANCO Jorge Camilo,27,Team Colombia,,,5:01:06,tour-of-the-alps/2015/stage-2,2015
104,104,101,+25:10,67,MALAGUTI Alessandro,27,Nippo - Vini Fantini ,,,5:01:06,tour-of-the-alps/2015/stage-2,2015
105,105,108,+25:24,108,KUSTADINCHEV Roman,19,RusVelo,,,5:01:06,tour-of-the-alps/2015/stage-2,2015
106,106,105,+25:18,43,MOSCON Gianni,21,,,,5:01:06,tour-of-the-alps/2015/stage-2,2015
107,107,116,+27:20,107,KOMIN Aleksandr,20,RusVelo,,,5:01:06,tour-of-the-alps/2015/stage-2,2015
108,108,115,+26:41,65,ISHIBASHI Manabu,22,Nippo - Vini Fantini ,,,5:01:06,tour-of-the-alps/2015/stage-2,2015
109,109,102,+25:10,64,FILOSI Iuri,23,Nippo - Vini Fantini ,,,5:01:06,tour-of-the-alps/2015/stage-2,2015
110,110,110,+25:30,42,GATTO Oscar,30,Androni Giocattoli - Sidermec,,,5:01:06,tour-of-the-alps/2015/stage-2,2015
111,111,109,+25:24,101,FOLIFOROV Alexander,23,RusVelo,,,5:01:06,tour-of-the-alps/2015/stage-2,2015
112,112,111,+25:35,143,BENITO Miguel Ángel,21,Caja Rural - Seguros RGA,,,4:41:38,tour-of-the-alps/2015/stage-2,2015
113,113,103,+25:10,66,NIBALI Antonio,22,Nippo - Vini Fantini ,,,5:01:06,tour-of-the-alps/2015/stage-2,2015
114,114,100,+25:01,88,FAVILLI Elia,26,Southeast,,,5:01:06,tour-of-the-alps/2015/stage-2,2015
115,115,106,+25:18,41,PAOLINI Luca,38,,,,5:01:06,tour-of-the-alps/2015/stage-2,2015
116,116,113,+26:02,105,EVTUSHENKO Alexander,21,RusVelo,,,5:01:44,tour-of-the-alps/2015/stage-2,2015
117,117,114,+26:28,6,HOULE Hugo,24,AG2R La Mondiale,,,5:02:48,tour-of-the-alps/2015/stage-2,2015
118,118,119,+32:44,7,KADRI Blel,28,AG2R La Mondiale,,,5:06:22,tour-of-the-alps/2015/stage-2,2015
119,119,120,+33:39,151,SCHOIBL Mario,24,Tirol Cycling Team,,,5:06:22,tour-of-the-alps/2015/stage-2,2015
120,120,118,+30:17,87,TEDESCHI Mirko,26,Southeast,,,5:06:22,tour-of-the-alps/2015/stage-2,2015
