,rank,prev,standing,bib,rider,age,team,uci,point,time,stage,year
36,36,55,+43:59,56,VELASCO Simone,22,Wilier Triestina - Selle Italia,,,4:22:26,tour-of-the-alps/2018/stage-5,2018
37,37,56,+44:36,17,JAUREGUI Quentin,23,AG2R La Mondiale,,,4:22:26,tour-of-the-alps/2018/stage-5,2018
38,38,50,+38:48,181,FIRSANOV Sergey,35,Gazprom-RusVelo,,,4:22:27,tour-of-the-alps/2018/stage-5,2018
39,39,53,+40:45,22,BOU Joan,21,Nippo - Vini Fantini - Europa Ovini,,,4:22:27,tour-of-the-alps/2018/stage-5,2018
40,40,63,+51:01,183,ARSLANOV Ildar,24,Gazprom-RusVelo,,,4:22:28,tour-of-the-alps/2018/stage-5,2018
41,41,31,+22:58,187,VLASOV Aleksandr,21,Gazprom-RusVelo,,,4:22:28,tour-of-the-alps/2018/stage-5,2018
42,42,37,+30:00,131,BATTAGLIN Enrico,28,Team LottoNL-Jumbo,,,4:22:28,tour-of-the-alps/2018/stage-5,2018
43,43,38,+32:04,127,TORRES Rodolfo Andrés,31,Androni Giocattoli - Sidermec,,,4:22:28,tour-of-the-alps/2018/stage-5,2018
44,44,41,+34:11,57,RAGGIO Luca,23,Wilier Triestina - Selle Italia,,,4:22:28,tour-of-the-alps/2018/stage-5,2018
45,45,22,+10:43,41,CONCI Nicola,21,Italy,,,4:22:28,tour-of-the-alps/2018/stage-5,2018
46,46,35,+26:43,85,ITURRIA Mikel,26,Euskadi - Murias,,,4:22:28,tour-of-the-alps/2018/stage-5,2018
47,47,34,+26:16,122,BISOLTI Alessandro,33,Androni Giocattoli - Sidermec,,,4:22:28,tour-of-the-alps/2018/stage-5,2018
48,48,70,+57:51,197,TUREK Daniel,25,Israel Cycling Academy,,,4:22:28,tour-of-the-alps/2018/stage-5,2018
49,49,65,+54:42,43,MONACO Alessandro,20,Italy,,,4:22:28,tour-of-the-alps/2018/stage-5,2018
50,50,49,+38:42,161,ANDREETTA Simone,24,Bardiani - CSF,,,4:22:28,tour-of-the-alps/2018/stage-5,2018
51,51,51,+39:48,62,EIBEGGER Markus,33,Team Felbermayr - Simplon Wels ,,,4:22:28,tour-of-the-alps/2018/stage-5,2018
52,52,54,+41:42,54,ZARDINI Edoardo,28,Wilier Triestina - Selle Italia,,,4:22:28,tour-of-the-alps/2018/stage-5,2018
53,53,36,+28:25,55,TURRIN Alex,25,Wilier Triestina - Selle Italia,,,4:22:28,tour-of-the-alps/2018/stage-5,2018
54,54,69,+56:46,23,BAGIOLI Nicola,23,Nippo - Vini Fantini - Europa Ovini,,,4:22:28,tour-of-the-alps/2018/stage-5,2018
55,55,61,+50:15,81,TXOPERENA Beñat,26,Euskadi - Murias,,,4:25:56,tour-of-the-alps/2018/stage-5,2018
56,56,59,+48:22,32,CONTI Valerio,25,UAE-Team Emirates,,,4:26:21,tour-of-the-alps/2018/stage-5,2018
57,57,71,+58:59,195,NIV Guy,24,Israel Cycling Academy,,,4:26:21,tour-of-the-alps/2018/stage-5,2018
58,58,40,+33:51,5,HENAO Sebastián,24,Team Sky,,,4:26:21,tour-of-the-alps/2018/stage-5,2018
59,59,42,+36:01,4,DE LA CRUZ David,28,Team Sky,,,4:26:21,tour-of-the-alps/2018/stage-5,2018
60,60,57,+45:21,16,BIDARD François,26,AG2R La Mondiale,,,4:26:21,tour-of-the-alps/2018/stage-5,2018
61,61,82,+1:11:00,94,SCHINNAGEL Johannes,21,Tirol Cycling Team,,,4:30:59,tour-of-the-alps/2018/stage-5,2018
62,62,72,+59:51,143,LUDVIGSSON Tobias,27,Groupama - FDJ,,,4:30:59,tour-of-the-alps/2018/stage-5,2018
63,63,48,+38:13,101,GROßSCHARTNER Felix,24,BORA - hansgrohe,,,4:30:59,tour-of-the-alps/2018/stage-5,2018
64,64,79,+1:08:56,47,PICCOT Michel,21,Italy,,,4:30:59,tour-of-the-alps/2018/stage-5,2018
65,65,60,+49:23,154,AGNOLI Valerio,33,Bahrain Merida Pro Cycling Team,,,4:30:59,tour-of-the-alps/2018/stage-5,2018
66,66,43,+36:38,11,MONTAGUTI Matteo,34,AG2R La Mondiale,,,4:30:59,tour-of-the-alps/2018/stage-5,2018
67,67,73,+1:01:35,194,DÍAZ José Manuel,23,Israel Cycling Academy,,,4:30:59,tour-of-the-alps/2018/stage-5,2018
68,68,83,+1:11:08,53,MOSCA Jacopo,24,Wilier Triestina - Selle Italia,,,4:30:59,tour-of-the-alps/2018/stage-5,2018
69,69,44,+37:29,34,LAENGEN Vegard Stake,29,UAE-Team Emirates,,,4:30:59,tour-of-the-alps/2018/stage-5,2018
70,70,68,+56:17,112,BERHANE Natnael,27,Team Dimension Data,,,4:30:59,tour-of-the-alps/2018/stage-5,2018
71,71,64,+51:13,144,MORABITO Steve,35,Groupama - FDJ,,,4:30:59,tour-of-the-alps/2018/stage-5,2018
73,73,47,+38:01,75,STALNOV Nikita,26,Astana Pro Team,,,4:30:59,tour-of-the-alps/2018/stage-5,2018
74,74,39,+32:35,162,CARBONI Giovanni,22,Bardiani - CSF,,,4:32:09,tour-of-the-alps/2018/stage-5,2018
75,75,62,+50:41,165,ROTA Lorenzo,22,Bardiani - CSF,,,4:32:09,tour-of-the-alps/2018/stage-5,2018
76,76,75,+1:02:58,45,SOBRERO Matteo,20,Italy,,,4:32:09,tour-of-the-alps/2018/stage-5,2018
77,77,90,+1:34:33,95,FRIEDRICH Marco,20,Tirol Cycling Team,,,4:32:09,tour-of-the-alps/2018/stage-5,2018
78,78,58,+48:09,42,AMICI Alberto,24,Italy,,,4:32:09,tour-of-the-alps/2018/stage-5,2018
79,79,78,+1:07:32,136,OLIVIER Daan,25,Team LottoNL-Jumbo,,,4:32:09,tour-of-the-alps/2018/stage-5,2018
80,80,89,+1:26:37,196,GOLDSTEIN Omer,21,Israel Cycling Academy,,,4:32:09,tour-of-the-alps/2018/stage-5,2018
81,81,88,+1:16:22,191,GEBREMEDHIN Awet,26,Israel Cycling Academy,,,4:32:09,tour-of-the-alps/2018/stage-5,2018
82,82,66,+54:47,66,RABITSCH Stephan,26,Team Felbermayr - Simplon Wels ,,,4:32:09,tour-of-the-alps/2018/stage-5,2018
83,83,86,+1:13:37,84,BARCELÓ Fernando,22,Euskadi - Murias,,,4:32:09,tour-of-the-alps/2018/stage-5,2018
84,84,80,+1:08:59,172,KOCH Jonas,24,CCC Sprandi Polkowice ,,,4:32:09,tour-of-the-alps/2018/stage-5,2018
85,85,81,+1:09:32,175,PLUCIŃSKI Leszek,27,CCC Sprandi Polkowice ,,,4:32:09,tour-of-the-alps/2018/stage-5,2018
86,86,77,+1:07:11,27,ITO Masakazu,29,Nippo - Vini Fantini - Europa Ovini,,,4:32:09,tour-of-the-alps/2018/stage-5,2018
87,87,84,+1:11:32,137,VAN HOECKE Gijs,26,Team LottoNL-Jumbo,,,4:34:52,tour-of-the-alps/2018/stage-5,2018
88,88,87,+1:16:17,134,EENKHOORN Pascal,21,Team LottoNL-Jumbo,,,4:34:52,tour-of-the-alps/2018/stage-5,2018
89,89,74,+1:02:10,96,ZIMMERMANN Georg,20,Tirol Cycling Team,,,4:34:52,tour-of-the-alps/2018/stage-5,2018
90,90,85,+1:11:42,173,SISR František,25,CCC Sprandi Polkowice ,,,4:34:52,tour-of-the-alps/2018/stage-5,2018
