,rank,prev,standing,bib,rider,age,team,uci,point,time,stage,year
75,75,85,+55:55,4,BONNAFOND Guillaume,25,AG2R La Mondiale,,,4:41:18,tour-of-the-alps/2013/stage-4,2013
76,76,102,+1:09:05,171,FEDI Andrea,21,Ceramica Flaminia - Fondriest,,,4:41:21,tour-of-the-alps/2013/stage-4,2013
77,77,58,+35:58,81,BATTAGLIN Enrico,23,Bardiani Valvole - CSF Inox ,,,4:41:36,tour-of-the-alps/2013/stage-4,2013
78,78,67,+45:01,66,MALACARNE Davide,25,Team Europcar,,,4:41:36,tour-of-the-alps/2013/stage-4,2013
79,79,86,+55:56,24,PINOTTI Marco,37,BMC Racing Team,,,4:43:16,tour-of-the-alps/2013/stage-4,2013
80,80,87,+56:31,102,GARZELLI Stefano,39,Vini Fantini,,,4:43:23,tour-of-the-alps/2013/stage-4,2013
81,81,75,+50:21,14,VANOTTI Alessandro,32,Astana Pro Team,,,4:43:23,tour-of-the-alps/2013/stage-4,2013
82,82,88,+56:51,107,PRONI Alessandro,30,Vini Fantini,,,4:43:23,tour-of-the-alps/2013/stage-4,2013
83,83,78,+51:35,101,MONGUZZI Cristiano,27,Vini Fantini,,,4:43:23,tour-of-the-alps/2013/stage-4,2013
84,84,93,+1:00:23,123,MORAJKO Jacek,31,CCC Polsat Polkowice,,,4:43:23,tour-of-the-alps/2013/stage-4,2013
85,85,61,+39:06,92,DUARTE Fabio,26,Team Colombia,,,4:43:23,tour-of-the-alps/2013/stage-4,2013
86,86,95,+1:01:32,106,TABORRE Fabio,27,Vini Fantini,,,4:43:23,tour-of-the-alps/2013/stage-4,2013
87,87,66,+45:00,61,ARASHIRO Yukiya,28,Team Europcar,,,4:43:25,tour-of-the-alps/2013/stage-4,2013
88,88,92,+59:55,175,GORODNICHEV Ilya,26,Ceramica Flaminia - Fondriest,,,4:43:41,tour-of-the-alps/2013/stage-4,2013
89,89,68,+45:04,174,DAL SANTO Nicola,24,Ceramica Flaminia - Fondriest,,,4:43:55,tour-of-the-alps/2013/stage-4,2013
90,90,70,+45:37,143,JANSE VAN RENSBURG Jacques,25,MTN - Qhubeka,,,4:44:06,tour-of-the-alps/2013/stage-4,2013
91,91,90,+58:22,127,OWSIAN Łukasz,23,CCC Polsat Polkowice,,,4:44:10,tour-of-the-alps/2013/stage-4,2013
92,92,105,+1:10:29,154,MATZKA Ralf,23,Team NetApp – Endura,,,4:44:45,tour-of-the-alps/2013/stage-4,2013
93,93,65,+44:41,36,SALERNO Cristiano,28,Cannondale Pro Cycling Team,,,4:44:51,tour-of-the-alps/2013/stage-4,2013
94,94,101,+1:09:02,74,ERMETI Giairo,32,Androni Giocattoli - Venezuela,,,4:45:07,tour-of-the-alps/2013/stage-4,2013
95,95,106,+1:12:22,47,FERRARI Roberto,30,Lampre - Merida,,,4:45:07,tour-of-the-alps/2013/stage-4,2013
96,96,91,+59:14,146,RUSSOM Meron,26,MTN - Qhubeka,,,4:45:36,tour-of-the-alps/2013/stage-4,2013
97,97,94,+1:01:21,148,GRMAY Tsgabu,21,MTN - Qhubeka,,,4:45:36,tour-of-the-alps/2013/stage-4,2013
98,98,98,+1:04:43,88,BOEM Nicola,23,Bardiani Valvole - CSF Inox ,,,4:45:51,tour-of-the-alps/2013/stage-4,2013
99,99,103,+1:09:24,33,DALL'ANTONIA Tiziano,29,Cannondale Pro Cycling Team,,,4:45:51,tour-of-the-alps/2013/stage-4,2013
100,100,83,+54:10,126,ČERNÝ Josef,19,CCC Polsat Polkowice,,,4:46:20,tour-of-the-alps/2013/stage-4,2013
101,101,104,+1:10:03,125,MATYSIAK Bartłomiej,28,CCC Polsat Polkowice,,,4:46:27,tour-of-the-alps/2013/stage-4,2013
102,102,108,+1:13:46,157,SCHWARZMANN Michael,22,Team NetApp – Endura,,,4:46:30,tour-of-the-alps/2013/stage-4,2013
103,103,82,+54:06,178,ANTUNES Amaro,22,Ceramica Flaminia - Fondriest,,,4:46:43,tour-of-the-alps/2013/stage-4,2013
104,104,100,+1:06:02,144,VAN ZYL Johann,22,MTN - Qhubeka,,,4:48:05,tour-of-the-alps/2013/stage-4,2013
105,105,107,+1:12:47,142,JIM Songezo,22,MTN - Qhubeka,,,4:48:07,tour-of-the-alps/2013/stage-4,2013
106,106,96,+1:02:04,58,ZANDIO Xabier,36,Sky Procycling,,,4:48:44,tour-of-the-alps/2013/stage-4,2013
107,107,99,+1:04:48,56,PATE Danny,34,Sky Procycling,,,4:48:44,tour-of-the-alps/2013/stage-4,2013
108,108,97,+1:03:30,112,GÓMEZ Yelko,24,Caja Rural - Seguros RGA,,,4:48:44,tour-of-the-alps/2013/stage-4,2013
