,rank,prev,standing,bib,rider,age,team,uci,point,time,stage,year
51,51,46,+8:36,54,ZARDINI Edoardo,28,Wilier Triestina - Selle Italia,,,3:59:59,tour-of-the-alps/2018/stage-2,2018
52,52,63,+13:58,7,ROSA Diego,29,Team Sky,,,3:59:59,tour-of-the-alps/2018/stage-2,2018
53,53,43,+6:47,101,GROßSCHARTNER Felix,24,BORA - hansgrohe,,,3:59:59,tour-of-the-alps/2018/stage-2,2018
54,54,70,+15:49,13,CHEREL Mikaël,32,AG2R La Mondiale,,,4:00:02,tour-of-the-alps/2018/stage-2,2018
55,55,33,+5:41,146,REICHENBACH Sébastien,28,Groupama - FDJ,,,4:00:02,tour-of-the-alps/2018/stage-2,2018
56,56,77,+17:34,184,CHERKASOV Nikolay,21,Gazprom-RusVelo,,,4:00:02,tour-of-the-alps/2018/stage-2,2018
57,57,78,+17:49,44,COVILI Luca,21,Italy,,,4:00:17,tour-of-the-alps/2018/stage-2,2018
58,58,80,+18:07,195,NIV Guy,24,Israel Cycling Academy,,,4:00:35,tour-of-the-alps/2018/stage-2,2018
59,59,83,+18:21,92,BRKIC Benjamin,21,Tirol Cycling Team,,,4:00:49,tour-of-the-alps/2018/stage-2,2018
60,60,57,+12:13,187,VLASOV Aleksandr,21,Gazprom-RusVelo,,,4:00:52,tour-of-the-alps/2018/stage-2,2018
61,61,52,+10:48,131,BATTAGLIN Enrico,28,Team LottoNL-Jumbo,,,4:00:52,tour-of-the-alps/2018/stage-2,2018
62,62,84,+18:24,143,LUDVIGSSON Tobias,27,Groupama - FDJ,,,4:00:52,tour-of-the-alps/2018/stage-2,2018
63,63,86,+18:41,35,NIEMIEC Przemysław,38,UAE-Team Emirates,,,4:01:09,tour-of-the-alps/2018/stage-2,2018
64,64,54,+11:05,56,VELASCO Simone,22,Wilier Triestina - Selle Italia,,,4:01:09,tour-of-the-alps/2018/stage-2,2018
65,65,55,+11:07,154,AGNOLI Valerio,33,Bahrain Merida Pro Cycling Team,,,4:01:11,tour-of-the-alps/2018/stage-2,2018
66,66,53,+11:01,22,BOU Joan,21,Nippo - Vini Fantini - Europa Ovini,,,4:01:11,tour-of-the-alps/2018/stage-2,2018
67,67,49,+8:57,161,ANDREETTA Simone,24,Bardiani - CSF,,,4:01:13,tour-of-the-alps/2018/stage-2,2018
68,68,87,+19:09,123,FRAPPORTI Marco,33,Androni Giocattoli - Sidermec,,,4:01:37,tour-of-the-alps/2018/stage-2,2018
69,69,65,+14:13,117,JANSE VAN RENSBURG Jacques,30,Team Dimension Data,,,4:02:40,tour-of-the-alps/2018/stage-2,2018
70,70,56,+11:33,32,CONTI Valerio,25,UAE-Team Emirates,,,4:02:49,tour-of-the-alps/2018/stage-2,2018
71,71,45,+8:28,36,PETILLI Simone,24,UAE-Team Emirates,,,4:02:49,tour-of-the-alps/2018/stage-2,2018
72,72,91,+20:21,45,SOBRERO Matteo,20,Italy,,,4:02:49,tour-of-the-alps/2018/stage-2,2018
73,73,92,+20:32,115,MORTON Lachlan,26,Team Dimension Data,,,4:03:00,tour-of-the-alps/2018/stage-2,2018
74,74,108,+23:37,147,ROY Jérémy,34,Groupama - FDJ,,,4:03:01,tour-of-the-alps/2018/stage-2,2018
75,75,60,+12:57,144,MORABITO Steve,35,Groupama - FDJ,,,4:03:01,tour-of-the-alps/2018/stage-2,2018
76,76,76,+17:14,24,NAKANE Hideto,27,Nippo - Vini Fantini - Europa Ovini,,,4:03:15,tour-of-the-alps/2018/stage-2,2018
77,77,67,+14:48,105,PFINGSTEN Christoph,30,BORA - hansgrohe,,,4:03:20,tour-of-the-alps/2018/stage-2,2018
78,78,94,+20:52,136,OLIVIER Daan,25,Team LottoNL-Jumbo,,,4:03:20,tour-of-the-alps/2018/stage-2,2018
79,79,93,+20:52,197,TUREK Daniel,25,Israel Cycling Academy,,,4:03:20,tour-of-the-alps/2018/stage-2,2018
80,80,89,+20:08,194,DÍAZ José Manuel,23,Israel Cycling Academy,,,4:03:20,tour-of-the-alps/2018/stage-2,2018
81,81,69,+15:23,2,DEIGNAN Philip,34,Team Sky,,,4:03:50,tour-of-the-alps/2018/stage-2,2018
82,82,79,+18:01,112,BERHANE Natnael,27,Team Dimension Data,,,4:04:02,tour-of-the-alps/2018/stage-2,2018
83,83,96,+21:38,91,ADAMIETZ Johannes,19,Tirol Cycling Team,,,4:04:06,tour-of-the-alps/2018/stage-2,2018
84,84,97,+21:55,27,ITO Masakazu,29,Nippo - Vini Fantini - Europa Ovini,,,4:04:23,tour-of-the-alps/2018/stage-2,2018
85,85,98,+22:07,15,VENTURINI Clément,24,AG2R La Mondiale,,,4:04:35,tour-of-the-alps/2018/stage-2,2018
86,86,100,+22:09,137,VAN HOECKE Gijs,26,Team LottoNL-Jumbo,,,4:04:37,tour-of-the-alps/2018/stage-2,2018
87,87,85,+18:36,52,FLÓREZ Miguel Eduardo,22,Wilier Triestina - Selle Italia,,,4:04:37,tour-of-the-alps/2018/stage-2,2018
88,88,99,+22:09,135,KUSS Sepp,23,Team LottoNL-Jumbo,,,4:04:37,tour-of-the-alps/2018/stage-2,2018
89,89,66,+14:33,65,LEHNER Daniel,24,Team Felbermayr - Simplon Wels ,,,4:04:37,tour-of-the-alps/2018/stage-2,2018
90,90,101,+22:19,23,BAGIOLI Nicola,23,Nippo - Vini Fantini - Europa Ovini,,,4:04:47,tour-of-the-alps/2018/stage-2,2018
91,91,64,+14:02,124,GAVAZZI Francesco,33,Androni Giocattoli - Sidermec,,,4:04:47,tour-of-the-alps/2018/stage-2,2018
92,92,112,+25:11,46,BERNARDINETTI Marco,26,Italy,,,4:04:47,tour-of-the-alps/2018/stage-2,2018
93,93,103,+22:19,172,KOCH Jonas,24,CCC Sprandi Polkowice ,,,4:04:47,tour-of-the-alps/2018/stage-2,2018
94,94,102,+22:19,164,ORSINI Umberto,23,Bardiani - CSF,,,4:04:47,tour-of-the-alps/2018/stage-2,2018
95,95,104,+22:19,173,SISR František,25,CCC Sprandi Polkowice ,,,4:04:47,tour-of-the-alps/2018/stage-2,2018
97,97,58,+12:31,34,LAENGEN Vegard Stake,29,UAE-Team Emirates,,,4:04:47,tour-of-the-alps/2018/stage-2,2018
98,98,68,+14:53,17,JAUREGUI Quentin,23,AG2R La Mondiale,,,4:04:57,tour-of-the-alps/2018/stage-2,2018
99,99,105,+22:47,142,BONNET William,35,Groupama - FDJ,,,4:05:15,tour-of-the-alps/2018/stage-2,2018
100,100,72,+16:01,64,KRIZEK Matthias,29,Team Felbermayr - Simplon Wels ,,,4:05:15,tour-of-the-alps/2018/stage-2,2018
101,101,106,+22:52,175,PLUCIŃSKI Leszek,27,CCC Sprandi Polkowice ,,,4:05:20,tour-of-the-alps/2018/stage-2,2018
102,102,107,+23:26,47,PICCOT Michel,21,Italy,,,4:05:54,tour-of-the-alps/2018/stage-2,2018
103,103,71,+16:00,66,RABITSCH Stephan,26,Team Felbermayr - Simplon Wels ,,,4:06:04,tour-of-the-alps/2018/stage-2,2018
104,104,82,+18:17,121,BALLERINI Davide,23,Androni Giocattoli - Sidermec,,,4:06:21,tour-of-the-alps/2018/stage-2,2018
105,105,110,+24:41,6,PUCCIO Salvatore,28,Team Sky,,,4:07:09,tour-of-the-alps/2018/stage-2,2018
106,106,59,+12:54,156,VISCONTI Giovanni,35,Bahrain Merida Pro Cycling Team,,,4:07:09,tour-of-the-alps/2018/stage-2,2018
107,107,109,+24:41,67,SCHLEMMER Lukas,23,Team Felbermayr - Simplon Wels ,,,4:07:09,tour-of-the-alps/2018/stage-2,2018
108,108,95,+21:08,62,EIBEGGER Markus,33,Team Felbermayr - Simplon Wels ,,,4:07:09,tour-of-the-alps/2018/stage-2,2018
109,109,113,+25:38,53,MOSCA Jacopo,24,Wilier Triestina - Selle Italia,,,4:08:06,tour-of-the-alps/2018/stage-2,2018
110,110,111,+24:57,43,MONACO Alessandro,20,Italy,,,4:08:06,tour-of-the-alps/2018/stage-2,2018
111,111,114,+26:21,83,GONZÁLEZ PRIETO Aitor,27,Euskadi - Murias,,,4:08:49,tour-of-the-alps/2018/stage-2,2018
112,112,90,+20:12,191,GEBREMEDHIN Awet,26,Israel Cycling Academy,,,4:08:51,tour-of-the-alps/2018/stage-2,2018
113,113,81,+18:11,75,STALNOV Nikita,26,Astana Pro Team,,,4:09:01,tour-of-the-alps/2018/stage-2,2018
114,114,118,+26:54,103,SARAMOTINS Aleksejs,36,BORA - hansgrohe,,,4:09:22,tour-of-the-alps/2018/stage-2,2018
115,115,117,+26:54,134,EENKHOORN Pascal,21,Team LottoNL-Jumbo,,,4:09:22,tour-of-the-alps/2018/stage-2,2018
116,116,116,+26:54,157,WANG Meiyin,29,Bahrain Merida Pro Cycling Team,,,4:09:22,tour-of-the-alps/2018/stage-2,2018
117,117,115,+26:54,94,SCHINNAGEL Johannes,21,Tirol Cycling Team,,,4:09:22,tour-of-the-alps/2018/stage-2,2018
118,118,88,+19:52,183,ARSLANOV Ildar,24,Gazprom-RusVelo,,,4:09:56,tour-of-the-alps/2018/stage-2,2018
119,119,119,+28:08,63,FORTIN Filippo,29,Team Felbermayr - Simplon Wels ,,,4:10:36,tour-of-the-alps/2018/stage-2,2018
120,120,121,+28:19,97,WILDAUER Markus,19,Tirol Cycling Team,,,4:10:47,tour-of-the-alps/2018/stage-2,2018
121,121,122,+28:19,111,ANTÓN Igor,35,Team Dimension Data,,,4:10:47,tour-of-the-alps/2018/stage-2,2018
122,122,120,+28:19,182,KOBERNYAK Evgeny,23,Gazprom-RusVelo,,,4:10:47,tour-of-the-alps/2018/stage-2,2018
123,123,123,+28:21,84,BARCELÓ Fernando,22,Euskadi - Murias,,,4:10:49,tour-of-the-alps/2018/stage-2,2018
124,124,126,+29:03,51,BUSATO Matteo,30,Wilier Triestina - Selle Italia,,,4:11:02,tour-of-the-alps/2018/stage-2,2018
125,125,125,+28:41,174,TACIAK Mateusz,33,CCC Sprandi Polkowice ,,,4:11:09,tour-of-the-alps/2018/stage-2,2018
126,126,124,+28:41,86,RODRÍGUEZ Óscar,22,Euskadi - Murias,,,4:11:09,tour-of-the-alps/2018/stage-2,2018
127,127,131,+36:59,95,FRIEDRICH Marco,20,Tirol Cycling Team,,,4:11:23,tour-of-the-alps/2018/stage-2,2018
128,128,127,+29:14,107,SCHWARZMANN Michael,27,BORA - hansgrohe,,,4:11:42,tour-of-the-alps/2018/stage-2,2018
129,129,128,+29:35,87,UDONDO Gotzon,24,Euskadi - Murias,,,4:12:03,tour-of-the-alps/2018/stage-2,2018
130,130,129,+29:45,167,STERBINI Simone,24,Bardiani - CSF,,,4:12:13,tour-of-the-alps/2018/stage-2,2018
131,131,133,+38:11,93,KNAPP Daniel,21,Tirol Cycling Team,,,4:12:25,tour-of-the-alps/2018/stage-2,2018
132,132,130,+30:11,177,STOSZ Patryk,23,CCC Sprandi Polkowice ,,,4:12:39,tour-of-the-alps/2018/stage-2,2018
133,133,132,+37:24,102,KOLÁŘ Michael,25,BORA - hansgrohe,,,4:12:39,tour-of-the-alps/2018/stage-2,2018
134,134,134,+39:57,196,GOLDSTEIN Omer,21,Israel Cycling Academy,,,4:22:25,tour-of-the-alps/2018/stage-2,2018
