,rank,prev,standing,bib,rider,age,team,uci,point,time,stage,year
126,126,113,+52:57,25,MOSER Moreno,26,Astana Pro Team,,,4:12:12,tour-of-the-alps/2017/stage-3,2017
127,127,131,+1:06:16,45,SELIG Rüdiger,28,BORA - hansgrohe,,,4:16:12,tour-of-the-alps/2017/stage-3,2017
128,128,132,+1:06:21,41,ACKERMANN Pascal,23,BORA - hansgrohe,,,4:16:12,tour-of-the-alps/2017/stage-3,2017
129,129,114,+53:11,148,HABTOM Awet,19, Bike Aid,,,4:16:12,tour-of-the-alps/2017/stage-3,2017
130,130,130,+1:01:54,166,NDAYISENGA Valens,23,Tirol Cycling Team,,,4:16:12,tour-of-the-alps/2017/stage-3,2017
131,131,123,+56:53,168,GAMPER Patrick,20,Tirol Cycling Team,,,4:16:12,tour-of-the-alps/2017/stage-3,2017
132,132,133,+1:06:21,56,CLARKE Will,32,Cannondale-Drapac Pro Cycling Team,,,4:16:12,tour-of-the-alps/2017/stage-3,2017
133,133,134,+1:09:53,157,PRANDINI Paolo,20,Sangemini - MG.Kvis  ,,,4:19:49,tour-of-the-alps/2017/stage-3,2017
134,134,115,+54:29,153,GAFFURINI Nicola,27,Sangemini - MG.Kvis  ,,,4:19:49,tour-of-the-alps/2017/stage-3,2017
135,135,135,+1:09:53,47,PELUCCHI Matteo,28,BORA - hansgrohe,,,4:19:49,tour-of-the-alps/2017/stage-3,2017
