,rank,prev,standing,bib,rider,age,team,uci,point,time,stage,year
1,1,5,+1:13,95,MASNADA Fausto,25,Androni Giocattoli - Sidermec,20,30,4:02:06,tour-of-the-alps/2019/stage-5,2019
2,2,24,+16:15,86,QUINTERO Carlos,33,Manzana Postobon,10,18,4:02:13,tour-of-the-alps/2019/stage-5,2019
3,3,17,+12:33,135,VELASCO Simone,23,Neri Sottoli - Selle Italia - KTM,5,12,4:03:37,tour-of-the-alps/2019/stage-5,2019
4,4,8,+2:58,23,CATALDO Dario,34,Astana Pro Team,,7,4:03:37,tour-of-the-alps/2019/stage-5,2019
5,5,9,+3:14,142,THALMANN Roland,25,Team Vorarlberg Santic,,4,4:03:39,tour-of-the-alps/2019/stage-5,2019
6,6,12,+5:12,37,VUILLERMOZ Alexis,30,AG2R La Mondiale,,3,4:04:20,tour-of-the-alps/2019/stage-5,2019
7,7,3,+0:33,1,NIBALI Vincenzo,34,Bahrain Merida,,2,4:04:20,tour-of-the-alps/2019/stage-5,2019
8,8,4,+1:03,93,CATTANEO Mattia,28,Androni Giocattoli - Sidermec,,1,4:04:20,tour-of-the-alps/2019/stage-5,2019
9,9,2,+0:27,53,GEOGHEGAN HART Tao,24,Team Sky,,,4:04:20,tour-of-the-alps/2019/stage-5,2019
10,10,1,+0:00,55,SIVAKOV Pavel,21,Team Sky,,,4:04:20,tour-of-the-alps/2019/stage-5,2019
11,11,14,+7:23,121,BIZKARRA Mikel,29,Euskadi Basque Country - Murias,,,4:04:23,tour-of-the-alps/2019/stage-5,2019
12,12,61,+1:00:14,105,CUADROS Álvaro,24,Caja Rural - Seguros RGA,,,4:05:35,tour-of-the-alps/2019/stage-5,2019
13,13,7,+2:03,24,HIRT Jan,28,Astana Pro Team,,,4:05:35,tour-of-the-alps/2019/stage-5,2019
14,14,6,+1:46,13,MAJKA Rafał,29,BORA - hansgrohe,,,4:05:35,tour-of-the-alps/2019/stage-5,2019
15,15,10,+4:27,41,VLASOV Aleksandr,23,Gazprom-RusVelo,,,4:06:43,tour-of-the-alps/2019/stage-5,2019
16,16,60,+58:42,63,FEILLU Brice,33,Team Arkéa Samsic,,,4:06:43,tour-of-the-alps/2019/stage-5,2019
17,17,11,+4:57,52,FROOME Chris,33,Team Sky,,,4:06:43,tour-of-the-alps/2019/stage-5,2019
18,18,13,+7:23,27,ZEITS Andrey,32,Astana Pro Team,,,4:08:17,tour-of-the-alps/2019/stage-5,2019
19,19,15,+7:45,6,PERNSTEINER Hermann,28,Bahrain Merida,,,4:08:17,tour-of-the-alps/2019/stage-5,2019
20,20,49,+44:05,126,BARCELÓ Fernando,23,Euskadi Basque Country - Murias,,,4:09:28,tour-of-the-alps/2019/stage-5,2019
21,21,16,+8:28,125,ITURRIA Mikel,27,Euskadi Basque Country - Murias,,,4:09:28,tour-of-the-alps/2019/stage-5,2019
22,22,31,+27:11,5,NIBALI Antonio,26,Bahrain Merida,,,4:09:37,tour-of-the-alps/2019/stage-5,2019
23,23,28,+20:52,187,ZURLO Federico,25,Giotti Victoria - Palomar,,,4:10:55,tour-of-the-alps/2019/stage-5,2019
