,rank,prev,standing,bib,rider,age,team,uci,point,time,stage,year
36,36,36,+6:35,105,MADRAZO Ángel,27,Caja Rural - Seguros RGA,,,5:10:23,tour-of-the-alps/2016/stage-3,2016
37,37,37,+6:53,44,FRAPPORTI Marco,31,Androni Giocattoli - Sidermec,,,5:10:23,tour-of-the-alps/2016/stage-3,2016
38,38,39,+7:28,145,GASPAR João,24,Brazil,,,5:10:23,tour-of-the-alps/2016/stage-3,2016
39,39,35,+5:31,58,ANDREETTA Simone,22,Bardiani - CSF,,,5:10:23,tour-of-the-alps/2016/stage-3,2016
40,40,47,+10:50,141,NAZARET Magno,30,Brazil,,,5:10:23,tour-of-the-alps/2016/stage-3,2016
41,41,41,+9:15,34,FABBRO Matteo,21,Italy,,,5:10:27,tour-of-the-alps/2016/stage-3,2016
42,42,40,+7:50,142,ORMENESE Caio Godoy,20,Brazil,,,5:10:57,tour-of-the-alps/2016/stage-3,2016
43,43,73,+16:30,117,PHELAN Adam,24,Drapac Professional Cycling,,,5:14:48,tour-of-the-alps/2016/stage-3,2016
44,44,45,+10:50,154,NARDELLI Stefano,22,Norda-MG.Kvis Vega,,,5:14:48,tour-of-the-alps/2016/stage-3,2016
45,45,46,+10:50,156,SCARTEZZINI Michele,24,Norda-MG.Kvis Vega,,,5:14:48,tour-of-the-alps/2016/stage-3,2016
46,46,56,+12:18,46,SELVAGGI Mirko,31,Androni Giocattoli - Sidermec,,,5:14:48,tour-of-the-alps/2016/stage-3,2016
47,47,50,+11:35,91,BENEDETTI Cesare,28,Bora - Argon 18,,,5:14:48,tour-of-the-alps/2016/stage-3,2016
48,48,51,+11:45,106,MOLINA Antonio,25,Caja Rural - Seguros RGA,,,5:14:48,tour-of-the-alps/2016/stage-3,2016
49,49,44,+10:44,56,BONGIORNO Francesco Manuel,25,Bardiani - CSF,,,5:14:48,tour-of-the-alps/2016/stage-3,2016
50,50,57,+12:22,98,VOSS Paul,30,Bora - Argon 18,,,5:14:48,tour-of-the-alps/2016/stage-3,2016
51,51,52,+11:51,85,GIL MARTINEZ Tomas Aurelio,38,Wilier - Southeast,,,5:14:48,tour-of-the-alps/2016/stage-3,2016
52,52,63,+13:35,38,ANSELMI Enrico,21,Italy,,,5:14:48,tour-of-the-alps/2016/stage-3,2016
53,53,54,+11:57,132,CIAVATTA Paolo,31,d'Amico - Bottecchia,,,5:14:48,tour-of-the-alps/2016/stage-3,2016
54,54,58,+12:24,93,HUZARSKI Bartosz,35,Bora - Argon 18,,,5:14:48,tour-of-the-alps/2016/stage-3,2016
55,55,53,+11:53,148,AFFONSO Murilo,24,Brazil,,,5:14:48,tour-of-the-alps/2016/stage-3,2016
56,56,43,+10:23,33,RAVASI Edward,21,Italy,,,5:14:54,tour-of-the-alps/2016/stage-3,2016
57,57,48,+10:53,6,MOSCON Gianni,22,Team Sky,,,5:14:54,tour-of-the-alps/2016/stage-3,2016
58,58,42,+9:55,3,DEIGNAN Philip,32,Team Sky,,,5:14:54,tour-of-the-alps/2016/stage-3,2016
59,59,49,+11:07,37,TECCHIO Marco,21,Italy,,,5:14:54,tour-of-the-alps/2016/stage-3,2016
60,60,66,+14:34,54,ROTA Lorenzo,20,Bardiani - CSF,,,5:16:27,tour-of-the-alps/2016/stage-3,2016
61,61,62,+13:21,68,RYBALKIN Aleksey,22,Gazprom-RusVelo,,,5:16:27,tour-of-the-alps/2016/stage-3,2016
62,62,69,+15:40,158,GIULIANI Giacomo,19,Norda-MG.Kvis Vega,,,5:16:27,tour-of-the-alps/2016/stage-3,2016
63,63,64,+13:59,43,GAVAZZI Francesco,31,Androni Giocattoli - Sidermec,,,5:16:27,tour-of-the-alps/2016/stage-3,2016
64,64,60,+13:06,127,SANTAROMITA Ivan,31,Skydive Dubai Pro Cycling Team - Al Ahli Club,,,5:16:27,tour-of-the-alps/2016/stage-3,2016
65,65,55,+12:01,41,PELLIZOTTI Franco,38,Androni Giocattoli - Sidermec,,,5:16:27,tour-of-the-alps/2016/stage-3,2016
66,66,59,+12:34,76,FILOSI Iuri,24,Nippo - Vini Fantini ,,,5:16:27,tour-of-the-alps/2016/stage-3,2016
67,67,68,+15:27,13,DOMONT Axel,25,AG2R La Mondiale,,,5:16:27,tour-of-the-alps/2016/stage-3,2016
68,68,61,+13:09,97,NERZ Dominik,26,Bora - Argon 18,,,5:16:27,tour-of-the-alps/2016/stage-3,2016
69,69,76,+17:27,15,BONNAFOND Guillaume,28,AG2R La Mondiale,,,5:16:27,tour-of-the-alps/2016/stage-3,2016
70,70,65,+14:16,116,NORRIS Lachlan,29,Drapac Professional Cycling,,,5:16:27,tour-of-the-alps/2016/stage-3,2016
71,71,70,+15:53,2,KNEES Christian,35,Team Sky,,,5:18:17,tour-of-the-alps/2016/stage-3,2016
72,72,75,+17:11,23,CAPECCHI Eros,29,Astana Pro Team,,,5:18:17,tour-of-the-alps/2016/stage-3,2016
73,73,74,+17:03,26,KOZHATAYEV Bakhtiyar,24,Astana Pro Team,,,5:18:17,tour-of-the-alps/2016/stage-3,2016
74,74,78,+17:33,165,PAULUS Dennis,21,Tirol Cycling Team,,,5:18:17,tour-of-the-alps/2016/stage-3,2016
75,75,67,+14:52,104,RUBIO Diego,24,Caja Rural - Seguros RGA,,,5:18:17,tour-of-the-alps/2016/stage-3,2016
76,76,79,+17:39,47,ȚVETCOV Serghei,27,Androni Giocattoli - Sidermec,,,5:18:17,tour-of-the-alps/2016/stage-3,2016
77,77,80,+17:52,45,CECCHINEL Giorgio,26,Androni Giocattoli - Sidermec,,,5:18:17,tour-of-the-alps/2016/stage-3,2016
78,78,71,+16:07,83,CONTI Samuele,24,Wilier - Southeast,,,5:18:52,tour-of-the-alps/2016/stage-3,2016
79,79,77,+17:33,73,BISOLTI Alessandro,31,Nippo - Vini Fantini ,,,5:21:26,tour-of-the-alps/2016/stage-3,2016
80,80,72,+16:28,71,CUNEGO Damiano,34,Nippo - Vini Fantini ,,,5:21:26,tour-of-the-alps/2016/stage-3,2016
81,81,85,+20:30,74,NIBALI Antonio,23,Nippo - Vini Fantini ,,,5:21:26,tour-of-the-alps/2016/stage-3,2016
82,82,81,+18:34,111,CANTY Brendan,24,Drapac Professional Cycling,,,5:21:26,tour-of-the-alps/2016/stage-3,2016
83,83,86,+22:23,134,GINÉS Daniel,22,d'Amico - Bottecchia,,,5:22:51,tour-of-the-alps/2016/stage-3,2016
84,84,96,+24:15,12,BIDARD François,24,AG2R La Mondiale,,,5:23:15,tour-of-the-alps/2016/stage-3,2016
85,85,84,+20:22,32,WACKERMANN Luca,24,Italy,,,5:23:15,tour-of-the-alps/2016/stage-3,2016
86,86,89,+22:57,16,KADRI Blel,29,AG2R La Mondiale,,,5:23:15,tour-of-the-alps/2016/stage-3,2016
87,87,82,+19:58,102,CARTHY Hugh,21,Caja Rural - Seguros RGA,,,5:24:21,tour-of-the-alps/2016/stage-3,2016
88,88,102,+24:52,137,TIZZA Marco,24,d'Amico - Bottecchia,,,5:24:58,tour-of-the-alps/2016/stage-3,2016
89,89,83,+20:22,96,MÜHLBERGER Gregor,22,Bora - Argon 18,,,5:24:58,tour-of-the-alps/2016/stage-3,2016
90,90,119,+27:12,95,MENDES José,30,Bora - Argon 18,,,5:24:58,tour-of-the-alps/2016/stage-3,2016
91,91,122,+28:53,72,BERLATO Giacomo,24,Nippo - Vini Fantini ,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
92,92,97,+24:27,51,COLBRELLI Sonny,25,Bardiani - CSF,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
93,93,90,+23:32,124,HADDI Soufiane,25,Skydive Dubai Pro Cycling Team - Al Ahli Club,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
94,94,92,+23:49,61,KOLOBNEV Alexandr,34,Gazprom-RusVelo,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
95,95,104,+25:02,35,MARCHI Andrea,21,Italy,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
96,96,109,+25:52,75,DE NEGRI Pier Paolo,29,Nippo - Vini Fantini ,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
97,97,116,+26:36,78,YAMAMOTO Genki,24,Nippo - Vini Fantini ,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
98,98,115,+26:34,144,RAMOS Kléber,30,Brazil,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
99,99,98,+24:33,176,MOVCHAN Sergii,22,Amore & Vita - Selle SMP,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
100,100,94,+24:00,157,ZVERKOV Evgeny,23,Norda-MG.Kvis Vega,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
101,101,123,+29:03,152,GAFFURINI Nicola,26,Norda-MG.Kvis Vega,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
102,102,108,+25:46,164,SCHÖNBERGER Sebastian,21,Tirol Cycling Team,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
103,103,100,+24:38,175,MARTINS Uri,25,Amore & Vita - Selle SMP,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
104,104,91,+23:48,118,SPOKES Samuel,24,Drapac Professional Cycling,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
105,105,117,+26:46,163,BOSMAN Patrick,21,Tirol Cycling Team,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
106,106,125,+29:11,138,TOMMASSINI Fabio,25,d'Amico - Bottecchia,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
107,107,106,+25:14,167,WEISS Martin,25,Tirol Cycling Team,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
108,108,118,+26:49,168,WACHTER Alexander,21,Tirol Cycling Team,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
109,109,88,+22:49,171,FICARA Pierpaolo,25,Amore & Vita - Selle SMP,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
110,110,113,+26:18,88,TROSINO Mirko,23,Wilier - Southeast,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
111,111,107,+25:36,36,LIZDE Seid,20,Italy,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
112,112,95,+24:03,84,FONZI Giuseppe,24,Wilier - Southeast,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
113,113,101,+24:38,174,HALILAJ Redi,26,Amore & Vita - Selle SMP,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
114,114,110,+25:55,63,SEROV Alexander,33,Gazprom-RusVelo,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
115,115,105,+25:12,65,NYCH Artem,21,Gazprom-RusVelo,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
116,116,112,+26:03,64,SHALUNOV Evgeny,24,Gazprom-RusVelo,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
117,117,99,+24:34,135,MORA Luis Guillermo,21,d'Amico - Bottecchia,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
118,118,103,+24:54,8,ZANDIO Xabier,39,Team Sky,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
119,119,120,+27:30,5,LÓPEZ David,34,Team Sky,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
120,120,93,+23:57,7,PETERS Alex,22,Team Sky,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
121,121,114,+26:28,108,BENITO Miguel Ángel,22,Caja Rural - Seguros RGA,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
122,122,126,+29:51,115,MEYER Travis,26,Drapac Professional Cycling,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
123,123,121,+28:30,113,KONING Peter,25,Drapac Professional Cycling,,,5:26:48,tour-of-the-alps/2016/stage-3,2016
124,124,87,+22:41,121,MANCEBO Francisco,40,Skydive Dubai Pro Cycling Team - Al Ahli Club,,,5:26:58,tour-of-the-alps/2016/stage-3,2016
125,125,124,+29:07,112,MOURIS Jens,36,Drapac Professional Cycling,,,5:26:58,tour-of-the-alps/2016/stage-3,2016
126,126,111,+25:56,173,ZAMPARELLA Marco,28,Amore & Vita - Selle SMP,,,5:29:18,tour-of-the-alps/2016/stage-3,2016
127,127,128,+30:57,143,GOHR Andre  Eduardo,19,Brazil,,,5:31:01,tour-of-the-alps/2016/stage-3,2016
128,128,127,+29:55,178,PONOMARENKO Dmytro,25,Amore & Vita - Selle SMP,,,5:31:36,tour-of-the-alps/2016/stage-3,2016
129,129,139,+41:45,123,KAMBERAJ Giuliano,21,Skydive Dubai Pro Cycling Team - Al Ahli Club,,,5:34:40,tour-of-the-alps/2016/stage-3,2016
130,130,136,+37:07,133,CHINELLO Fabio,27,d'Amico - Bottecchia,,,5:34:40,tour-of-the-alps/2016/stage-3,2016
131,131,134,+34:19,125,ZMORKA Marlen,22,Skydive Dubai Pro Cycling Team - Al Ahli Club,,,5:34:40,tour-of-the-alps/2016/stage-3,2016
132,132,133,+33:28,177,KOGUT Volodymyr,31,Amore & Vita - Selle SMP,,,5:34:40,tour-of-the-alps/2016/stage-3,2016
133,133,132,+32:50,122,HASNAOUI Maher,26,Skydive Dubai Pro Cycling Team - Al Ahli Club,,,5:34:40,tour-of-the-alps/2016/stage-3,2016
134,134,135,+35:36,131,BOCCHIOLA Giorgio,27,d'Amico - Bottecchia,,,5:34:40,tour-of-the-alps/2016/stage-3,2016
135,135,131,+32:49,151,DI FRANCESCO Gian Marco,26,Norda-MG.Kvis Vega,,,5:34:40,tour-of-the-alps/2016/stage-3,2016
136,136,129,+31:07,155,SALVIETTI Niccolò,22,Norda-MG.Kvis Vega,,,5:34:40,tour-of-the-alps/2016/stage-3,2016
137,137,130,+32:32,136,LEONE Davide,19,d'Amico - Bottecchia,,,5:34:40,tour-of-the-alps/2016/stage-3,2016
138,138,137,+37:09,146,BULGARELLI Otavio,31,Brazil,,,5:34:40,tour-of-the-alps/2016/stage-3,2016
139,139,138,+40:01,147,SANTOS Flavio Cardoso,35,Brazil,,,5:37:28,tour-of-the-alps/2016/stage-3,2016
